Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Log2 Ratio L/H NormalizedDAF2day01,Log2 Ratio L/H NormalizedDAF2day06,Log2 Ratio L/H NormalizedDAF2day12,Log2 Ratio L/H NormalizedDAF2day17,Log2 Ratio L/H NormalizedDAF2day22,Log2 Ratio L/H NormalizedDAF2day27,Log2 Ratio L/H NormalizedDAF16day01,Log2 Ratio L/H NormalizedDAF16day06,Log2 Ratio L/H NormalizedDAF16day12,Log2 Ratio L/H NormalizedDAF16day17,Log2 Ratio L/H NormalizedHSF1day01,Log2 Ratio L/H NormalizedHSF1day06,Log2 Ratio L/H NormalizedHSF1day12,Peptides WTday01,Peptides WTday06,Peptides WTday12,Peptides WTday17,Peptides WTday22,Peptides DAF2day01,Peptides DAF2day06,Peptides DAF2day12,Peptides DAF2day17,Peptides DAF2day22,Peptides DAF2day27,Peptides DAF16day01,Peptides DAF16day06,Peptides DAF16day12,Peptides DAF16day17,Peptides HSF1day01,Peptides HSF1day06,Peptides HSF1day12,Ratio Count WTday01,Ratio Count WTday06,Ratio Count WTday12,Ratio Count WTday17,Ratio Count WTday22,Ratio Count DAF2day01,Ratio Count DAF2day06,Ratio Count DAF2day12,Ratio Count DAF2day17,Ratio Count DAF2day22,Ratio Count DAF2day27,Ratio Count DAF16day01,Ratio Count DAF16day06,Ratio Count DAF16day12,Ratio Count DAF16day17,Ratio Count HSF1day01,Ratio Count HSF1day06,Ratio Count HSF1day12,log abs.LFQ WTday01,log abs.LFQ WTday06,log abs.LFQ WTday12,log abs.LFQ WTday17,log abs.LFQ WTday22,log abs.LFQ DAF2day01,log abs.LFQ DAF2day06,log abs.LFQ DAF2day12,log abs.LFQ DAF2day17,log abs.LFQ DAF2day22,log abs.LFQ DAF2day27,log abs.LFQ DAF16day01,log abs.LFQ DAF16day06,log abs.LFQ DAF16day12,log abs.LFQ DAF16day17,log abs.LFQ HSF1day01,log abs.LFQ HSF1day06,log abs.LFQ HSF1day12,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
Q20754,col-38,1.689752959,NA,NA,NA,NA,-0.206018004,NA,NA,NA,NA,NA,2.963869477,NA,NA,NA,1.282333446,NA,NA,2,1,1,0,0,1,0,0,1,1,0,2,0,0,1,2,0,1,9,1,1,0,0,2,0,0,1,1,0,10,0,0,1,5,0,1,7.423540766,5.232386146,4.988438551,NA,NA,6.409188947,NA,NA,5.367616792,5.192455939,NA,7.327726652,NA,NA,4.147923539,7.488733984,NA,5.166430114,6.98E-24,11.5,287
Q58AA8;Q20755,bcs-1,0.299702339,NA,0.068105187,NA,NA,NA,NA,0.042932328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,1,1,1,2,1,1,0,0,1,1,1,0,0,1,2,0,2,0,1,1,1,2,1,1,0,0,1,1,1,0,0,1,5.630081929,NA,5.462637543,NA,5.003762021,5.02473189,4.706786035,4.842840053,5.228990311,4.919036231,NA,NA,4.701006407,4.155791352,4.454265414,NA,NA,4.993392137,1.34E-14,7.3,396
Q20757,puf-5,-1.605162424,2.332280418,1.288663688,0.394448775,0.13306829,NA,0.945443216,0.583570971,-0.586788758,-0.891730247,-1.004177761,NA,2.330320086,1.324707959,0.335681008,NA,1.548691283,0.933435444,2,8,7,2,3,1,6,6,3,3,2,0,10,7,4,1,7,6,2,10,10,2,3,1,7,6,3,4,2,0,16,6,4,1,9,6,5.49626525,6.584082339,6.484641445,5.074779882,5.082390378,3.0905402,6.212640314,5.679264324,5.369605434,5.503273033,5.200823149,NA,6.468790262,5.805772632,5.161038412,5.07070266,6.068148741,5.774655626,6.82E-147,33.8,553
Q20758,arl-1,NA,-0.342554745,0.320900541,NA,NA,NA,NA,NA,NA,-0.387803665,NA,-1.497944422,NA,NA,NA,0.367061785,0.184621316,NA,1,1,2,1,1,1,1,0,1,2,1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,0,1,2,1,2,1,1,1,3,2,1,6.191953767,6.091561448,6.080842859,5.693893953,6.075948225,6.230039981,6.047313816,NA,5.8460772,6.55544513,6.433561835,6.220892249,5.804248504,5.542290006,5.635574215,6.581130106,5.995301669,6.287331363,2.45E-60,26.7,180
Q20760,,0.570892918,0.231786027,-0.211136827,-0.483054736,-0.379399163,-0.276198865,-0.023894043,-0.690193578,-0.928275562,-1.064055064,-1.137503524,0.269616546,-0.299947954,-0.276079728,-0.401193551,0.518391057,0.017446258,-0.200253232,6,6,4,5,5,4,5,4,4,5,3,4,6,4,3,5,4,6,8,6,4,7,5,5,6,4,4,6,3,7,7,6,2,7,5,7,6.253725595,5.496445292,5.407798661,5.406523149,6.027634966,5.43836828,5.888140164,5.082030981,5.21940113,5.415507536,5.211761094,5.772585724,5.530071569,5.411266067,4.753835749,6.093036253,4.961264435,5.887200808,1.58E-140,34.7,740
Q20762,F54D1.6,-0.244765308,-0.972692654,-0.487589248,-0.186120184,-0.03040671,-0.676086834,-0.556306784,-0.439782689,-0.094100916,-0.061568849,0.188068696,-0.792105706,-1.23878686,-0.65672517,-0.005184376,-0.243912759,-0.555128994,-0.251082803,6,7,6,5,7,5,8,7,7,6,6,7,5,5,6,7,6,7,8,9,8,6,10,7,12,10,9,10,7,11,7,6,6,8,10,10,6.723053209,6.081347308,6.647441655,6.184464289,6.499219552,5.98545342,6.41936087,6.308948386,6.540216819,6.669688708,6.702327121,6.228579994,5.793476071,6.007918391,5.89741264,6.549530475,6.072213123,6.452614335,1.24E-78,9.3,1423
Q20763,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34E-05,5.4,278
Q20769,,NA,-0.018634174,0.169647309,0.225632503,0.110775689,0.008174341,0.926755589,1.204465764,-0.082838815,-0.315913965,NA,0.107228192,NA,-0.039840265,NA,NA,-0.113167057,0.458088734,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,0,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,1,0,2,2,6.04060234,5.773706013,6.72822388,6.121559844,5.957113817,5.448211468,6.652884256,6.120606831,6.063483478,6.538824989,6.006252051,5.910357557,5.230295614,6.094785468,4.823415537,NA,5.375169609,5.804534685,1.71E-41,20.4,186
Q20770,,0.486711397,0.172684991,-0.813032078,-0.95188615,-0.217975141,0.53677515,0.732811809,0.344666491,-1.302933144,-1.382501257,-1.501515577,0.386845572,0.657331482,-0.339821505,0.012824684,1.298424329,NA,0.710708492,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,3,2,3,3,4,4,4,3,2,3,2,5,6,3,5,4,1,4,7.081815201,6.499439629,6.507194485,6.015359755,6.405431742,6.781180721,6.851129876,6.485068074,6.233985479,6.291790506,6.466541406,6.574933662,6.55720634,5.671996203,6.071403284,7.663832795,6.348441167,6.820588932,2.97E-37,16.7,186
Q20771;Q5FC73,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,4.258780907,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.392907895,NA,NA,NA,9.67E-16,8.2,427
Q20772,F54D5.7,-0.320542442,0.408722717,0.352105305,0.4170009,0.284194467,-0.013640911,0.338834162,0.213504003,0.051458955,0.188216625,0.207361172,-0.067501049,1.186229068,0.709174576,0.544182265,-0.041803688,1.418696964,0.484327912,4,5,3,5,4,4,3,4,4,4,4,5,5,6,4,3,3,4,7,8,8,11,9,7,10,8,9,10,7,11,14,12,14,5,7,10,7.193375081,7.138365864,7.391288049,6.888595049,7.293517238,6.884648121,7.507707485,7.090363879,7.288651578,7.23332615,7.123492301,6.927385763,7.214525955,7.050263723,6.868109321,7.477294938,7.34186959,7.624993302,7.97E-45,15.9,409
Q20774,dnj-13,-0.05630606,0.101412397,0.123606824,0.234550121,0.43296085,-0.017494379,0.006579242,0.109358756,0.190404458,0.058217584,0.239106308,-0.052276765,-0.043484498,0.07460816,0.468231793,-0.385486259,-0.516015147,0.041936869,5,5,4,5,4,4,4,4,5,5,4,4,5,5,5,4,4,4,8,10,9,7,6,6,6,6,7,9,7,9,9,9,8,8,7,7,7.058463986,6.991846054,6.890074339,6.800318334,6.821899833,6.781697943,6.981569462,6.852912852,6.777687756,7.287824116,7.442605179,6.991172894,6.826463549,6.746120213,6.68706499,7.134495856,6.230448921,6.61660153,1.67E-53,24.8,331
Q20778,dpy-17,NA,-1.06550338,-2.615604626,NA,-2.580531438,-3.322937628,0.994499404,-2.10212059,NA,NA,NA,NA,-4.317086953,-3.325818122,-2.172967481,-3.123003954,-1.538240158,-2.371224286,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,NA,5.275932976,5.021850577,3.937201835,4.278387725,3.9487845,5.901327523,4.639984248,4.475743807,4.811702327,5.129496543,3.296928319,4.333870279,4.459693976,4.750361805,4.917090447,4.321246213,4.60364228,1.49E-23,4.8,352
Q20779,tag-174,-0.105543992,0.236656419,0.498708635,-0.040682059,-0.217354814,-0.412402175,0.125037827,0.232192678,-0.026870865,-0.249384659,-0.447208888,-0.014212445,0.315683937,0.745865564,0.564158084,0.177587994,0.095034281,-0.125254339,8,5,5,5,4,5,5,5,5,5,5,6,6,6,6,6,5,4,17,18,19,13,16,16,18,20,19,19,14,12,16,17,15,21,15,13,7.887667928,7.915088382,8.155153778,7.160468531,7.277288245,7.759516759,7.843232778,7.902845628,7.921806085,7.883843063,8.000911062,7.652285029,7.66142458,7.521347332,7.470719121,8.279552881,7.653800825,7.450110482,3.13E-115,67.2,128
Q20780;Q8IG19,alh-1,-0.539034703,0.078700785,0.224907306,-0.13211616,-0.24865627,0.474331993,0.53038488,0.311721152,0.005623028,-0.124328135,-0.281075049,-0.44615034,0.365295223,0.73845715,0.195533357,-0.286053134,0.370843914,0.226476214,20,19,18,16,18,18,20,19,20,18,17,20,20,20,19,18,19,17,67,71,59,65,61,65,68,68,66,73,64,71,76,80,73,60,63,60,7.985502817,7.580833776,7.844992556,7.325700343,7.489227012,7.822926125,7.949346087,7.724554384,7.874493414,7.953996339,7.954285937,7.488339158,7.711714457,7.608579515,7.2633046,7.992708122,7.60859021,7.656165306,0,59.4,510
Q20784,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006456,5,260
Q20789,,NA,NA,1.542458238,1.829818542,NA,NA,NA,NA,1.081125317,NA,NA,-1.885769574,NA,1.193634694,NA,-2.110563697,NA,NA,1,0,2,2,1,0,0,0,1,1,1,1,1,1,1,2,0,0,1,0,3,3,1,0,0,0,2,1,1,2,1,2,1,2,0,0,4.027390385,NA,6.093946724,5.493416223,4.876333329,NA,NA,NA,5.115344196,5.220787776,5.40363519,4.145227493,4.545331862,5.017992738,3.938819825,5.045714059,NA,NA,1.83E-36,16.8,322
Q20790,,-2.086444109,-1.252052275,0.86157869,1.644081628,2.007753644,-3.18159556,0.020516041,1.57067863,2.564051435,2.843111566,3.085098759,-4.601280523,-1.029488224,0.297342457,0.813321969,-1.828590965,-0.303693088,0.969706303,5,5,5,6,5,4,5,5,5,5,5,4,5,6,6,5,5,5,9,10,13,10,14,6,12,11,13,17,16,7,10,10,11,10,10,13,6.984297729,6.810628984,7.571056318,7.313803969,7.735670744,6.095413464,7.18853477,7.550105999,7.856348187,8.203766975,8.296006669,5.49324887,6.802198845,6.9259512,6.514521189,6.979097458,6.803381995,7.375956093,9.15E-95,39.7,189
Q20793,,NA,NA,1.060006195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,NA,4.103769523,5.344058072,NA,NA,NA,NA,NA,4.764385381,5.072249898,4.585990584,NA,NA,5.182984967,NA,NA,NA,NA,1.39E-16,5.5,311
Q20796,,0.422443072,NA,0.329812287,0.157013125,0.170832381,0.38418824,0.084410265,0.16066921,0.096036233,-0.103665483,-0.067776372,0.256648764,0.180380861,-0.013355059,0.015213808,0.256459181,-0.133563526,0.175615016,3,1,3,2,3,3,3,2,3,3,3,2,3,3,2,3,2,3,5,1,3,2,4,4,5,2,4,7,4,2,3,3,3,5,2,4,7.402244182,6.696006715,6.543036923,6.771175772,6.945537515,7.108734109,7.334936033,6.565080044,6.977124323,7.242317764,7.240424433,7.116508124,6.741797437,6.636166821,6.483373306,7.518421807,6.246326208,6.991070943,1.97E-72,34.4,186
Q20797,syx-5,0.29984441,0.156578877,-0.160145725,-0.259905175,-0.260266587,0.049456933,0.249307751,0.003437707,-0.267595722,-0.143654635,-0.048096653,0.276607451,-0.296780417,-0.231678162,-0.145220937,0.217222421,-0.065985829,0.338815916,2,2,2,4,3,3,4,3,3,3,4,4,4,3,3,4,3,2,3,3,4,6,4,6,6,6,4,3,4,7,5,4,4,5,3,2,6.186136672,5.790763539,6.393030898,5.892105738,5.922912211,6.204309945,6.380844126,6.245882648,6.165748682,6.112068504,6.096249383,6.113174305,5.787063548,5.459317083,5.335417779,6.568893696,5.294245716,5.552656051,1.05E-74,20.8,413
Q20798,sel-11,NA,NA,-0.227371423,NA,NA,NA,NA,-0.341188772,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318577154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5.872331121,5.404029356,5.863144346,4.97742178,5.100508395,5.3143729,5.57994357,5.734231596,5.701524812,5.915958834,5.746626416,5.091385542,5.2254902,5.187097501,5.174902562,5.62954211,4.87517706,5.578799606,0.00076093,1.8,610
Q20802,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,4.84538954,NA,NA,4.826981337,NA,NA,NA,NA,NA,NA,NA,NA,4.358125285,4.830729775,4.64E-19,4.8,395
Q21184;Q20805,col-155;col-154,NA,NA,2.251057949,1.84881659,1.78334027,NA,NA,NA,NA,NA,NA,-0.816067173,2.026969225,0.813575509,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,1,0,2,1,1,1,2,1,1,0,1,2,2,2,0,1,0,0,1,0,2,2,2,1,1,1,1,NA,6.632750772,6.864255888,6.40065885,6.576421981,NA,4.519801752,NA,NA,7.033825694,NA,5.253677165,6.279142006,5.98219432,4.782056764,6.397679354,6.503477442,6.694833253,4.38E-09,6,299
Q20815,ssp-35,1.516800764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6.992089374,4.669772325,NA,NA,NA,NA,5.595242626,NA,NA,NA,NA,NA,NA,NA,NA,6.062243441,5.24432661,NA,4.73E-58,87.9,107
Q20818,capg-2,-1.720059527,-0.603786553,-0.219214996,-0.189033824,0.064932568,-1.828915869,-0.252778952,0.273133915,0.28565336,0.248673399,0.024766032,-1.781695429,-1.578310793,-0.179001399,0.096437209,-2.019132551,-1.052694111,-0.283092058,8,7,7,4,8,4,9,8,7,9,7,5,5,6,5,6,6,9,10,11,11,4,12,4,14,12,13,21,13,5,8,9,6,8,7,10,5.901796035,4.864522947,5.362765127,5.370605601,5.204743833,4.306231965,5.46091287,5.229246562,5.356981401,5.878119485,5.648623436,5.322818621,5.042378598,5.310162065,4.774064188,4.873518228,4.618518763,5.765921757,2.26E-159,24.9,1010
Q20819,tsfm-1,0.308197867,-0.421694581,-0.477470103,-0.327227468,-0.44763209,-0.125122061,-0.778124452,-0.252657864,-0.688493711,-0.606915942,-0.621711977,0.0375028,-0.303693088,-0.40206725,-0.334911461,0.182425856,-0.369717729,-0.117960953,5,5,5,4,4,4,4,5,4,5,4,5,5,5,5,5,5,4,11,12,11,11,10,9,10,11,10,14,15,14,15,11,7,9,11,9,6.958133676,6.38998073,6.978267276,6.625600513,6.063183188,6.768763858,6.305824106,6.592210078,6.490028748,6.75492141,6.880716437,6.807250817,6.582222499,6.413919742,6.153570981,7.125936467,6.411838481,6.512324113,2.54E-193,47.5,316
Q20822,F55C5.8,0.233158933,-0.05630606,-0.186880831,-0.181547856,-0.273575566,0.140014554,-0.009633819,-0.317304068,-0.314986485,-0.279174108,-0.397802962,0.497974978,-0.112233058,-0.160403926,-0.193834811,0.500707704,0.0464889,-0.098015234,17,16,13,15,16,14,14,15,13,11,15,17,16,15,13,17,17,15,27,27,26,26,28,26,29,30,25,22,25,31,33,27,26,30,27,28,6.972050021,6.359683737,6.673288225,6.366385597,6.352973179,6.47796008,6.607690872,6.406948736,6.562804198,6.757023834,6.815664067,6.846757593,6.577284944,6.370179886,6.076458388,7.111094411,6.324158942,6.402072144,0,58.5,622
Q20826,glit-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.422934381,NA,NA,0.00029363,1.5,730
Q20829,aman-1,-0.579759427,0.282684399,0.97120456,1.262815133,1.221522258,0.059299504,0.139362913,0.298566275,0.361824193,0.282842355,0.546413942,-1.165300975,0.617830791,1.336464097,1.242635328,-0.481608943,0.358768439,1.230126726,13,14,15,15,13,13,13,14,13,15,11,12,15,16,14,12,14,15,18,22,30,23,26,21,21,21,20,30,16,17,28,25,27,19,23,26,6.4411765,5.93788884,6.813494254,6.578237961,6.441380885,6.133953845,6.28526468,6.073461729,6.332074712,6.592864863,6.563564139,5.814360817,6.410270964,6.582006514,6.172456974,6.345667736,5.977467525,6.471658359,2.19E-230,35.8,955
Q20840,,0.707877919,0.98167918,-0.116897018,-1.59091335,NA,1.351148049,1.453636426,0.176772386,NA,NA,NA,NA,1.445322748,NA,NA,0.79260687,1.203933907,NA,3,3,2,2,1,2,3,2,1,1,1,1,2,0,0,3,2,1,4,5,2,2,1,4,5,4,1,1,1,1,2,0,0,4,3,1,6.404183498,5.501114059,5.597168449,4.970225964,4.770122668,5.918402579,6.217115296,5.553446086,4.825737607,4.561733276,4.109814696,5.41717265,5.72687385,NA,NA,6.150357258,5.589100278,5.145196406,2.13E-62,18.4,331
Q20846,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,5.018159374,NA,NA,5.315214393,NA,NA,NA,NA,5.64051125,NA,NA,NA,NA,NA,NA,NA,NA,9.62E-19,6,350
Q20847,,0.045773905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,5.32541303,4.126196368,4.839949168,NA,4.72883246,3.954170121,4.438273303,4.36851002,4.641345191,4.903908945,4.915178146,NA,NA,NA,NA,NA,4.102365091,4.448737229,3.02E-12,14.2,309
Q20848,F55G1.9,NA,NA,-0.340733161,NA,NA,NA,1.655171503,0.780239805,NA,0.022317094,NA,NA,0.46438495,NA,NA,NA,NA,NA,1,0,2,1,0,1,4,2,0,2,0,0,1,1,0,1,1,0,1,0,2,1,0,1,4,2,0,2,0,0,2,1,0,1,1,0,6.776446924,NA,6.312854091,6.256693698,NA,6.967084419,7.071882007,6.469203258,NA,6.017951069,NA,NA,5.883746583,5.512844426,NA,4.99476134,6.184748198,NA,4.45E-79,36.5,299
Q20849,rod-1,-1.403922105,0.273099047,0.339418161,0.437623236,0.665065663,-1.842576631,-0.179383654,0.627181594,0.696634223,0.819444727,0.866226069,-1.932476983,-0.000721167,0.217541109,0.224452136,-1.590434352,-0.158724796,0.202638327,13,15,14,16,15,8,14,17,18,16,9,10,14,15,15,10,12,9,16,18,17,23,19,9,14,21,20,20,11,14,21,22,23,13,15,12,5.994110297,6.050147658,6.122772729,6.280919663,6.291146762,5.394749281,5.914834832,6.226213121,6.406506117,6.477396221,6.36851002,5.546209412,6.111699278,6.05709529,5.88418341,5.779524343,5.790672126,6.045322979,7.38E-199,20.1,2049
Q20854,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,4.343290402,NA,NA,4.227835306,4.069889997,NA,4.72612383,NA,NA,NA,NA,3.505868684,4.431588896,4.148633498,4.470542788,NA,NA,NA,4.65E-08,2.6,615
Q20864,,NA,NA,NA,1.015374195,NA,NA,NA,NA,NA,NA,NA,NA,0.403732706,0.994700627,NA,NA,NA,NA,0,0,0,2,1,1,1,1,1,0,0,0,2,2,1,0,0,1,0,0,0,2,1,1,1,1,1,0,0,0,2,2,1,0,0,1,NA,NA,NA,5.210505791,4.910192029,3.989805651,4.894476678,4.869442947,4.767652979,NA,NA,NA,5.252003021,5.12765542,3.831882566,NA,NA,4.856589942,9.78E-12,6.3,446
Q20865,,0.251538767,0.314463459,0.85227651,0.074942437,0.141048249,-0.255319441,-0.173255383,-1.029346866,-1.715190517,-1.614709844,-1.539481442,-0.046979908,0.872261081,1.292934683,1.762485229,0.080759088,0.756233443,0.88438074,3,2,2,3,2,2,2,2,1,2,2,3,3,2,3,2,2,2,7,11,9,10,8,8,7,6,5,7,5,10,11,10,12,8,7,9,7.647686088,7.381151195,7.798353649,6.983693929,7.022057021,7.017826038,7.222482357,6.871502882,6.694210206,6.677406182,6.796407799,7.163608563,7.268390736,7.34271869,7.277655048,7.614844507,7.293340453,7.418185243,8.93E-146,25.7,237
Q20871,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.387033701,NA,NA,5.94E-40,18.8,437
Q20874,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,NA,5.280122896,5.426511261,5.405790162,NA,4.892667716,5.441867877,5.63007175,5.940516485,5.764422736,NA,4.985619551,NA,5.225180008,NA,NA,5.524992948,NA,1.03E-56,19.1,451
Q20875,F56D2.6,-0.29207495,-0.226755123,-0.278103728,-0.185486004,-0.067501049,-0.490775482,-0.292428393,-0.486456956,-0.288771967,-0.183835831,-0.25386828,0.141812068,-0.455859809,-0.30018231,-0.257976116,-0.323658291,-0.279649579,-0.18027519,6,6,6,5,6,6,8,8,5,5,4,7,7,7,3,4,5,6,14,8,11,12,10,9,12,10,8,8,5,12,13,12,4,7,9,9,6.415157049,6.047002131,6.327113616,5.845073222,6.099300726,5.752325078,6.259522207,6.005695181,6.35545152,6.287331363,5.756522005,5.927190653,5.657428765,5.666910914,5.226264712,6.090434416,5.826301614,5.873436863,1.95E-179,42.1,739
Q20877,,0.659540276,NA,NA,NA,NA,1.717666955,NA,NA,NA,NA,NA,2.210229023,NA,NA,NA,1.936994148,NA,NA,1,0,1,0,0,3,1,0,1,0,1,3,0,1,0,2,1,0,2,0,1,0,0,4,1,0,1,0,1,6,0,1,0,2,1,0,6.724513437,NA,3.477511944,NA,NA,6.594977846,5.588092348,NA,4.91927688,NA,5.490646621,6.97402324,NA,5.605940397,NA,6.815338621,4.75971316,NA,1.41E-146,11.3,441
Q20881,,-0.170181458,-0.748547105,-0.157949154,-0.281905924,-0.66712006,0.192414265,0.072300722,-0.204140717,-0.250355272,-0.432531879,-0.636357806,-0.737081005,-0.677530793,-0.544880997,-1.023255352,-0.421909973,-0.696706079,-0.272739878,6,4,4,6,4,6,6,5,5,2,2,5,5,6,3,6,3,4,10,12,8,8,8,10,9,9,8,3,7,7,8,9,4,9,3,8,6.650239507,6.114811074,6.034227261,6.050457095,6.03746634,6.646687934,6.657830005,6.307175012,6.133762385,6.082066934,6.586249639,5.993515587,5.764825966,5.788528955,5.304447441,6.611202692,5.661547676,6.111060782,1.31E-91,28.7,449
Q20883,,0.581928819,-0.737340646,-0.411100789,NA,-1.115499413,NA,NA,NA,NA,NA,NA,0.939592852,NA,NA,NA,0.191112514,NA,NA,5,4,4,1,2,2,2,2,1,1,1,4,2,2,1,3,2,1,5,3,3,0,2,1,1,1,0,0,0,3,1,1,0,2,1,0,5.553591782,4.641553426,5.270189543,NA,4.429025157,4.084003991,4.604172033,3.977586438,NA,NA,NA,5.234264124,4.197004728,3.716679314,NA,5.234643808,3.562138157,NA,8.56E-26,17.6,449
Q20893,cdo-1,0.200547921,0.807149353,-0.302289802,-1.017921908,-1.200441577,0.850246378,0.597845409,-1.003746139,-1.069495954,-1.502636117,-1.768925336,1.064525165,0.848790607,-0.039840265,-0.355129058,NA,0.743279157,0.80783109,5,4,4,4,2,4,5,3,2,2,2,5,5,3,3,1,3,4,5,5,4,4,2,5,5,3,2,2,2,8,8,6,3,1,3,5,6.467282448,5.982858942,5.868938178,5.559224139,5.372138417,6.431508505,6.333568175,5.647891306,5.648262406,5.70946501,5.265666699,6.368100852,6.165867268,5.628307173,5.17078959,5.838023777,5.762475996,6.313508674,1.68E-21,35.8,190
Q20898,ifet-1,-0.713343895,1.232768963,1.261707737,1.106560123,0.910149354,-1.332679294,0.656126042,0.815681615,0.898215476,0.626401898,0.480276952,-1.509999802,1.258666772,0.601014896,0.495715216,-0.873576994,1.032595267,0.757671884,10,15,13,11,13,6,15,14,13,10,8,5,12,11,7,11,12,13,16,29,25,23,27,7,21,22,24,27,14,9,31,20,15,18,21,26,6.835551068,6.931386669,7.256380953,6.81563087,7.009110806,5.893889314,7.127881943,7.011316643,7.179695383,7.213889471,7.081635302,5.932879458,7.045987606,6.600700696,6.033101937,6.75471519,6.862495128,7.026574118,0,57.3,761
