N. furzeri Protein Id	Human
XP_015813744.1	TIFA
XP_015813726.1	TIFA
XP_015807951.1	STRADB
XP_015826364.1	GPR52
XP_015797000.1	DUSP12
XP_015812743.1	DUSP12
XP_015800935.1	ZNF598
XP_015796135.1	SARDH
XP_015807985.1	SLC44A1
XP_015799105.1	SLC44A1
XP_015820260.1	ALKBH5
XP_015827834.1	ACSL6
XP_015816936.1	ACSL6
XP_015823091.1	FAM217B
XP_015815604.1	FAM217B
XP_015808724.1	CTRB2
XP_015814474.1	HEMK1
XP_015801023.1	PCCA
XP_015831917.1	GEMIN4
XP_015797211.1	JKAMP
XP_015830923.1	SLC4A1AP
XP_015827489.1	ATAD1
XP_015817972.1	ATAD1
XP_015803617.1	YY1
XP_015825514.1	YY1
XP_015802003.1	DENND4C
XP_015796788.1	DENND4C
XP_015810863.1	KIAA1468
XP_015827478.1	PGAM5
XP_015799012.1	CDK2AP1
XP_015816999.1	RAB36
XP_015827874.1	FAM219A
XP_015814892.1	FAM219A
XP_015822044.1	SCN2A
XP_015831848.1	SCN2A
XP_015807870.1	SCN2A
XP_015796559.1	SCN2A
XP_015829998.1	HELQ
XP_015810245.1	PUF60
XP_015811960.1	PUF60
XP_015819048.1	BHLHA15
XP_015813491.1	SUMO1
XP_015828314.1	PDE4D
XP_015826336.1	PDE4D
XP_015805823.1	LENG8
XP_015797163.1	CHRNA9
XP_015817464.1	CHRNA9
XP_015810050.1	CHRNA9
XP_015806504.1	CHRNA9
XP_015819056.1	RSPH10B2
XP_015799972.1	ITGA9
XP_015816430.1	SRRT
XP_015830498.1	SRRT
XP_015828668.1	AFMID
XP_015825640.1	AFMID
XP_015811677.1	KIAA1147
XP_015820943.1	KIAA1147
XP_015797482.1	PCDHGC3
XP_015830854.1	PCDHGC3
XP_015822487.1	MMP23B
XP_015806372.1	MMP23B
XP_015828156.1	MLXIP
XP_015817258.1	MLXIP
XP_015797714.1	
XP_015825529.1	MNAT1
XP_015802181.1	RAMP1
XP_015821012.1	RAMP1
XP_015806389.1	RNF168
XP_015830763.1	METTL23
XP_015828412.1	ATXN2
XP_015806175.1	PAK4
XP_015803339.1	PAK4
XP_015809952.1	C19orf67
XP_015807515.1	ILVBL
XP_015819791.1	PPP1R12C
XP_015831650.1	PPP1R12C
XP_015824918.1	SNX6
XP_015822307.1	ASIC4
XP_015818961.1	COX6B1
XP_015829480.1	COX6B1
XP_015805635.1	COX6B1
XP_015826962.1	SLC44A5
XP_015814760.1	ITIH3
XP_015797905.1	GOLGA6L2
XP_015815525.1	NCOA3
XP_015823772.1	NCOA3
XP_015815423.1	SHQ1
XP_015813562.1	ACHE
XP_015830612.1	ACHE
XP_015811511.1	LACTB2
XP_015818856.1	NUBP2
XP_015813905.1	ZPR1
XP_015828859.1	RPS18
XP_015802021.1	CXCL5
XP_015813495.1	
XP_015827725.1	SNRNP200
XP_015821038.1	DUSP19
XP_015800542.1	DUSP19
XP_015824905.1	STRN4
XP_015806967.1	STRN4
XP_015827137.1	CHAF1A
XP_015812110.1	HMMR
XP_015815839.1	CHPT1
XP_015802188.1	ACADL
XP_015831805.1	
XP_015832815.1	
XP_015798708.1	LAMC3
XP_015799485.1	SPTLC3
XP_015825103.1	THBD
XP_015803799.1	THBD
XP_015814424.1	GNAT1
XP_015820054.1	BBS10
XP_015814673.1	TIMM17A
XP_015802576.1	FERMT3
XP_015799157.1	DNAJA1
XP_015821323.1	HAO2
XP_015824724.1	TRPM5
XP_015818776.1	TRPM5
XP_015811826.1	TRPM5
XP_015818777.1	TRPM5
XP_015821107.1	LSP1
XP_015819379.1	SPG11
XP_015815699.1	FAM102A
XP_015829884.1	FAM102A
XP_015831695.1	GPR63
XP_015797558.1	ZNF98
XP_015802692.1	
XP_015815120.1	LRP1
XP_015823387.1	LRP1
XP_015805127.1	MARS2
XP_015797207.1	CDHR2
XP_015832622.1	CDHR2
XP_015807920.1	ABCC4
XP_015796832.1	PLEKHO2
XP_015797056.1	
XP_015803088.1	MAPRE3
XP_015825040.1	MAPRE3
XP_015822220.1	CCNT2
XP_015807923.1	CCNT2
XP_015831610.1	MMP21
XP_015818951.1	EPS8L1
XP_015801353.1	EPS8L1
XP_015825846.1	LGALS8
XP_015828342.1	HSD17B3
XP_015819349.1	
XP_015820412.1	
XP_015821322.1	WARS2
XP_015814552.1	MRTO4
XP_015811047.1	RPS6KA3
XP_015821403.1	ITSN1
XP_015828386.1	ITSN1
XP_015800549.1	ITSN1
XP_015820164.1	
XP_015806863.1	NANOS1
XP_015824863.1	NANOS1
XP_015799854.1	8-Mar
XP_015818322.1	ABC7-42404400C24.1
XP_015808619.1	SDHAF2
XP_015822992.1	MBD5
XP_015813545.1	MBD5
XP_015801231.1	NUP85
XP_015828845.1	HLA-G
XP_015805660.1	GSTK1
XP_015831421.1	TYW5
XP_015823497.1	
XP_015822284.1	GTF2E1
XP_015820820.1	CORO2A
XP_015801519.1	CORO2A
XP_015830147.1	
XP_015823486.1	GRM7
XP_015813804.1	GRM7
XP_015811723.1	RAB31
XP_015823616.1	RBM39
XP_015813826.1	RBM39
XP_015805772.1	DEDD2
XP_015831768.1	LLGL2
XP_015798589.1	LHX5
XP_015796153.1	DEPDC5
XP_015831289.1	DEPDC5
XP_015817050.1	SLC13A2
XP_015800347.1	GNRH1
XP_015827964.1	GNRH1
XP_015821634.1	SLC9A2
XP_015801858.1	SLC9A2
XP_015825921.1	NKX2-4
XP_015796321.1	TMEM25
XP_015796554.1	TMEM25
XP_015797040.1	TMEM25
XP_015821391.1	PDIA5
XP_015806718.1	VSTM5
XP_015828863.1	IGLL1
XP_015809087.1	CORO2B
XP_015806285.1	
XP_015827934.1	LOXHD1
XP_015828396.1	LOXHD1
XP_015830436.1	LOXHD1
XP_015827933.1	LOXHD1
XP_015813657.1	NXT2
XP_015829661.1	HIVEP1
XP_015810873.1	ZFHX4
XP_015808179.1	METTL21C
XP_015821653.1	METTL21C
XP_015808184.1	METTL21C
XP_015797825.1	METTL21C
XP_015822956.1	DFFB
XP_015825548.1	TACC3
XP_015826566.1	STXBP3
XP_015810436.1	DCAF11
XP_015814194.1	ATP6AP1L
XP_015797477.1	ATP6AP1L
XP_015830314.1	CAP1
XP_015799440.1	LYST
XP_015799549.1	CALHM3
XP_015829166.1	HAX1
XP_015805273.1	RAB5A
XP_015829343.1	RAB5A
XP_015801131.1	DIAPH1
XP_015826469.1	LEPR
XP_015797819.1	STARD10
XP_015804391.1	STARD10
XP_015808079.1	STARD10
XP_015797119.1	ZFP3
XP_015798072.1	ZFP3
XP_015816677.1	AKAP10
XP_015830688.1	A2M
XP_015824551.1	PRKD1
XP_015825206.1	EBI3
XP_015806367.1	ABCF3
XP_015815545.1	PTPRT
XP_015822380.1	TTLL4
XP_015821943.1	HOXD4
XP_015800205.1	HOXD4
XP_015826338.1	MPV17L2
XP_015825526.1	TRMT5
XP_015803261.1	PTTG1
XP_015819556.1	ADAMTS9
XP_015814795.1	ADAMTS9
XP_015822624.1	PLPP3
XP_015827260.1	PLPP3
XP_015796408.1	PLPP3
XP_015803925.1	PLPP3
XP_015824314.1	USP11
XP_015808421.1	FES
XP_015802938.1	LPGAT1
XP_015827917.1	RAD9B
XP_015809040.1	CTXN2
XP_015826029.1	CTXN2
XP_015800721.1	ANKRD54
XP_015802736.1	EPM2A
XP_015806113.1	GPM6A
XP_015828618.1	GPM6A
XP_015802276.1	NEDD8
XP_015812857.1	NEDD8
XP_015832573.1	DDT
XP_015813786.1	GDF5
XP_015803718.1	CEP128
XP_015802830.1	VEGFA
XP_015803603.1	VEGFA
XP_015803539.1	VEGFA
XP_015798882.1	WDR91
XP_015820694.1	NUTF2
XP_015829244.1	NUTF2
XP_015819815.1	TMEM80
XP_015814900.1	MYL2
XP_015827370.1	MYL2
XP_015818298.1	KIF19
XP_015797834.1	
XP_015831164.1	ROCK2
XP_015802570.1	ROCK2
XP_015799013.1	8-Sep
XP_015816871.1	8-Sep
XP_015825951.1	MSLNL
XP_015820458.1	MSLNL
XP_015796447.1	MSLNL
XP_015822629.1	
XP_015808131.1	RPL31
XP_015796334.1	HLA-DPB1
XP_015800600.1	HLA-DPB1
XP_015797521.1	HSPA1L
XP_015824697.1	TTC9
XP_015814063.1	ANKS1A
XP_015822516.1	ANKS1A
XP_015805590.1	MED18
XP_015797065.1	
XP_015823275.1	DIP2B
XP_015812547.1	DIP2B
XP_015816736.1	HPGD
XP_015828644.1	HPGD
XP_015807936.1	RND3
XP_015796203.1	STRBP
XP_015829861.1	ING3
XP_015797110.1	RBPJ
XP_015802331.1	RBPJ
XP_015806558.1	RBPJ
XP_015811198.1	SLC6A19
XP_015811199.1	SLC6A19
XP_015815594.1	UHRF1BP1L
XP_015827766.1	GINS4
XP_015819957.1	LACTB
XP_015825532.1	SIX6
XP_015823833.1	NOL4L
XP_015822849.1	NOL4L
XP_015796128.1	HNRNPAB
XP_015799355.1	HNRNPAB
XP_015798267.1	ROCK1
XP_015812159.1	ROCK1
XP_015825907.1	PRKD3
XP_015801886.1	PRKD3
XP_015810929.1	APBB1IP
XP_015812994.1	APBB1IP
XP_015799197.1	INTS12
XP_015810648.1	FGFR1OP2
XP_015802937.1	NEK2
XP_015824503.1	BAG5
XP_015803047.1	PTRHD1
XP_015800800.1	ZP1
XP_015809730.1	ZP1
XP_015820241.1	ZP1
XP_015796625.1	ZP1
XP_015800779.1	ZP1
XP_015822150.1	HARS
XP_015796277.1	F3
XP_015813068.1	F3
XP_015827940.1	
XP_015821911.1	DOCK9
XP_015801964.1	DOCK9
XP_015813925.1	TRIM7
XP_015829856.1	
XP_015796783.1	
XP_015804742.1	UBE3D
XP_015799611.1	PRDX3
XP_015803235.1	IFT172
XP_015804221.1	AR
XP_015816533.1	AR
XP_015832509.1	CDH1
XP_015821221.1	CCDC93
XP_015809646.1	UBA6
XP_015803167.1	CHRM5
XP_015825741.1	CHRM5
XP_015796757.1	ADPRHL1
XP_015825002.1	ADPRHL1
XP_015808883.1	ADPRHL1
XP_015804158.1	
XP_015808745.1	CRYGC
XP_015807843.1	CRYGC
XP_015811607.1	PARP2
XP_015797961.1	TRAF2
XP_015830547.1	TRAF2
XP_015798632.1	TRAF2
XP_015825863.1	RUNX3
XP_015828785.1	FOXH1
XP_015810824.1	FOXH1
XP_015805916.1	FAM13B
XP_015820134.1	TMEM53
XP_015812819.1	TMEM53
XP_015803284.1	PEX3
XP_015806008.1	MEGF8
XP_015800663.1	SLC25A5
XP_015816292.1	SLC25A5
XP_015799249.1	SLC25A5
XP_015804212.1	SLC25A5
XP_015813787.1	SDC4
XP_015831245.1	SDC4
XP_015797784.1	
XP_015830728.1	FPR1
XP_015800942.1	SLC2A6
XP_015802608.1	SH3BGRL2
XP_015810188.1	POU6F2
XP_015823174.1	SHOC2
XP_015814080.1	IGSF22
XP_015820866.1	PLLP
XP_015807540.1	BRIP1
XP_015805220.1	
XP_015817109.1	UGT1A3
XP_015802267.1	MPRIP
XP_015801378.1	MPRIP
XP_015818908.1	MPRIP
XP_015796801.1	MPRIP
XP_015797039.1	MPRIP
XP_015804093.1	RMI2
XP_015797373.1	APAF1
XP_015815543.1	APAF1
XP_015827772.1	PHYHIP
XP_015796465.1	SPPL3
XP_015801813.1	SLC12A6
XP_015797309.1	
XP_015825374.1	NIPAL3
XP_015819035.1	FAM20C
XP_015799049.1	FAM20C
XP_015800922.1	FAM20C
XP_015799050.1	FAM20C
XP_015799048.1	FAM20C
XP_015801201.1	FAM20C
XP_015822199.1	TUBA1A
XP_015824032.1	TUBA1A
XP_015822503.1	TUBA1A
XP_015818158.1	TUBA1A
XP_015831268.1	RP2
XP_015829208.1	
XP_015826345.1	LSM4
XP_015825882.1	LCK
XP_015806242.1	LGALS4
XP_015822231.1	MRAS
XP_015796836.1	
XP_015824821.1	VPS39
XP_015806626.1	ZPLD1
XP_015807011.1	ZPLD1
XP_015806610.1	ZPLD1
XP_015806628.1	ZPLD1
XP_015806629.1	ZPLD1
XP_015816147.1	ZPLD1
XP_015807628.1	
XP_015796597.1	ARRB2
XP_015817469.1	ARRB2
XP_015802244.1	WBP4
XP_015803700.1	
XP_015816995.1	CORO6
XP_015829775.1	SGF29
XP_015818139.1	CCT2
XP_015802572.1	
XP_015819788.1	INCENP
XP_015828974.1	PRRT1
XP_015804964.1	PRRT1
XP_015821321.1	TBX15
XP_015807613.1	ECEL1
XP_015822891.1	IL17RB
XP_015819583.1	ERC1
XP_015814087.1	ERC1
XP_015820239.1	ERC1
XP_015807126.1	AIPL1
XP_015805015.1	AIPL1
XP_015807116.1	UNC119
XP_015817049.1	UNC119
XP_015829264.1	PMP2
XP_015827850.1	PMP2
XP_015803514.1	ATP1B4
XP_015824728.1	SCAF1
XP_015806671.1	GMFG
XP_015810889.1	ROPN1L
XP_015807773.1	CRYGS
XP_015821243.1	CRYGS
XP_015807772.1	CRYGS
XP_015809795.1	RHBDF2
XP_015797510.1	TMEM94
XP_015830672.1	TMEM94
XP_015801008.1	B3GAT2
XP_015798887.1	TDGF1
XP_015807422.1	HIST2H2BE
XP_015824727.1	HIST2H2BE
XP_015798660.1	HIST2H2BE
XP_015806499.1	HIST2H2BE
XP_015824719.1	HIST2H2BE
XP_015824739.1	HIST2H2BE
XP_015812022.1	HIST2H2BE
XP_015809813.1	HIST2H2BE
XP_015796692.1	HIST2H2BE
XP_015818974.1	HIST2H2BE
XP_015810067.1	HIST2H2BE
XP_015799299.1	HIST2H2BE
XP_015797861.1	MCM3
XP_015827839.1	EGR3
XP_015799224.1	EGR3
XP_015797709.1	PZP
XP_015810720.1	MYBL1
XP_015811525.1	MYBL1
XP_015796840.1	GJD2
XP_015831499.1	GJD2
XP_015825289.1	GJD2
XP_015816494.1	GJD2
XP_015812078.1	TCEA1
XP_015820289.1	GDPGP1
XP_015819840.1	CD151
XP_015809164.1	CD151
XP_015808432.1	GOT2
XP_015829825.1	ALDH1L2
XP_015809109.1	ALDH1L2
XP_015796603.1	ALDH1L2
XP_015808729.1	AGRP
XP_015797702.1	NSUN3
XP_015808200.1	NSUN3
XP_015827899.1	TTC37
XP_015804832.1	PTPN2
XP_015829216.1	PTPN2
XP_015796776.1	ZNF84
XP_015828905.1	ZNF84
XP_015801627.1	ZNF84
XP_015798130.1	ZNF84
XP_015797635.1	ZNF84
XP_015815294.1	USP4
XP_015827330.1	IMP4
XP_015827362.1	ATP2A2
XP_015832609.1	ATP2A2
XP_015817248.1	ATP2A2
XP_015809968.1	ATP2A2
XP_015802676.1	ARMC2
XP_015825358.1	MSRA
XP_015803232.1	MSRA
XP_015819094.1	ARSG
XP_015804516.1	ATP11C
XP_015797146.1	CUEDC1
XP_015826206.1	ARMC9
XP_015801104.1	GPR139
XP_015800700.1	FOLR3
XP_015805410.1	BBS9
XP_015802703.1	GTF2H5
XP_015810424.1	
XP_015824988.1	RMND1
XP_015820308.1	FBXO38
XP_015815433.1	
XP_015805448.1	CD226
XP_015810779.1	CD226
XP_015797853.1	WDR18
XP_015829868.1	RNF175
XP_015801274.1	GNG12
XP_015825097.1	ITPK1
XP_015823590.1	NYNRIN
XP_015798230.1	NYNRIN
XP_015798265.1	NYNRIN
XP_015831998.1	NYNRIN
XP_015796946.1	NYNRIN
XP_015796398.1	NYNRIN
XP_015797470.1	NYNRIN
XP_015796711.1	NYNRIN
XP_015814188.1	NYNRIN
XP_015830493.1	NYNRIN
XP_015797242.1	NYNRIN
XP_015830492.1	NYNRIN
XP_015801105.1	TMEM159
XP_015811873.1	
XP_015823312.1	WNK3
XP_015832716.1	
XP_015820171.1	RABL2A
XP_015820064.1	FKBP4
XP_015812591.1	AKNAD1
XP_015831018.1	RPL7L1
XP_015801330.1	GTF2F1
XP_015802278.1	AJUBA
XP_015832462.1	DENND2C
XP_015814112.1	TEAD3
XP_015823458.1	TEAD3
XP_015815850.1	MYBPC1
XP_015825100.1	LRRC74A
XP_015806532.1	TRIM59
XP_015826463.1	PARS2
XP_015804558.1	LYRM1
XP_015828321.1	ELOVL7
XP_015807408.1	ELOVL7
XP_015817827.1	HS2ST1
XP_015797458.1	HS2ST1
XP_015819420.1	RPL27A
XP_015805039.1	CREB3L4
XP_015820209.1	TMEM60
XP_015814026.1	TMEM60
XP_015807223.1	NCBP1
XP_015804131.1	BCAT1
XP_015822540.1	DGKA
XP_015815097.1	DGKA
XP_015805429.1	MEF2D
XP_015797303.1	MEF2D
XP_015829121.1	MEF2D
XP_015798516.1	
XP_015811056.1	ZNHIT1
XP_015831778.1	CASKIN2
XP_015801487.1	CASKIN2
XP_015822252.1	MNX1
XP_015814434.1	ARHGEF5
XP_015805645.1	ARHGEF5
XP_015815874.1	DOK2
XP_015806393.1	SPINT2
XP_015806279.1	RPS3
XP_015818002.1	RPP30
XP_015819717.1	AQP9
XP_015814885.1	AQP9
XP_015808486.1	AQP9
XP_015801708.1	ZNF638
XP_015801701.1	ZNF638
XP_015809958.1	ZNF638
XP_015801711.1	ZNF638
XP_015801699.1	ZNF638
XP_015801705.1	ZNF638
XP_015801712.1	ZNF638
XP_015803672.1	ENPP5
XP_015798678.1	C9
XP_015806149.1	TEX10
XP_015806104.1	TEX10
XP_015827708.1	DUSP26
XP_015818057.1	DUSP26
XP_015830969.1	DUSP26
XP_015818067.1	DUSP26
XP_015799687.1	DUSP26
XP_015814887.1	TPGS2
XP_015827960.1	
XP_015802265.1	SVEP1
XP_015799658.1	SVEP1
XP_015797186.1	DUSP6
XP_015819163.1	TNRC6B
XP_015800587.1	TNRC6B
XP_015815858.1	SLC18A1
XP_015831376.1	IFI35
XP_015813552.1	PWP2
XP_015828443.1	LHFPL2
XP_015798612.1	LHFPL2
XP_015810868.1	PIGN
XP_015797401.1	HOXD11
XP_015811422.1	HOXD11
XP_015821947.1	HOXD11
XP_015802952.1	SLC35F6
XP_015828707.1	NAALADL1
XP_015803052.1	TBC1D32
XP_015828996.1	NRM
XP_015814490.1	PLCH2
XP_015824178.1	PLCH2
XP_015824186.1	PLCH2
XP_015807508.1	ST3GAL4
XP_015812015.1	RASAL2
XP_015797328.1	RASAL2
XP_015822933.1	RIBC1
XP_015801911.1	NIT1
XP_015799007.1	SBNO1
XP_015804190.1	WNT9B
XP_015806475.1	APBB1
XP_015797045.1	ARTN
XP_015823795.1	ARTN
XP_015811814.1	ARTN
XP_015799862.1	TMEM150A
XP_015817657.1	TMEM150A
XP_015799875.1	TMEM150A
XP_015827502.1	TMEM150A
XP_015813790.1	RBM15B
XP_015816071.1	CCND2
XP_015804390.1	CCND2
XP_015815355.1	CCND2
XP_015820901.1	CCND2
XP_015806936.1	MRPL28
XP_015826983.1	MUTYH
XP_015824141.1	TPX2
XP_015832749.1	SCO1
XP_015820178.1	ARPC1A
XP_015824722.1	ARPC1A
XP_015821938.1	NFE2L2
XP_015823416.1	NFE2L2
XP_015820744.1	SPAG5
XP_015829270.1	ZBTB10
XP_015829381.1	UBP1
XP_015816309.1	SPAG7
XP_015819931.1	KLF13
XP_015802581.1	MYB
XP_015830626.1	UCHL1
XP_015827086.1	FSTL3
XP_015824249.1	FKBP1B
XP_015823956.1	FKBP1B
XP_015812037.1	FKBP1B
XP_015803661.1	FKBP1B
XP_015815636.1	RIPK4
XP_015800579.1	TGFBR3
XP_015798288.1	TGFBR3
XP_015817818.1	TGFBR3
XP_015816624.1	FGF11
XP_015799735.1	
XP_015828006.1	MRPS28
XP_015807472.1	CFAP45
XP_015820270.1	SSPN
XP_015832635.1	KITLG
XP_015809530.1	IMMP1L
XP_015808680.1	FOXB1
XP_015819938.1	FOXB1
XP_015828200.1	FOXB1
XP_015818323.1	LRRC59
XP_015809998.1	MRPL21
XP_015831145.1	PSMA6
XP_015831014.1	PSMA6
XP_015829754.1	PSMA6
XP_015828683.1	GPX8
XP_015827070.1	HSD11B1L
XP_015827069.1	HSD11B1L
XP_015820987.1	PARP14
XP_015801930.1	PARP14
XP_015821015.1	PARP14
XP_015815814.1	PARP14
XP_015801932.1	PARP14
XP_015806845.1	URB1
XP_015812228.1	SPIDR
XP_015808836.1	DPEP1
XP_015811101.1	TUBB6
XP_015811836.1	CYFIP2
XP_015825012.1	DDO
XP_015809451.1	
XP_015816262.1	AMER2
XP_015810877.1	AMER2
XP_015811959.1	RIOK1
XP_015798001.1	ASS1
XP_015804575.1	MAL2
XP_015797239.1	XYLB
XP_015814930.1	PLXNA1
XP_015824079.1	PLXNA1
XP_015819977.1	SLC28A1
XP_015803885.1	
XP_015806096.1	TMEM67
XP_015804519.1	TWIST2
XP_015811357.1	TWIST2
XP_015814973.1	TWIST2
XP_015821000.1	TWIST2
XP_015824074.1	TWIST2
XP_015830568.1	DHCR7
XP_015798579.1	COPS4
XP_015800869.1	PDAP1
XP_015829945.1	PDAP1
XP_015828663.1	ARL15
XP_015804370.1	METTL2A
XP_015800498.1	ETAA1
XP_015828381.1	ETAA1
XP_015814208.1	TMEM74B
XP_015818414.1	GCH1
XP_015809212.1	GCH1
XP_015805526.1	
XP_015798986.1	PHPT1
XP_015826919.1	PHPT1
XP_015811757.1	LRRC30
XP_015817494.1	CUL5
XP_015827896.1	ADGRV1
XP_015817296.1	ZNHIT3
XP_015808078.1	ADAMTS5
XP_015800604.1	AC233755.1
XP_015810440.1	PCK2
XP_015800937.1	RPUSD1
XP_015803269.1	GALNT14
XP_015815113.1	C1QL4
XP_015797106.1	C1QL4
XP_015797674.1	C1QL4
XP_015808858.1	MCEE
XP_015808270.1	NRBP1
XP_015802931.1	NRBP1
XP_015800300.1	PIBF1
XP_015832000.1	MYO15B
XP_015798074.1	MYO15B
XP_015809022.1	SLC27A2
XP_015819709.1	SLC27A2
XP_015809020.1	SLC27A2
XP_015828728.1	GLDC
XP_015799928.1	NDST1
XP_015808424.1	FURIN
XP_015820299.1	FURIN
XP_015817920.1	CHMP2A
XP_015802738.1	UTRN
XP_015815381.1	SEMA3F
XP_015814420.1	SEMA3F
XP_015822767.1	SEMA3F
XP_015802426.1	POLR2A
XP_015831719.1	TMEM221
XP_015829009.1	OSBPL10
XP_015826668.1	C8orf82
XP_015810351.1	IL15RA
XP_015819337.1	PNPLA2
XP_015819340.1	PNPLA2
XP_015823468.1	PNPLA2
XP_015819794.1	PNPLA2
XP_015808820.1	PNPLA2
XP_015802217.1	OSBPL11
XP_015828988.1	PSCA
XP_015817164.1	SMPD1
XP_015824708.1	HOXC4
XP_015811416.1	HOXC4
XP_015823407.1	HOXC4
XP_015809330.1	HOXC4
XP_015819614.1	MOV10L1
XP_015804586.1	MBOAT1
XP_015798361.1	C18orf32
XP_015814754.1	RPN1
XP_015827219.1	CHST14
XP_015812655.1	SF3A2
XP_015799646.1	SF3A2
XP_015801468.1	
XP_015820830.1	CHST5
XP_015817024.1	TMEM243
XP_015828931.1	WDYHV1
XP_015824721.1	
XP_015829178.1	SHE
XP_015805933.1	SHE
XP_015815818.1	CARD9
XP_015812766.1	IMPAD1
XP_015808835.1	
XP_015822127.1	AXIN2
XP_015801139.1	AXIN2
XP_015809858.1	COMMD1
XP_015804118.1	LFNG
XP_015821894.1	LFNG
XP_015807858.1	TMEM151B
XP_015802970.1	TMEM151B
XP_015831153.1	TMEM151B
XP_015832066.1	NMT1
XP_015804319.1	NMT1
XP_015803546.1	WDR26
XP_015804000.1	ATL3
XP_015828816.1	RNF139
XP_015829631.1	LYPLA2
XP_015809899.1	RNASEH2A
XP_015805952.1	RAD54B
XP_015796738.1	
XP_015831730.1	MEF2B
XP_015812062.1	LPIN2
XP_015810165.1	LPIN2
XP_015814942.1	LPIN2
XP_015802651.1	TGFB3
XP_015825679.1	TGFB3
XP_015811954.1	ZNF41
XP_015816922.1	EBF1
XP_015831390.1	EBF1
XP_015812950.1	CATIP
XP_015811794.1	TCEANC2
XP_015828870.1	
XP_015801583.1	INPP4B
XP_015821058.1	INPP4B
XP_015825406.1	ZNF593
XP_015828136.1	UNG
XP_015830543.1	ZNF879
XP_015797108.1	ZNF879
XP_015832336.1	PDCD7
XP_015826080.1	CLCC1
XP_015825998.1	CLCC1
XP_015832337.1	CPZ
XP_015827050.1	CPZ
XP_015805655.1	PHC1
XP_015805653.1	PHC1
XP_015829474.1	PHC1
XP_015824077.1	CHCHD6
XP_015814935.1	CHCHD6
XP_015819494.1	CHCHD6
XP_015828277.1	TRIM36
XP_015808291.1	RUNX1T1
XP_015829337.1	RUNX1T1
XP_015810739.1	PRDM14
XP_015815531.1	NOL8
XP_015824939.1	RDH12
XP_015811113.1	RDH12
XP_015805053.1	RDH12
XP_015811115.1	RDH12
XP_015824834.1	NENF
XP_015805713.1	CDC42
XP_015822694.1	CDC42
XP_015829348.1	CDC42
XP_015829830.1	CDC42
XP_015810425.1	SLC22A17
XP_015830894.1	TM2D1
XP_015804604.1	IRX4
XP_015832690.1	
XP_015831165.1	PQLC3
XP_015807171.1	SLN
XP_015814595.1	PDE1B
XP_015823912.1	OCSTAMP
XP_015817777.1	AATF
XP_015798304.1	FAM78A
XP_015817671.1	GRB7
XP_015825346.1	PTAFR
XP_015820795.1	OLFM4
XP_015820794.1	OLFM4
XP_015820543.1	GPI
XP_015809558.1	GPI
XP_015799685.1	DUPD1
XP_015818064.1	DUPD1
XP_015818066.1	DUPD1
XP_015801365.1	SALL1
XP_015808311.1	SALL1
XP_015829574.1	SALL1
XP_015829626.1	ZMYM4
XP_015798111.1	ZMYM4
XP_015829624.1	ZMYM4
XP_015831135.1	ZMYM4
XP_015832392.1	
XP_015829614.1	NDUFS5
XP_015809783.1	LYL1
XP_015817319.1	HEPACAM
XP_015807036.1	HEPACAM
XP_015808939.1	ITGB6
XP_015825892.1	SMAP1
XP_015830149.1	TMEM185A
XP_015797610.1	KIAA2026
XP_015820753.1	CSNK2A2
XP_015809510.1	CSNK2A2
XP_015822099.1	CCDC148
XP_015820295.1	CIB1
XP_015805734.1	CLMP
XP_015807485.1	CLMP
XP_015814626.1	MARS
XP_015805544.1	CNR2
XP_015810721.1	MCMDC2
XP_015815138.1	ZNF347
XP_015810832.1	SKIDA1
XP_015811373.1	SMIM12
XP_015799117.1	
XP_015814317.1	PERM1
XP_015823159.1	PERM1
XP_015804423.1	ARR3
XP_015816849.1	ARR3
XP_015832865.1	AK3
XP_015815407.1	MITF
XP_015831621.1	MITF
XP_015831930.1	POLDIP2
XP_015826012.1	DNAH8
XP_015815661.1	EI24
XP_015805083.1	CPNE4
XP_015830192.1	CPNE4
XP_015828780.1	CPNE4
XP_015804092.1	EFEMP2
XP_015819939.1	EIF3B
XP_015824009.1	MTOR
XP_015810662.1	CSTB
XP_015819084.1	CSTB
XP_015810661.1	CSTB
XP_015821194.1	ATP5J
XP_015808084.1	ATP5J
XP_015815260.1	FGD5
XP_015814767.1	FGD5
XP_015824435.1	NOSIP
XP_015810396.1	OLFM3
XP_015811769.1	OLFM3
XP_015829925.1	UBE2G2
XP_015822356.1	GFRA2
XP_015817568.1	GFRA2
XP_015797783.1	GFRA2
XP_015827880.1	GFRA2
XP_015832301.1	TMEM57
XP_015802932.1	TMEM57
XP_015825853.1	TMEM57
XP_015796509.1	PLOD3
XP_015796288.1	PLOD3
XP_015822183.1	SH3RF3
XP_015817230.1	BIRC2
XP_015822737.1	PQBP1
XP_015830132.1	IRF5
XP_015818780.1	IRF5
XP_015801919.1	INO80B
XP_015822282.1	
XP_015810698.1	FLT3
XP_015824208.1	FAM58A
XP_015810549.1	VOPP1
XP_015798322.1	SNCA
XP_015797384.1	SNCA
XP_015818400.1	SNCA
XP_015819456.1	HDAC10
XP_015816290.1	CDC23
XP_015821742.1	IRS2
XP_015807975.1	IRS2
XP_015807761.1	IRS2
XP_015816135.1	TIPRL
XP_015824268.1	FGD1
XP_015823066.1	EMP3
XP_015830680.1	EMP3
XP_015814504.1	EMP3
XP_015818025.1	EMP3
