Kf symbol,Kf Id,Kf Id2,Human symbol,Human Ensembl Id,Human Ensembl Protein Id
mlc1,XM_015964937.1,XP_015820423.1,MLC1,ENSG00000100427,ENSP00000310375
LOC107381889,XM_015953826.1,XP_015809312.1,LTB4R,ENSG00000213903,ENSP00000380002
dmtf1,XM_015961484.1,XP_015816970.1,DMTF1,ENSG00000135164,ENSP00000378193
LOC107374160,XM_015942301.1,XP_015797787.1,MCTP1,ENSG00000175471,ENSP00000424126
pebp4,XM_015972355.1,XP_015827841.1,PEBP4,ENSG00000134020,ENSP00000256404
ankle2,XM_015971988.1,XP_015827474.1,ANKLE2,ENSG00000176915,ENSP00000350686
LOC107396672,XM_015976485.1,XP_015831971.1,COL28A1,ENSG00000215018,ENSP00000382356
LOC107386285,XM_015960588.1,XP_015816074.1,LHX6,ENSG00000106852,ENSP00000377854
clstn1,XM_015967665.1,XP_015823151.1,CLSTN1,ENSG00000171603,ENSP00000366513
LOC107373836,XM_015941979.1,XP_015797465.1,FZD1,ENSG00000157240,ENSP00000287934
LOC107396751,XM_015976585.1,XP_015832071.1,LRAT,ENSG00000121207,ENSP00000337224
piga,XM_015966222.1,XP_015821708.1,PIGA,ENSG00000165195,ENSP00000442653
LOC107390840,XM_015967804.1,XP_015823290.1,STAT6,ENSG00000166888,ENSP00000401486
cln3,XM_015968956.1,XP_015824442.1,CLN3,ENSG00000188603,ENSP00000454229
mcm9,XM_015975482.1,XP_015830968.1,MCM9,ENSG00000111877,ENSP00000480469
LOC107382720,XM_015954975.1,XP_015810461.1,SEL1L,ENSG00000071537,ENSP00000337053
setd1a,XM_015948768.1,XP_015804254.1,SETD1A,ENSG00000099381,ENSP00000262519
LOC107395508,XM_015974904.1,XP_015830390.1,SCAMP5,ENSG00000198794,ENSP00000455313
npdc1,XM_015977307.1,XP_015832793.1,NPDC1,ENSG00000107281,ENSP00000360659
tmem200a,XM_015947990.1,XP_015803476.1,TMEM200A,ENSG00000164484,ENSP00000438928
rapgef2,XM_015951009.1,XP_015806495.1,RAPGEF2,ENSG00000109756,ENSP00000264431
LOC107373876,XM_015942015.1,XP_015797501.1,RIMS1,ENSG00000079841,ENSP00000428417
csgr09h1orf50,XM_015955867.1,XP_015811353.1,C1orf50,ENSG00000164008,ENSP00000361603
celsr3,XM_015967374.1,XP_015822860.1,CELSR3,ENSG00000008300,ENSP00000164024
LOC107380945,XM_015952369.1,XP_015807855.1,SPAG17,ENSG00000155761,ENSP00000337804
cdc42se1,XM_015973402.1,XP_015828888.1,CDC42SE1,ENSG00000197622,ENSP00000349773
ppfibp1,XM_015964765.1,XP_015820251.1,PPFIBP1,ENSG00000110841,ENSP00000314724
LOC107372372,XM_015940583.1,XP_015796069.1,SEPT9,ENSG00000184640,ENSP00000391249
crtc3,XM_015953968.1,XP_015809454.1,CRTC3,ENSG00000140577,ENSP00000268184
LOC107390722,XM_015967591.1,XP_015823077.1,SLC7A5,ENSG00000103257,ENSP00000261622
LOC107383547,XM_015956240.1,XP_015811726.1,APCDD1,ENSG00000154856,ENSP00000347433
dzip1,XM_015952431.1,XP_015807917.1,DZIP1,ENSG00000134874,ENSP00000257312
ankrd16,XM_015956124.1,XP_015811610.1,ANKRD16,ENSG00000134461,ENSP00000369434
ankrd28,XM_015949039.1,XP_015804525.1,ANKRD28,ENSG00000206560,ENSP00000397341
LOC107390482,XM_015967223.1,XP_015822709.1,CHIA,ENSG00000134216,ENSP00000341828
sox10,XM_015954414.1,XP_015809900.1,SOX10,ENSG00000100146,ENSP00000380093
tnip2,XM_015964251.1,XP_015819737.1,TNIP2,ENSG00000168884,ENSP00000321203
tmem165,XM_015971734.1,XP_015827220.1,TMEM165,ENSG00000134851,ENSP00000370736
rab21,XM_015962691.1,XP_015818177.1,RAB21,ENSG00000080371,ENSP00000261263
LOC107388196,XM_015963615.1,XP_015819101.1,WDR49,ENSG00000174776,ENSP00000311343
LOC107373951,XM_015942094.1,XP_015797580.1,CFHR1,ENSG00000244414,ENSP00000314299
tdg,XM_015963855.1,XP_015819341.1,TDG,ENSG00000139372,ENSP00000376611
psma4,XM_015953672.1,XP_015809158.1,PSMA4,ENSG00000041357,ENSP00000453887
LOC107390818,XM_015967760.1,XP_015823246.1,MAPK14,ENSG00000112062,ENSP00000229794
paf1,XM_015951182.1,XP_015806668.1,PAF1,ENSG00000006712,ENSP00000221265
kcnma1,XM_015963073.1,XP_015818559.1,KCNMA1,ENSG00000156113,ENSP00000385717
stx19,XM_015942452.1,XP_015797938.1,STX19,ENSG00000178750,ENSP00000320679
LOC107374535,XM_015942692.1,XP_015798178.1,ZNF235,ENSG00000159917,ENSP00000291182
LOC107372636,XM_015940847.1,XP_015796333.1,TRMT44,ENSG00000155275,ENSP00000374387
LOC107385394,XM_015959230.1,XP_015814716.1,GPD1,ENSG00000167588,ENSP00000301149
LOC107396425,XM_015976145.1,XP_015831631.1,FAM19A1,ENSG00000183662,ENSP00000417496
LOC107372939,XM_015941134.1,XP_015796620.1,PVR,ENSG00000073008,ENSP00000402060
pla2g7,XM_015948252.1,XP_015803738.1,PLA2G7,ENSG00000146070,ENSP00000445666
LOC107390986,XM_015968040.1,XP_015823526.1,ZBED1,ENSG00000214717,ENSP00000370621
slc25a24,XM_015971086.1,XP_015826572.1,SLC25A24,ENSG00000085491,ENSP00000457733
gar1,XM_015950506.1,XP_015805992.1,GAR1,ENSG00000109534,ENSP00000226796
gk,XM_015946753.1,XP_015802239.1,GK,ENSG00000198814,ENSP00000401720
LOC107372637,XM_015940850.1,XP_015796336.1,KRT18,ENSG00000111057,ENSP00000373489
LOC107395905,XM_015975383.1,XP_015830869.1,MPZL3,ENSG00000160588,ENSP00000278949
fstl1,XM_015966283.1,XP_015821769.1,FSTL1,ENSG00000163430,ENSP00000295633
LOC107377181,XM_015946624.1,XP_015802110.1,RNF223,ENSG00000237330,ENSP00000410533
ankrd13d,XM_015945944.1,XP_015801430.1,ANKRD13D,ENSG00000172932,ENSP00000427130
LOC107382962,XM_015955331.1,XP_015810817.1,ZDHHC2,ENSG00000104219,ENSP00000262096
lct,XM_015965510.1,XP_015820996.1,LCT,ENSG00000115850,ENSP00000264162
lmbr1,XM_015954628.1,XP_015810114.1,LMBR1,ENSG00000105983,ENSP00000408256
eif4e3,XM_015959935.1,XP_015815421.1,EIF4E3,ENSG00000163412,ENSP00000393324
c7,XM_015972862.1,XP_015828348.1,C7,ENSG00000112936,ENSP00000322061
LOC107382683,XM_015954932.1,XP_015810418.1,CNGB3,ENSG00000170289,ENSP00000316605
LOC107393839,XM_015972449.1,XP_015827935.1,NPEPL1,ENSG00000215440,ENSP00000348395
rab28,XM_015949970.1,XP_015805456.1,RAB28,ENSG00000157869,ENSP00000328551
dhrsx,XM_015957799.1,XP_015813285.1,DHRSX,ENSG00000169084,ENSP00000334113
LOC107378656,XM_015948976.1,XP_015804462.1,ST14,ENSG00000149418,ENSP00000278742
LOC107377024,XM_015946393.1,XP_015801879.1,KCNJ10,ENSG00000177807,ENSP00000357068
LOC107390682,XM_015967517.1,XP_015823003.1,HES5,ENSG00000197921,ENSP00000367714
LOC107395828,XM_015975296.1,XP_015830782.1,AXIN1,ENSG00000103126,ENSP00000262320
urod,XM_015957325.1,XP_015812811.1,UROD,ENSG00000126088,ENSP00000246337
cfap43,XM_015944893.1,XP_015800379.1,CFAP43,ENSG00000197748,ENSP00000349568
exosc5,XM_015950785.1,XP_015806271.1,EXOSC5,ENSG00000077348,ENSP00000221233
cdan1,XM_015969665.1,XP_015825151.1,CDAN1,ENSG00000140326,ENSP00000348564
LOC107373694,XM_015941834.1,XP_015797320.1,NINL,ENSG00000101004,ENSP00000278886
zfyve28,XM_015970064.1,XP_015825550.1,ZFYVE28,ENSG00000159733,ENSP00000290974
phf5a,XM_015963650.1,XP_015819136.1,PHF5A,ENSG00000100410,ENSP00000216252
LOC107372731,XM_015940930.1,XP_015796416.1,MYH1,ENSG00000109061,ENSP00000226207
LOC107388179,XM_015963591.1,XP_015819077.1,BIRC5,ENSG00000089685,ENSP00000301633
LOC107395772,XM_015975225.1,XP_015830711.1,TDRD1,ENSG00000095627,ENSP00000251864
LOC107380111,XM_015951181.1,XP_015806667.1,SOCS5,ENSG00000171150,ENSP00000378330
supv3l1,XM_015953788.1,XP_015809274.1,SUPV3L1,ENSG00000156502,ENSP00000352678
LOC107388317,XM_015963784.1,XP_015819270.1,EDNRA,ENSG00000151617,ENSP00000315011
kidins220,XM_015969969.1,XP_015825455.1,KIDINS220,ENSG00000134313,ENSP00000256707
fbxo45,XM_015954931.1,XP_015810417.1,FBXO45,ENSG00000174013,ENSP00000310332
sos2,XM_015969166.1,XP_015824652.1,SOS2,ENSG00000100485,ENSP00000216373
LOC107387893,XM_015963144.1,XP_015818630.1,NRG3,ENSG00000185737,ENSP00000384796
e2f2,XM_015969874.1,XP_015825360.1,E2F2,ENSG00000007968,ENSP00000355249
LOC107380974,XM_015952408.1,XP_015807894.1,ZNF235,ENSG00000159917,ENSP00000291182
psmb8,XM_015974018.1,XP_015829504.1,PSMB8,ENSG00000204264,ENSP00000364016
LOC107373020,XM_015941211.1,XP_015796697.1,ZNF235,ENSG00000159917,ENSP00000291182
LOC107394864,XM_015974028.1,XP_015829514.1,ZNF384,ENSG00000126746,ENSP00000354592
ptgfrn,XM_015952296.1,XP_015807782.1,PTGFRN,ENSG00000134247,ENSP00000376899
LOC107381931,XM_015953867.1,XP_015809353.1,ZNF536,ENSG00000198597,ENSP00000347730
LOC107389486,XM_015965634.1,XP_015821120.1,ASB15,ENSG00000146809,ENSP00000275699
LOC107387746,XM_015962907.1,XP_015818393.1,SYNPO2L,ENSG00000166317,ENSP00000378289
LOC107383804,XM_015956611.1,XP_015812097.1,TRIM16,ENSG00000221926,ENSP00000338989
LOC107391200,XM_015968350.1,XP_015823836.1,DNAJC5,ENSG00000101152,ENSP00000354111
LOC107395821,XM_015975287.1,XP_015830773.1,VASN,ENSG00000168140,ENSP00000306864
fblim1,XM_015974413.1,XP_015829899.1,ZYX,ENSG00000159840,ENSP00000324422
phf23,XM_015946918.1,XP_015802404.1,PHF13,ENSG00000116273,ENSP00000366876
LOC107396403,XM_015976113.1,XP_015831599.1,RNF170,ENSG00000120925,ENSP00000445725
susd2,XM_015941683.1,XP_015797169.1,SUSD2,ENSG00000099994,ENSP00000351075
LOC107392891,XM_015970958.1,XP_015826444.1,ANOS1,ENSG00000011201,ENSP00000262648
ccl22,XM_015965312.1,XP_015820798.1,CCL13,ENSG00000181374,ENSP00000225844
optn,XM_015954746.1,XP_015810232.1,OPTN,ENSG00000123240,ENSP00000368021
LOC107374640,XM_015942786.1,XP_015798272.1,HIST1H4C,ENSG00000197061,ENSP00000367034
brk1,XM_015958914.1,XP_015814400.1,BRK1,ENSG00000254999,ENSP00000432472
tmem258,XM_015964340.1,XP_015819826.1,TMEM258,ENSG00000134825,ENSP00000257262
csgr08h8orf34,XM_015955248.1,XP_015810734.1,C8orf34,ENSG00000165084,ENSP00000427820
LOC107373455,XM_015941587.1,XP_015797073.1,EPB41L3,ENSG00000082397,ENSP00000343158
LOC107373864,XM_015942003.1,XP_015797489.1,HHEX,ENSG00000152804,ENSP00000282728
dnal4,XM_015943566.1,XP_015799052.1,DNAL4,ENSG00000100246,ENSP00000216068
LOC107377417,XM_015946976.1,XP_015802462.1,ZBED1,ENSG00000214717,ENSP00000370621
rpl7,XM_015955280.1,XP_015810766.1,RPL7,ENSG00000147604,ENSP00000339795
eri1,XM_015962345.1,XP_015817831.1,ERI1,ENSG00000104626,ENSP00000250263
LOC107373922,XM_015942069.1,XP_015797555.1,OR7A17,ENSG00000185385,ENSP00000328144
nek10,XM_015949799.1,XP_015805285.1,NEK10,ENSG00000163491,ENSP00000395849
htr1f,XM_015965535.1,XP_015821021.1,HTR1F,ENSG00000179097,ENSP00000322924
LOC107374395,XM_015942539.1,XP_015798025.1,ZKSCAN7,ENSG00000196345,ENSP00000273320
LOC107380465,XM_015951722.1,XP_015807208.1,LRRIQ3,ENSG00000162620,ENSP00000346414
LOC107382585,XM_015954791.1,XP_015810277.1,CD22,ENSG00000012124,ENSP00000085219
ankfn1,XM_015962088.1,XP_015817574.1,ANKFN1,ENSG00000153930,ENSP00000454224
LOC107387794,XM_015962981.1,XP_015818467.1,ZNF235,ENSG00000159917,ENSP00000291182
zfc3h1,XM_015964996.1,XP_015820482.1,ZFC3H1,ENSG00000133858,ENSP00000368017
cenpn,XM_015975218.1,XP_015830704.1,CENPN,ENSG00000166451,ENSP00000377007
srebf1,XM_015945703.1,XP_015801189.1,SREBF1,ENSG00000072310,ENSP00000348069
LOC107394834,XM_015973993.1,XP_015829479.1,MVB12B,ENSG00000196814,ENSP00000354772
dhh,XM_015967886.1,XP_015823372.1,IHH,ENSG00000163501,ENSP00000295731
daam2,XM_015969145.1,XP_015824631.1,DAAM2,ENSG00000146122,ENSP00000488831
LOC107376798,XM_015946073.1,XP_015801559.1,ZNF235,ENSG00000159917,ENSP00000291182
ube3a,XM_015957845.1,XP_015813331.1,UBE3A,ENSG00000114062,ENSP00000381045
LOC107392362,XM_015970126.1,XP_015825612.1,OTX2,ENSG00000165588,ENSP00000343819
tymp,XM_015962589.1,XP_015818075.1,TYMP,ENSG00000025708,ENSP00000379038
LOC107376156,XM_015945107.1,XP_015800593.1,RAB26,ENSG00000167964,ENSP00000210187
LOC107384560,XM_015957880.1,XP_015813366.1,MLPH,ENSG00000115648,ENSP00000264605
apela,XM_015975860.1,XP_015831346.1,APELA,ENSG00000248329,ENSP00000478306
sorbs3,XM_015972297.1,XP_015827783.1,SORBS3,ENSG00000120896,ENSP00000240123
LOC107386572,XM_015961049.1,XP_015816535.1,B3GNT3,ENSG00000179913,ENSP00000472638
prosc,XM_015968894.1,XP_015824380.1,PROSC,ENSG00000147471,ENSP00000333551
LOC107372575,XM_015940797.1,XP_015796283.1,NEB,ENSG00000183091,ENSP00000484342
LOC107375331,XM_015943797.1,XP_015799283.1,CTBP1,ENSG00000159692,ENSP00000290921
sfxn4,XM_015944130.1,XP_015799616.1,SFXN4,ENSG00000183605,ENSP00000347924
hgs,XM_015974761.1,XP_015830247.1,HGS,ENSG00000185359,ENSP00000331201
LOC107381562,XM_015953308.1,XP_015808794.1,PKD1L3,ENSG00000277481,ENSP00000480090
epha2,XM_015966974.1,XP_015822460.1,EPHA2,ENSG00000142627,ENSP00000351209
LOC107377824,XM_015947692.1,XP_015803178.1,MAX,ENSG00000125952,ENSP00000351490
cep41,XM_015957814.1,XP_015813300.1,CEP41,ENSG00000106477,ENSP00000223208
LOC107384248,XM_015957388.1,XP_015812874.1,SALL2,ENSG00000165821,ENSP00000483562
srp14,XM_015970300.1,XP_015825786.1,SRP14,ENSG00000140319,ENSP00000267884
LOC107376184,XM_015945152.1,XP_015800638.1,TTC39A,ENSG00000085831,ENSP00000393952
wfikkn2,XM_015945816.1,XP_015801302.1,WFIKKN2,ENSG00000173714,ENSP00000311184
pan3,XM_015955213.1,XP_015810699.1,PAN3,ENSG00000152520,ENSP00000370345
gpkow,XM_015967250.1,XP_015822736.1,GPKOW,ENSG00000068394,ENSP00000156109
LOC107380063,XM_015951091.1,XP_015806577.1,CASR,ENSG00000036828,ENSP00000420194
ntn4,XM_015962450.1,XP_015817936.1,NTN4,ENSG00000074527,ENSP00000340998
atp10a,XM_015976491.1,XP_015831977.1,ATP10A,ENSG00000206190,ENSP00000349325
LOC107393172,XM_015971370.1,XP_015826856.1,LPL,ENSG00000175445,ENSP00000309757
nmb,XM_015953335.1,XP_015808821.1,NMB,ENSG00000197696,ENSP00000378089
LOC107372982,XM_015941173.1,XP_015796659.1,CBX4,ENSG00000141582,ENSP00000269397
capn12,XM_015951236.1,XP_015806722.1,CAPN9,ENSG00000135773,ENSP00000271971
trappc2,XM_015966371.1,XP_015821857.1,TRAPPC2,ENSG00000196459,ENSP00000392495
LOC107375900,XM_015944719.1,XP_015800205.1,HOXD4,ENSG00000170166,ENSP00000302548
LOC107383626,XM_015956392.1,XP_015811878.1,AP5B1,ENSG00000254470,ENSP00000454303
gpr17,XM_015962363.1,XP_015817849.1,GPR17,ENSG00000144230,ENSP00000442982
LOC107388671,XM_015964298.1,XP_015819784.1,RAB3IL1,ENSG00000167994,ENSP00000378313
ahctf1,XM_015952778.1,XP_015808264.1,AHCTF1,ENSG00000153207,ENSP00000355464
LOC107380342,XM_015951539.1,XP_015807025.1,SPA17,ENSG00000064199,ENSP00000432305
ube2z,XM_015942584.1,XP_015798070.1,UBE2Z,ENSG00000159202,ENSP00000354201
tpk1,XM_015955371.1,XP_015810857.1,TPK1,ENSG00000196511,ENSP00000353165
ptges2,XM_015960258.1,XP_015815744.1,PTGES2,ENSG00000148334,ENSP00000345341
LOC107373627,XM_015941762.1,XP_015797248.1,GRIK4,ENSG00000149403,ENSP00000404063
tpgs1,XM_015969730.1,XP_015825216.1,TPGS1,ENSG00000141933,ENSP00000352265
ngrn,XM_015967726.1,XP_015823212.1,NGRN,ENSG00000182768,ENSP00000368389
csgr01h4orf45,XM_015951079.1,XP_015806565.1,C4orf45,ENSG00000164123,ENSP00000412215
slc25a3,XM_015953175.1,XP_015808661.1,SLC25A3,ENSG00000075415,ENSP00000228318
slc25a19,XM_015945740.1,XP_015801226.1,SLC25A19,ENSG00000125454,ENSP00000463795
LOC107380887,XM_015952280.1,XP_015807766.1,CACNA2D4,ENSG00000151062,ENSP00000465060
rassf4,XM_015944247.1,XP_015799733.1,RASSF2,ENSG00000101265,ENSP00000368684
LOC107390458,XM_015967174.1,XP_015822660.1,MICAL3,ENSG00000243156,ENSP00000416015
LOC107372491,XM_015940724.1,XP_015796210.1,ZNF85,ENSG00000105750,ENSP00000329793
LOC107395127,XM_015974416.1,XP_015829902.1,TMEM82,ENSG00000162460,ENSP00000364938
LOC107380920,XM_015952338.1,XP_015807824.1,ZNF235,ENSG00000159917,ENSP00000291182
LOC107390220,XM_015966817.1,XP_015822303.1,TMBIM1,ENSG00000135926,ENSP00000380025
eif2ak4,XM_015970269.1,XP_015825755.1,EIF2AK4,ENSG00000128829,ENSP00000263791
LOC107379048,XM_015949629.1,XP_015805115.1,MRC1,ENSG00000260314,ENSP00000455897
aff2,XM_015944033.1,XP_015799519.1,AFF2,ENSG00000155966,ENSP00000359489
LOC107372928,XM_015941124.1,XP_015796610.1,TAAR6,ENSG00000146383,ENSP00000275198
LOC107383573,XM_015956311.1,XP_015811797.1,PTPRF,ENSG00000142949,ENSP00000353030
gmeb1,XM_015973281.1,XP_015828767.1,GMEB1,ENSG00000162419,ENSP00000294409
LOC107374574,XM_015942735.1,XP_015798221.1,KRTAP16-1,ENSG00000212657,ENSP00000375147
LOC107377956,XM_015947942.1,XP_015803428.1,FILIP1,ENSG00000118407,ENSP00000237172
cntrl,XM_015960375.1,XP_015815861.1,CNTRL,ENSG00000119397,ENSP00000238341
mfsd12,XM_015975815.1,XP_015831301.1,MFSD12,ENSG00000161091,ENSP00000347583
mrpl52,XM_015946802.1,XP_015802288.1,MRPL52,ENSG00000172590,ENSP00000347277
LOC107383014,XM_015955412.1,XP_015810898.1,BCO1,ENSG00000135697,ENSP00000258168
LOC107393627,XM_015972132.1,XP_015827618.1,ZNF121,ENSG00000197961,ENSP00000326967
calcr,XM_015955852.1,XP_015811338.1,CALCRL,ENSG00000064989,ENSP00000387190
smcr8,XM_015945382.1,XP_015800868.1,SMCR8,ENSG00000176994,ENSP00000385025
marcksl1,XM_015970453.1,XP_015825939.1,MARCKSL1,ENSG00000175130,ENSP00000362638
LOC107390890,XM_015967889.1,XP_015823375.1,IKZF4,ENSG00000123411,ENSP00000412101
LOC107387989,XM_015963291.1,XP_015818777.1,TRPM5,ENSG00000070985,ENSP00000434121
sumo2,XM_015945749.1,XP_015801235.1,SUMO2,ENSG00000188612,ENSP00000405965
LOC107382206,XM_015954254.1,XP_015809740.1,BGLAP,ENSG00000242252,ENSP00000357255
cog4,XM_015953038.1,XP_015808524.1,COG4,ENSG00000103051,ENSP00000315775
LOC107384856,XM_015958336.1,XP_015813822.1,CECR5,ENSG00000069998,ENSP00000337358
ints10,XM_015945000.1,XP_015800486.1,INTS10,ENSG00000104613,ENSP00000381064
LOC107392571,XM_015970451.1,XP_015825937.1,PPP1R13B,ENSG00000088808,ENSP00000202556
lgr4,XM_015953164.1,XP_015808650.1,LGR4,ENSG00000205213,ENSP00000368516
herpud2,XM_015973538.1,XP_015829024.1,HERPUD2,ENSG00000122557,ENSP00000310729
LOC107391978,XM_015969517.1,XP_015825003.1,STXBP5,ENSG00000164506,ENSP00000321826
pus10,XM_015977112.1,XP_015832598.1,PUS10,ENSG00000162927,ENSP00000386074
LOC107394926,XM_015974144.1,XP_015829630.1,SFPQ,ENSG00000116560,ENSP00000349748
astn2,XM_015942766.1,XP_015798252.1,ASTN2,ENSG00000148219,ENSP00000314038
LOC107390823,XM_015967766.1,XP_015823252.1,C1orf106,ENSG00000163362,ENSP00000356311
rnd1,XM_015968385.1,XP_015823871.1,RND1,ENSG00000172602,ENSP00000308461
phip,XM_015948195.1,XP_015803681.1,PHIP,ENSG00000146247,ENSP00000275034
fa2h,XM_015965263.1,XP_015820749.1,FA2H,ENSG00000103089,ENSP00000219368
tgm1,XM_015971724.1,XP_015827210.1,TGM1,ENSG00000092295,ENSP00000206765
LOC107384933,XM_015958457.1,XP_015813943.1,PTPN12,ENSG00000127947,ENSP00000248594
rwdd4,XM_015958200.1,XP_015813686.1,RWDD4,ENSG00000182552,ENSP00000388920
LOC107386118,XM_015960313.1,XP_015815799.1,RNF214,ENSG00000167257,ENSP00000300650
nudt1,XM_015948630.1,XP_015804116.1,NUDT1,ENSG00000106268,ENSP00000339503
csmd2,XM_015955987.1,XP_015811473.1,CSMD2,ENSG00000121904,ENSP00000362479
pidd1,XM_015964310.1,XP_015819796.1,PIDD1,ENSG00000177595,ENSP00000337797
LOC107390077,XM_015966589.1,XP_015822075.1,BAZ2B,ENSG00000123636,ENSP00000376534
LOC107396842,XM_015976690.1,XP_015832176.1,RBM12B,ENSG00000183808,ENSP00000382239
sema4b,XM_015964508.1,XP_015819994.1,SEMA4B,ENSG00000185033,ENSP00000394720
gstcd,XM_015943708.1,XP_015799194.1,GSTCD,ENSG00000138780,ENSP00000378216
slitrk5,XM_015952552.1,XP_015808038.1,SLITRK5,ENSG00000165300,ENSP00000366283
mettl21b,XM_015959615.1,XP_015815101.1,METTL21B,ENSG00000123427,ENSP00000300209
LOC107386993,XM_015961716.1,XP_015817202.1,PITPNA,ENSG00000174238,ENSP00000441869
tmem127,XM_015972243.1,XP_015827729.1,TMEM127,ENSG00000135956,ENSP00000416660
dmrt2,XM_015960282.1,XP_015815768.1,DMRT2,ENSG00000173253,ENSP00000371686
LOC107373723,XM_015941875.1,XP_015797361.1,RGS18,ENSG00000150681,ENSP00000356430
mcidas,XM_015973272.1,XP_015828758.1,MCIDAS,ENSG00000234602,ENSP00000426359
LOC107378306,XM_015948440.1,XP_015803926.1,FOXO4,ENSG00000184481,ENSP00000363377
LOC107390628,XM_015967450.1,XP_015822936.1,HES5,ENSG00000197921,ENSP00000367714
LOC107397316,XM_015977269.1,XP_015832755.1,CCDC107,ENSG00000159884,ENSP00000414964
LOC107377934,XM_015947893.1,XP_015803379.1,ZDHHC14,ENSG00000175048,ENSP00000352821
LOC107394592,XM_015973583.1,XP_015829069.1,SNX27,ENSG00000143376,ENSP00000400333
tsnax,XM_015943948.1,XP_015799434.1,TSNAX,ENSG00000116918,ENSP00000355599
rorb,XM_015972230.1,XP_015827716.1,RORB,ENSG00000198963,ENSP00000379507
LOC107375401,XM_015943895.1,XP_015799381.1,CCDC106,ENSG00000173581,ENSP00000468539
tbpl1,XM_015947111.1,XP_015802597.1,TBPL1,ENSG00000028839,ENSP00000478795
LOC107394648,XM_015973679.1,XP_015829165.1,PSMD4,ENSG00000159352,ENSP00000357876
slc9a8,XM_015968072.1,XP_015823558.1,SLC9A8,ENSG00000197818,ENSP00000416418
LOC107378222,XM_015948308.1,XP_015803794.1,TAAR1,ENSG00000146399,ENSP00000275216
ntan1,XM_015971012.1,XP_015826498.1,NTAN1,ENSG00000157045,ENSP00000287706
LOC107383785,XM_015956585.1,XP_015812071.1,MYL12B,ENSG00000118680,ENSP00000464464
LOC107387780,XM_015962958.1,XP_015818444.1,ALMS1,ENSG00000116127,ENSP00000482968
LOC107385105,XM_015958737.1,XP_015814223.1,GDI2,ENSG00000057608,ENSP00000369538
LOC107390058,XM_015966553.1,XP_015822039.1,SLC47A1,ENSG00000142494,ENSP00000378951
LOC107396917,XM_015976761.1,XP_015832247.1,GRINA,ENSG00000178719,ENSP00000314380
tac1,XM_015955745.1,XP_015811231.1,TAC1,ENSG00000006128,ENSP00000321106
sfxn2,XM_015962858.1,XP_015818344.1,SFXN2,ENSG00000156398,ENSP00000358909
LOC107391327,XM_015968590.1,XP_015824076.1,TRIM25,ENSG00000121060,ENSP00000445961
cabp7,XM_015941741.1,XP_015797227.1,CABP7,ENSG00000100314,ENSP00000216144
htatip2,XM_015953708.1,XP_015809194.1,HTATIP2,ENSG00000109854,ENSP00000392985
LOC107392216,XM_015969882.1,XP_015825368.1,CLDN23,ENSG00000253958,ENSP00000428780
tmc7,XM_015969455.1,XP_015824941.1,TMC7,ENSG00000170537,ENSP00000455041
LOC107389611,XM_015965839.1,XP_015821325.1,KLHL13,ENSG00000003096,ENSP00000443191
LOC107397181,XM_015977099.1,XP_015832585.1,SEC14L1,ENSG00000129657,ENSP00000406030
mrpl47,XM_015970586.1,XP_015826072.1,MRPL47,ENSG00000136522,ENSP00000417602
slc35e4,XM_015941176.1,XP_015796662.1,SLC35E4,ENSG00000100036,ENSP00000339626
LOC107380629,XM_015951928.1,XP_015807414.1,CDYL2,ENSG00000166446,ENSP00000456934
rsph10b,XM_015963570.1,XP_015819056.1,RSPH10B2,ENSG00000169402,ENSP00000297186
ctnnbip1,XM_015967666.1,XP_015823152.1,CTNNBIP1,ENSG00000178585,ENSP00000366466
ube2r2,XM_015959374.1,XP_015814860.1,UBE2R2,ENSG00000107341,ENSP00000263228
LOC107396654,XM_015976468.1,XP_015831954.1,UBE2L3,ENSG00000185651,ENSP00000400906
LOC107377799,XM_015947650.1,XP_015803136.1,ADGRG3,ENSG00000182885,ENSP00000332900
LOC107392008,XM_015969579.1,XP_015825065.1,GIMAP2,ENSG00000106560,ENSP00000223293
LOC107390410,XM_015967092.1,XP_015822578.1,PTPN12,ENSG00000127947,ENSP00000248594
axin1,XM_015948610.1,XP_015804096.1,AXIN1,ENSG00000103126,ENSP00000262320
gpr83,XM_015943604.1,XP_015799090.1,GPR83,ENSG00000123901,ENSP00000243673
