From	To
Q8IVG5	ENSP00000326247
Q8IVG5	ENSP00000405760
Q8IVG5	ENSP00000408796
Q8IVG5	ENSP00000484397
Q8IVH2	ENSP00000309823
Q8IVH2	ENSP00000362148
Q8IVH2	ENSP00000362151
Q8IVH2	ENSP00000362154
Q8IVH4	ENSP00000281317
Q8IVH4	ENSP00000497046
Q8IVH4	ENSP00000497008
Q8IVH4	ENSP00000497680
Q8IVH8	ENSP00000263881
Q8IVH8	ENSP00000345434
Q8IVI9	ENSP00000318921
Q8IVI9	ENSP00000380390
Q8IVI9	ENSP00000380392
Q8IVI9	ENSP00000394051
Q8IVI9	ENSP00000404413
Q8IVI9	ENSP00000402140
Q8IVJ1	ENSP00000356105
Q8IVL0	ENSP00000381007
Q8IVL0	ENSP00000446132
Q8IVL1	ENSP00000309577
Q8IVL1	ENSP00000353871
Q8IVL1	ENSP00000379394
Q8IVL1	ENSP00000379396
Q8IVL1	ENSP00000437316
Q8IVL5	ENSP00000316881
Q8IVL5	ENSP00000408947
Q8IVL6	ENSP00000478600
Q8IVL8	ENSP00000272852
Q8IVM0	ENSP00000376249
Q8IVM0	ENSP00000376250
Q8IVM8	ENSP00000279178
Q8IVM8	ENSP00000440206
Q8IVN3	ENSP00000410910
Q8IVN8	ENSP00000297354
Q8IVP5	ENSP00000367284
Q8IVP9	ENSP00000282282
Q8IVQ6	ENSP00000370303
Q8IVS2	ENSP00000290429
Q8IVS2	ENSP00000331306
Q8IVS8	ENSP00000301965
Q8IVS8	ENSP00000389175
Q8IVS8	ENSP00000418951
Q8IVS8	ENSP00000419008
Q8IVT2	ENSP00000215582
Q8IVT5	ENSP00000381958
Q8IVT5	ENSP00000438795
Q8IVU1	ENSP00000332773
Q8IVU3	ENSP00000264346
Q8IVU3	ENSP00000369617
Q8IVU9	ENSP00000328698
Q8IVU9	ENSP00000496918
Q8IVV2	ENSP00000300591
Q8IVV2	ENSP00000381676
Q8IVV2	ENSP00000381692
Q8IVV2	ENSP00000387621
Q8IVV7	ENSP00000268719
Q8IVV8	ENSP00000359340
Q8IVW1	ENSP00000337478
Q8IVW1	ENSP00000391751
Q8IVW1	ENSP00000416535
Q8IVW1	ENSP00000404247
Q8IVW1	ENSP00000459151
Q8IVW1	ENSP00000482789
Q8IVW1	ENSP00000482856
Q8IVW1	ENSP00000479224
Q8IVW1	ENSP00000483271
Q8IVW1	ENSP00000481838
Q8IVW1	ENSP00000487334
Q8IVW1	ENSP00000487605
Q8IVW4	ENSP00000265334
Q8IVW4	ENSP00000430496
Q8IVW6	ENSP00000343126
Q8IVW6	ENSP00000477878
Q8IVW8	ENSP00000333292
Q8IVY1	ENSP00000429399
Q8IVY1	ENSP00000430918
Q8IW00	ENSP00000298454
Q8IW00	ENSP00000331062
Q8IW03	ENSP00000383256
Q8IW19	ENSP00000307004
Q8IW35	ENSP00000342510
Q8IW36	ENSP00000341236
Q8IW36	ENSP00000355460
Q8IW36	ENSP00000429736
Q8IW40	ENSP00000387252
Q8IW40	ENSP00000386640
Q8IW40	ENSP00000391692
Q8IW41	ENSP00000449667
Q8IW41	ENSP00000449381
Q8IW45	ENSP00000311984
Q8IW45	ENSP00000413191
Q8IW52	ENSP00000336627
Q8IW52	ENSP00000349400
Q8IW52	ENSP00000469205
Q8IW70	ENSP00000409337
Q8IW70	ENSP00000393161
Q8IW75	ENSP00000342109
Q8IW75	ENSP00000451738
Q8IW92	ENSP00000344659
Q8IW92	ENSP00000444628
Q8IW93	ENSP00000270747
Q8IWA0	ENSP00000314193
Q8IWA4	ENSP00000263969
Q8IWA4	ENSP00000349963
Q8IWA4	ENSP00000420617
Q8IWA5	ENSP00000336888
Q8IWA5	ENSP00000385135
Q8IWA5	ENSP00000466664
Q8IWA6	ENSP00000333374
Q8IWB1	ENSP00000278071
Q8IWB1	ENSP00000337178
Q8IWB1	ENSP00000350915
Q8IWB1	ENSP00000497746
Q8IWB4	ENSP00000484807
Q8IWB6	ENSP00000240361
Q8IWB6	ENSP00000268910
Q8IWB6	ENSP00000374584
Q8IWB7	ENSP00000233055
Q8IWB9	ENSP00000258991
Q8IWB9	ENSP00000462665
Q8IWB9	ENSP00000463001
Q8IWC1	ENSP00000318086
Q8IWC1	ENSP00000359695
Q8IWC1	ENSP00000359697
Q8IWD4	ENSP00000249064
Q8IWD4	ENSP00000387827
Q8IWD4	ENSP00000389478
Q8IWD5	ENSP00000330051
Q8IWE2	ENSP00000351740
Q8IWE2	ENSP00000424115
Q8IWE4	ENSP00000319482
Q8IWE4	ENSP00000454762
Q8IWE5	ENSP00000364956
Q8IWF2	ENSP00000216187
Q8IWF2	ENSP00000380400
Q8IWF2	ENSP00000380401
Q8IWF6	ENSP00000311401
Q8IWI9	ENSP00000219905
Q8IWI9	ENSP00000442467
Q8IWI9	ENSP00000456141
Q8IWI9	ENSP00000457035
Q8IWJ2	ENSP00000307939
Q8IWJ2	ENSP00000419969
Q8IWK6	ENSP00000334952
Q8IWK6	ENSP00000421006
Q8IWK6	ENSP00000422606
Q8IWL1	ENSP00000361400
Q8IWL1	ENSP00000361402
Q8IWL2	ENSP00000381633
Q8IWL2	ENSP00000397082
Q8IWL2	ENSP00000411102
Q8IWL3	ENSP00000216027
Q8IWL8	ENSP00000443168
Q8IWN7	ENSP00000371923
Q8IWP9	ENSP00000332716
Q8IWP9	ENSP00000479060
Q8IWQ3	ENSP00000310697
Q8IWQ3	ENSP00000371614
Q8IWQ3	ENSP00000433370
Q8IWQ3	ENSP00000433235
Q8IWQ3	ENSP00000432000
Q8IWQ3	ENSP00000433684
Q8IWQ3	ENSP00000431152
Q8IWR0	ENSP00000347999
Q8IWR0	ENSP00000379773
Q8IWR0	ENSP00000459477
Q8IWR1	ENSP00000311219
Q8IWS0	ENSP00000329097
Q8IWS0	ENSP00000359836
Q8IWS0	ENSP00000359839
Q8IWT0	ENSP00000362600
Q8IWT1	ENSP00000322460
Q8IWT1	ENSP00000436343
Q8IWT3	ENSP00000252050
Q8IWT6	ENSP00000259324
Q8IWT6	ENSP00000361680
Q8IWT6	ENSP00000361682
Q8IWU2	ENSP00000297293
Q8IWU4	ENSP00000407505
Q8IWU4	ENSP00000415011
Q8IWU4	ENSP00000431069
Q8IWU4	ENSP00000428545
Q8IWU5	ENSP00000353007
Q8IWU5	ENSP00000418442
Q8IWU5	ENSP00000418290
Q8IWU6	ENSP00000260128
Q8IWU6	ENSP00000385704
Q8IWU6	ENSP00000390315
Q8IWU6	ENSP00000403040
Q8IWU9	ENSP00000329093
Q8IWV1	ENSP00000356186
Q8IWV1	ENSP00000406970
Q8IWV2	ENSP00000380600
Q8IWV2	ENSP00000380602
Q8IWV2	ENSP00000396010
Q8IWV2	ENSP00000413642
Q8IWV7	ENSP00000290650
Q8IWV8	ENSP00000361990
Q8IWV8	ENSP00000361992
Q8IWV8	ENSP00000361994
Q8IWW6	ENSP00000310984
Q8IWW6	ENSP00000345808
Q8IWW6	ENSP00000364399
Q8IWW6	ENSP00000379448
Q8IWW8	ENSP00000379865
Q8IWW8	ENSP00000407115
Q8IWW8	ENSP00000410883
Q8IWX5	ENSP00000315137
Q8IWX7	ENSP00000268876
Q8IWX7	ENSP00000378071
Q8IWX7	ENSP00000468335
Q8IWX8	ENSP00000439856
Q8IWY4	ENSP00000354080
Q8IWY8	ENSP00000380174
Q8IWY9	ENSP00000348564
Q8IWZ3	ENSP00000354085
Q8IWZ3	ENSP00000378211
Q8IWZ3	ENSP00000378212
Q8IWZ3	ENSP00000478529
Q8IWZ4	ENSP00000402414
Q8IWZ5	ENSP00000286349
Q8IWZ6	ENSP00000264499
Q8IWZ6	ENSP00000423626
Q8IWZ8	ENSP00000247001
Q8IWZ8	ENSP00000465413
Q8IX01	ENSP00000332373
Q8IX01	ENSP00000337926
Q8IX01	ENSP00000389380
Q8IX01	ENSP00000470915
Q8IX01	ENSP00000472286
Q8IX03	ENSP00000265293
Q8IX03	ENSP00000427772
Q8IX04	ENSP00000300038
Q8IX04	ENSP00000323353
Q8IX04	ENSP00000368697
Q8IX04	ENSP00000379500
Q8IX04	ENSP00000441092
Q8IX04	ENSP00000437538
Q8IX04	ENSP00000442974
Q8IX05	ENSP00000259053
Q8IX05	ENSP00000394301
Q8IX07	ENSP00000326630
Q8IX12	ENSP00000265872
Q8IX12	ENSP00000445254
Q8IX15	ENSP00000350049
Q8IX15	ENSP00000453979
Q8IX18	ENSP00000251241
Q8IX18	ENSP00000388749
Q8IX19	ENSP00000329920
Q8IX21	ENSP00000238961
Q8IX21	ENSP00000359292
Q8IX21	ENSP00000476379
Q8IX30	ENSP00000274938
Q8IX90	ENSP00000298260
Q8IX90	ENSP00000319417
Q8IX90	ENSP00000382896
Q8IX94	ENSP00000419539
Q8IXA5	ENSP00000269053
Q8IXA5	ENSP00000463386
Q8IXB1	ENSP00000264065
Q8IXB1	ENSP00000441560
Q8IXB1	ENSP00000479930
Q8IXB3	ENSP00000329548
Q8IXE1	ENSP00000332110
Q8IXE1	ENSP00000493307
Q8IXF0	ENSP00000319610
Q8IXF0	ENSP00000348460
Q8IXF0	ENSP00000350446
Q8IXF0	ENSP00000449542
Q8IXF0	ENSP00000448916
Q8IXF9	ENSP00000337144
Q8IXH6	ENSP00000363942
Q8IXH6	ENSP00000363943
Q8IXH7	ENSP00000342300
Q8IXH8	ENSP00000244049
Q8IXH8	ENSP00000339390
Q8IXH8	ENSP00000310845
Q8IXI1	ENSP00000321971
Q8IXI2	ENSP00000334724
Q8IXI2	ENSP00000351132
Q8IXI2	ENSP00000378184
Q8IXI2	ENSP00000439737
Q8IXI2	ENSP00000464094
Q8IXI2	ENSP00000462669
Q8IXJ6	ENSP00000249396
Q8IXJ6	ENSP00000375931
Q8IXJ6	ENSP00000489602
Q8IXJ6	ENSP00000488940
Q8IXJ9	ENSP00000364839
Q8IXJ9	ENSP00000480487
Q8IXJ9	ENSP00000481978
Q8IXK0	ENSP00000257118
Q8IXK0	ENSP00000362517
Q8IXK2	ENSP00000364150
Q8IXL6	ENSP00000322323
Q8IXL7	ENSP00000312274
Q8IXL7	ENSP00000347324
Q8IXL7	ENSP00000441650
Q8IXL7	ENSP00000481483
Q8IXL7	ENSP00000496008
Q8IXL7	ENSP00000494265
Q8IXL7	ENSP00000494941
Q8IXL9	ENSP00000329904
Q8IXM2	ENSP00000411851
Q8IXM2	ENSP00000448598
Q8IXM2	ENSP00000448746
Q8IXM3	ENSP00000360498
Q8IXM6	ENSP00000259953
Q8IXM6	ENSP00000365602
Q8IXM6	ENSP00000365603
Q8IXM6	ENSP00000373064
Q8IXM6	ENSP00000373065
Q8IXM6	ENSP00000409285
Q8IXM6	ENSP00000394788
Q8IXM6	ENSP00000414927
Q8IXM6	ENSP00000405789
Q8IXM6	ENSP00000398752
Q8IXM6	ENSP00000397755
Q8IXM6	ENSP00000389958
Q8IXM6	ENSP00000399560
Q8IXM6	ENSP00000407111
Q8IXM6	ENSP00000392502
Q8IXM6	ENSP00000481407
Q8IXM6	ENSP00000482593
Q8IXM6	ENSP00000481406
Q8IXM6	ENSP00000478812
Q8IXM6	ENSP00000483875
Q8IXM6	ENSP00000482740
Q8IXN7	ENSP00000414330
Q8IXQ3	ENSP00000366050
Q8IXQ5	ENSP00000323270
Q8IXQ5	ENSP00000343273
Q8IXQ5	ENSP00000386263
Q8IXQ5	ENSP00000386999
Q8IXQ6	ENSP00000353512
Q8IXQ6	ENSP00000418894
Q8IXQ6	ENSP00000419001
Q8IXQ6	ENSP00000419506
Q8IXQ9	ENSP00000350353
Q8IXQ9	ENSP00000379112
Q8IXQ9	ENSP00000396123
Q8IXQ9	ENSP00000441421
Q8IXS2	ENSP00000266984
Q8IXS2	ENSP00000312706
Q8IXS6	ENSP00000323805
Q8IXS6	ENSP00000363656
Q8IXS8	ENSP00000393667
Q8IXT1	ENSP00000329930
Q8IXT1	ENSP00000435424
Q8IXT1	ENSP00000435421
Q8IXT2	ENSP00000269945
Q8IXT2	ENSP00000472159
Q8IXT5	ENSP00000382239
Q8IXU6	ENSP00000364834
Q8IXU6	ENSP00000434307
Q8IXU6	ENSP00000436785
Q8IXV7	ENSP00000327468
Q8IXW5	ENSP00000476948
Q8IXX5	ENSP00000356211
Q8IXY8	ENSP00000407731
Q8IXY8	ENSP00000392257
Q8IXY8	ENSP00000427929
Q8IXZ2	ENSP00000262577
Q8IXZ3	ENSP00000354482
Q8IXZ3	ENSP00000408792
Q8IY17	ENSP00000221249
Q8IY17	ENSP00000407509
Q8IY17	ENSP00000394348
Q8IY17	ENSP00000443323
Q8IY18	ENSP00000354957
Q8IY21	ENSP00000377344
Q8IY22	ENSP00000381120
Q8IY22	ENSP00000446100
Q8IY22	ENSP00000440401
Q8IY26	ENSP00000371307
Q8IY31	ENSP00000350570
Q8IY31	ENSP00000378809
Q8IY31	ENSP00000463322
Q8IY31	ENSP00000464443
Q8IY31	ENSP00000463138
Q8IY33	ENSP00000297508
Q8IY33	ENSP00000405415
Q8IY34	ENSP00000227880
Q8IY37	ENSP00000311135
Q8IY42	ENSP00000284437
Q8IY42	ENSP00000371408
Q8IY45	ENSP00000281471
Q8IY45	ENSP00000440967
Q8IY45	ENSP00000441419
Q8IY49	ENSP00000384141
Q8IY49	ENSP00000384690
Q8IY49	ENSP00000385963
Q8IY49	ENSP00000484193
Q8IY50	ENSP00000355576
Q8IY50	ENSP00000355577
Q8IY51	ENSP00000355162
Q8IY57	ENSP00000328004
Q8IY57	ENSP00000370167
Q8IY57	ENSP00000439256
Q8IY57	ENSP00000451626
Q8IY63	ENSP00000320968
Q8IY63	ENSP00000387739
Q8IY67	ENSP00000479520
Q8IY81	ENSP00000396673
Q8IY82	ENSP00000338938
Q8IY82	ENSP00000353942
Q8IY82	ENSP00000377869
Q8IY84	ENSP00000313572
Q8IY84	ENSP00000420849
Q8IY92	ENSP00000294008
Q8IY95	ENSP00000305069
Q8IY95	ENSP00000425335
Q8IYA6	ENSP00000305204
Q8IYA7	ENSP00000364946
Q8IYA7	ENSP00000400896
Q8IYA8	ENSP00000296449
Q8IYA8	ENSP00000403700
Q8IYA8	ENSP00000391788
Q8IYA8	ENSP00000407837
Q8IYB1	ENSP00000376246
Q8IYB3	ENSP00000326261
Q8IYB4	ENSP00000263962
Q8IYB4	ENSP00000376420
Q8IYB4	ENSP00000417270
Q8IYB4	ENSP00000419348
Q8IYB4	ENSP00000419975
Q8IYB4	ENSP00000418665
Q8IYB4	ENSP00000418054
Q8IYB4	ENSP00000420555
Q8IYB4	ENSP00000418440
Q8IYB5	ENSP00000313382
Q8IYB5	ENSP00000359481
Q8IYB5	ENSP00000359484
Q8IYB7	ENSP00000273009
Q8IYB7	ENSP00000315569
Q8IYB7	ENSP00000374655
Q8IYB7	ENSP00000386799
Q8IYB7	ENSP00000386594
Q8IYB7	ENSP00000391175
Q8IYB7	ENSP00000388999
Q8IYB8	ENSP00000352678
Q8IYB9	ENSP00000477392
Q8IYD1	ENSP00000341247
Q8IYD8	ENSP00000267430
Q8IYD8	ENSP00000442493
Q8IYD8	ENSP00000450596
Q8IYD9	ENSP00000300091
Q8IYD9	ENSP00000372368
Q8IYD9	ENSP00000477654
Q8IYE0	ENSP00000285871
Q8IYE1	ENSP00000309836
Q8IYF1	ENSP00000331302
Q8IYF3	ENSP00000340995
Q8IYF3	ENSP00000363440
Q8IYF3	ENSP00000363453
Q8IYF3	ENSP00000379226
Q8IYI0	ENSP00000305875
Q8IYI6	ENSP00000355605
Q8IYI8	ENSP00000305373
Q8IYJ0	ENSP00000317818
Q8IYJ0	ENSP00000443919
Q8IYJ0	ENSP00000442157
Q8IYJ1	ENSP00000373342
Q8IYJ1	ENSP00000373343
Q8IYJ2	ENSP00000321464
Q8IYJ2	ENSP00000490528
Q8IYJ3	ENSP00000316464
Q8IYJ3	ENSP00000440704
Q8IYJ3	ENSP00000481032
Q8IYK2	ENSP00000292574
Q8IYK4	ENSP00000354960
Q8IYK8	ENSP00000267396
Q8IYK8	ENSP00000442774
Q8IYL2	ENSP00000374387
Q8IYL2	ENSP00000424643
Q8IYL3	ENSP00000355306
Q8IYL9	ENSP00000267549
Q8IYM0	ENSP00000257894
Q8IYM1	ENSP00000268231
Q8IYM1	ENSP00000379922
Q8IYM2	ENSP00000302077
Q8IYM2	ENSP00000378063
Q8IYM2	ENSP00000394903
Q8IYM9	ENSP00000369299
Q8IYN0	ENSP00000351042
Q8IYN0	ENSP00000483779
Q8IYP2	ENSP00000447588
Q8IYP2	ENSP00000446916
Q8IYP2	ENSP00000478535
Q8IYP2	ENSP00000479165
Q8IYP9	ENSP00000330485
Q8IYQ7	ENSP00000365534
Q8IYQ7	ENSP00000434887
Q8IYR0	ENSP00000358575
Q8IYR2	ENSP00000304360
Q8IYR6	ENSP00000364013
Q8IYS0	ENSP00000350881
Q8IYS0	ENSP00000408135
Q8IYS1	ENSP00000275072
Q8IYS2	ENSP00000365756
Q8IYS2	ENSP00000365760
Q8IYS2	ENSP00000480577
Q8IYS5	ENSP00000365808
Q8IYS5	ENSP00000375641
Q8IYS5	ENSP00000478594
Q8IYS5	ENSP00000479317
Q8IYS5	ENSP00000484755
Q8IYS5	ENSP00000477994
Q8IYS5	ENSP00000480193
Q8IYS5	ENSP00000483744
Q8IYS5	ENSP00000478382
Q8IYS5	ENSP00000478099
Q8IYS5	ENSP00000482460
Q8IYS5	ENSP00000478027
Q8IYS5	ENSP00000482414
Q8IYS5	ENSP00000478224
Q8IYS5	ENSP00000479954
Q8IYS5	ENSP00000480900
Q8IYS5	ENSP00000484125
Q8IYS5	ENSP00000481647
Q8IYS5	ENSP00000482734
Q8IYS5	ENSP00000477845
Q8IYS5	ENSP00000482402
Q8IYS5	ENSP00000479628
Q8IYS5	ENSP00000479849
Q8IYS5	ENSP00000484567
Q8IYS5	ENSP00000482610
Q8IYS5	ENSP00000481785
Q8IYS5	ENSP00000481805
Q8IYS5	ENSP00000482359
Q8IYS5	ENSP00000480863
Q8IYS5	ENSP00000481147
Q8IYS5	ENSP00000481261
Q8IYS5	ENSP00000484323
Q8IYS5	ENSP00000482545
Q8IYS5	ENSP00000484977
Q8IYS5	ENSP00000484878
Q8IYS5	ENSP00000483090
Q8IYS5	ENSP00000478216
Q8IYS5	ENSP00000477825
Q8IYS5	ENSP00000482791
Q8IYS5	ENSP00000482997
Q8IYS5	ENSP00000480424
Q8IYS5	ENSP00000481926
Q8IYS5	ENSP00000484602
Q8IYS5	ENSP00000481257
Q8IYS8	ENSP00000467843
Q8IYT1	ENSP00000294829
Q8IYT2	ENSP00000337512
Q8IYT2	ENSP00000411148
Q8IYT3	ENSP00000239374
Q8IYT4	ENSP00000245121
Q8IYT4	ENSP00000348478
Q8IYT8	ENSP00000354877
Q8IYT8	ENSP00000378914
Q8IYU2	ENSP00000262903
Q8IYU2	ENSP00000358121
Q8IYU8	ENSP00000371811
Q8IYV9	ENSP00000327786
Q8IYV9	ENSP00000471815
Q8IYV9	ENSP00000470144
Q8IYW2	ENSP00000357574
Q8IYW2	ENSP00000357575
Q8IYW5	ENSP00000320898
Q8IYX0	ENSP00000255746
Q8IYX0	ENSP00000416809
Q8IYX1	ENSP00000300504
Q8IYX1	ENSP00000439325
Q8IYX3	ENSP00000292779
Q8IYX3	ENSP00000476296
Q8IYX4	ENSP00000445366
Q8IYX7	ENSP00000369907
Q8IYX8	ENSP00000352841
Q8IYX8	ENSP00000357964
Q8IYX8	ENSP00000427844
Q8IYY4	ENSP00000332148
Q8IYY4	ENSP00000419486
Q8IZ02	ENSP00000414635
Q8IZ02	ENSP00000429278
Q8IZ07	ENSP00000261739
Q8IZ08	ENSP00000378548
Q8IZ08	ENSP00000432696
Q8IZ13	ENSP00000386184
Q8IZ13	ENSP00000428831
Q8IZ16	ENSP00000327732
Q8IZ20	ENSP00000344095
Q8IZ20	ENSP00000384782
Q8IZ20	ENSP00000388792
Q8IZ21	ENSP00000362942
Q8IZ21	ENSP00000362945
Q8IZ21	ENSP00000488359
Q8IZ26	ENSP00000341528
Q8IZ40	ENSP00000301459
Q8IZ41	ENSP00000345651
Q8IZ41	ENSP00000365630
Q8IZ52	ENSP00000243776
Q8IZ52	ENSP00000445571
Q8IZ57	ENSP00000367739
Q8IZ57	ENSP00000367752
Q8IZ69	ENSP00000252136
Q8IZ69	ENSP00000385807
Q8IZ69	ENSP00000384968
Q8IZ73	ENSP00000323288
Q8IZ73	ENSP00000453036
Q8IZ81	ENSP00000326342
Q8IZ83	ENSP00000293350
Q8IZ83	ENSP00000410142
Q8IZ96	ENSP00000331428
Q8IZ96	ENSP00000331494
Q8IZ96	ENSP00000337119
Q8IZ96	ENSP00000368814
Q8IZ96	ENSP00000405729
Q8IZ96	ENSP00000432398
Q8IZ96	ENSP00000437079
Q8IZ96	ENSP00000431303
Q8IZ96	ENSP00000432687
Q8IZ96	ENSP00000432387
Q8IZ96	ENSP00000435020
Q8IZ96	ENSP00000435755
Q8IZA0	ENSP00000318406
Q8IZA3	ENSP00000319799
Q8IZA3	ENSP00000422964
Q8IZC4	ENSP00000362894
Q8IZC4	ENSP00000378678
Q8IZC6	ENSP00000348385
Q8IZC7	ENSP00000319716
Q8IZC7	ENSP00000400952
Q8IZC7	ENSP00000468049
Q8IZD2	ENSP00000257745
Q8IZD2	ENSP00000312379
Q8IZD2	ENSP00000335398
Q8IZD2	ENSP00000417888
Q8IZD4	ENSP00000280665
Q8IZD4	ENSP00000494635
Q8IZD6	ENSP00000358514
Q8IZD6	ENSP00000358515
Q8IZD9	ENSP00000266037
Q8IZE3	ENSP00000356744
Q8IZE3	ENSP00000356745
Q8IZE3	ENSP00000356746
Q8IZF0	ENSP00000251127
Q8IZF0	ENSP00000365373
Q8IZF2	ENSP00000265417
Q8IZF2	ENSP00000283296
Q8IZF3	ENSP00000283303
Q8IZF3	ENSP00000328319
Q8IZF4	ENSP00000342981
Q8IZF4	ENSP00000290823
Q8IZF5	ENSP00000307831
Q8IZF5	ENSP00000327396
Q8IZF5	ENSP00000388537
Q8IZF5	ENSP00000404775
Q8IZF6	ENSP00000359686
Q8IZF6	ENSP00000377697
Q8IZF6	ENSP00000377699
Q8IZF7	ENSP00000296862
Q8IZF7	ENSP00000381727
Q8IZF7	ENSP00000425269
Q8IZH2	ENSP00000264951
Q8IZH2	ENSP00000376707
Q8IZH2	ENSP00000418404
Q8IZI9	ENSP00000409000
Q8IZJ0	ENSP00000333639
Q8IZJ1	ENSP00000334329
Q8IZJ1	ENSP00000362288
Q8IZJ3	ENSP00000291440
Q8IZJ3	ENSP00000402505
Q8IZJ4	ENSP00000290691
Q8IZK6	ENSP00000284027
Q8IZK6	ENSP00000359640
Q8IZL2	ENSP00000434552
Q8IZL8	ENSP00000461625
Q8IZL9	ENSP00000322343
Q8IZL9	ENSP00000338975
Q8IZL9	ENSP00000365031
Q8IZL9	ENSP00000365043
Q8IZL9	ENSP00000474485
Q8IZM8	ENSP00000312141
Q8IZM9	ENSP00000267488
Q8IZM9	ENSP00000346959
Q8IZN3	ENSP00000352821
Q8IZN3	ENSP00000410713
Q8IZN7	ENSP00000334681
Q8IZN7	ENSP00000347810
Q8IZN7	ENSP00000478422
Q8IZN7	ENSP00000495534
Q8IZN7	ENSP00000493774
Q8IZP0	ENSP00000279599
Q8IZP0	ENSP00000352114
Q8IZP0	ENSP00000365307
Q8IZP0	ENSP00000365308
Q8IZP0	ENSP00000365309
Q8IZP0	ENSP00000365310
Q8IZP0	ENSP00000365312
Q8IZP0	ENSP00000365336
Q8IZP0	ENSP00000365340
Q8IZP0	ENSP00000440101
Q8IZP1	ENSP00000478683
Q8IZP6	ENSP00000267291
Q8IZP7	ENSP00000365895
Q8IZP9	ENSP00000344972
Q8IZP9	ENSP00000346845
Q8IZP9	ENSP00000349015
Q8IZP9	ENSP00000350152
Q8IZP9	ENSP00000350680
Q8IZP9	ENSP00000353421
Q8IZP9	ENSP00000369198
Q8IZP9	ENSP00000369202
Q8IZP9	ENSP00000369205
Q8IZP9	ENSP00000369207
Q8IZQ1	ENSP00000295888
Q8IZQ5	ENSP00000373509
Q8IZQ5	ENSP00000434511
Q8IZQ8	ENSP00000341835
Q8IZQ8	ENSP00000401678
Q8IZR5	ENSP00000333833
Q8IZR5	ENSP00000377666
Q8IZR5	ENSP00000456380
Q8IZS6	ENSP00000355736
Q8IZS6	ENSP00000478684
Q8IZS7	ENSP00000331766
Q8IZS8	ENSP00000288197
Q8IZS8	ENSP00000389506
Q8IZS8	ENSP00000418228
Q8IZS8	ENSP00000419101
Q8IZS8	ENSP00000417279
Q8IZS8	ENSP00000478969
Q8IZT6	ENSP00000294732
Q8IZT6	ENSP00000356379
Q8IZT8	ENSP00000427888
Q8IZT8	ENSP00000440332
Q8IZT9	ENSP00000334430
Q8IZT9	ENSP00000369999
Q8IZU0	ENSP00000318716
Q8IZU0	ENSP00000354770
Q8IZU0	ENSP00000412606
Q8IZU1	ENSP00000370391
Q8IZU1	ENSP00000440163
Q8IZU3	ENSP00000266743
Q8IZU3	ENSP00000376655
Q8IZU3	ENSP00000376658
Q8IZU8	ENSP00000310565
Q8IZU8	ENSP00000460321
Q8IZU9	ENSP00000435466
Q8IZU9	ENSP00000435094
Q8IZV2	ENSP00000307741
Q8IZV2	ENSP00000412934
Q8IZV5	ENSP00000240285
Q8IZW8	ENSP00000254051
Q8IZX4	ENSP00000418379
Q8IZY2	ENSP00000263094
Q8IZY2	ENSP00000414062
Q8IZY2	ENSP00000465322
Q8IZY5	ENSP00000453153
Q8J025	ENSP00000347433
Q8N0S2	ENSP00000341282
Q8N0S2	ENSP00000357503
Q8N0S6	ENSP00000323543
Q8N0S6	ENSP00000348527
Q8N0S6	ENSP00000356683
Q8N0U2	ENSP00000360315
Q8N0U4	ENSP00000387066
Q8N0U4	ENSP00000395340
Q8N0U4	ENSP00000410226
Q8N0U8	ENSP00000353998
Q8N0U8	ENSP00000403077
Q8N0U8	ENSP00000497394
Q8N0V3	ENSP00000262197
Q8N0V3	ENSP00000305696
Q8N0V4	ENSP00000371548
Q8N0V5	ENSP00000265012
Q8N0V5	ENSP00000314844
Q8N0V5	ENSP00000368917
Q8N0V5	ENSP00000419411
Q8N0V5	ENSP00000495911
Q8N0V5	ENSP00000493918
Q8N0V5	ENSP00000494927
Q8N0W3	ENSP00000288078
Q8N0W3	ENSP00000368192
Q8N0W4	ENSP00000275857
Q8N0W4	ENSP00000370482
Q8N0W4	ENSP00000370483
Q8N0W4	ENSP00000370485
Q8N0W4	ENSP00000439203
Q8N0W7	ENSP00000359498
Q8N0X2	ENSP00000332592
Q8N0X2	ENSP00000415079
Q8N0X4	ENSP00000342991
Q8N0X4	ENSP00000365532
Q8N0X4	ENSP00000365533
Q8N0X7	ENSP00000347314
Q8N0X7	ENSP00000406061
Q8N0X7	ENSP00000414147
Q8N0X7	ENSP00000473599
Q8N0X7	ENSP00000497209
Q8N0Y2	ENSP00000338860
Q8N0Y2	ENSP00000468069
Q8N0Y3	ENSP00000332500
Q8N0Y5	ENSP00000303864
Q8N0Y7	ENSP00000412189
Q8N0Z2	ENSP00000311436
Q8N0Z3	ENSP00000295872
Q8N0Z6	ENSP00000258821
Q8N0Z8	ENSP00000368318
Q8N0Z9	ENSP00000352172
Q8N100	ENSP00000362777
Q8N103	ENSP00000322650
Q8N103	ENSP00000340217
Q8N103	ENSP00000356033
Q8N104	ENSP00000335307
Q8N104	ENSP00000334364
Q8N104	ENSP00000477883
Q8N104	ENSP00000497538
Q8N104	ENSP00000498101
Q8N108	ENSP00000347514
Q8N108	ENSP00000348253
Q8N108	ENSP00000350321
Q8N108	ENSP00000360051
Q8N108	ENSP00000360053
Q8N108	ENSP00000360055
Q8N108	ENSP00000360057
Q8N108	ENSP00000383820
Q8N108	ENSP00000383821
