Gene,XM id,XP id,mean Ka/Ks,mean Ka,mean ks,medaka Ka/Ks,medaka Ka,medaka ks,Stickleback Ka/Ks,Stickleback Ka,Stickleback ks,tetraodon Ka/Ks,tetraodon Ka,tetraodon ks,fugu Ka/Ks,fugu Ka,fugu ks,zebrafish Ka/Ks,zebrafish Ka,zebrafish ks
LOC107391098,XM_015968174.1,XP_015823660.1,0.03994,0.0768,2.28626,0.0414,0.0523,1.2634,0.0228,0.0722,3.161,0.0179,0.0703,3.9365,0.044,0.0547,1.2434,0.0736,0.1345,1.827
LOC107391101,XM_015968176.1,XP_015823662.1,0.08444,0.13764,1.69036,0.0769,0.1045,1.3583,0.0624,0.1083,1.7372,0.0458,0.1088,2.3758,0.0898,0.1131,1.2592,0.1473,0.2535,1.7213
LOC107391104,XM_015968181.1,XP_015823667.1,0.03316,0.06128,1.82482,0.0274,0.0401,1.4628,0.0371,0.057,1.5368,0.0252,0.0521,2.0672,0.0269,0.0512,1.9012,0.0492,0.106,2.1561
LOC107391116,XM_015968196.1,XP_015823682.1,0.03064,0.0361,1.12838,0.0345,0.0258,0.7487,0.029,0.0277,0.9539,0.0188,0.024,1.273,0.0256,0.023,0.9012,0.0453,0.08,1.7651
LOC107391140,XM_015968244.1,XP_015823730.1,0.04054,0.07026,1.57666,0.0437,0.04,0.9162,0.025,0.0399,1.5973,0.0336,0.0461,1.3733,0.0326,0.0423,1.2977,0.0678,0.183,2.6988
LOC107391154,XM_015968272.1,XP_015823758.1,0.0594,0.06182,1.01786,0.0689,0.0477,0.6927,0.0467,0.0466,0.9988,0.0473,0.0486,1.0274,0.0494,0.0482,0.9763,0.0847,0.118,1.3941
LOC107391156,XM_015968285.1,XP_015823771.1,0.04356,0.05044,1.2038,0.0631,0.0406,0.6438,0.0409,0.0389,0.952,0.0359,0.0457,1.2741,0.0321,0.0404,1.2569,0.0458,0.0866,1.8922
LOC107391157,XM_015968286.1,XP_015823772.1,0.05688,0.08564,1.43452,0.0582,0.0551,0.947,0.0443,0.0507,1.144,0.0373,0.0596,1.5973,0.0389,0.0616,1.581,0.1057,0.2012,1.9033
LOC107391169,XM_015968306.1,XP_015823792.1,0.09448,0.13212,1.45938,0.1106,0.0796,0.7197,0.0547,0.1035,1.891,0.0992,0.1346,1.357,0.0728,0.1247,1.7143,0.1351,0.2182,1.6149
LOC107391191,XM_015968335.1,XP_015823821.1,0.03906,0.05176,1.4422,0.0459,0.0317,0.6908,0.0456,0.0365,0.8003,0.0164,0.0329,2.0077,0.0165,0.0321,1.9423,0.0709,0.1256,1.7699
LOC107391197,XM_015968345.1,XP_015823831.1,0.15978,0.20416,1.3171,0.166,0.1909,1.1498,0.1963,0.1577,0.8033,0.1588,0.2024,1.2748,0.1316,0.1906,1.4487,0.1462,0.2792,1.9089
LOC107391198,XM_015968347.1,XP_015823833.1,0.06616,0.06192,0.9569,0.0831,0.051,0.6138,0.0664,0.0437,0.6578,0.0535,0.0593,1.1086,0.0609,0.0536,0.8797,0.0669,0.102,1.5246
LOC107391199,XM_015968349.1,XP_015823835.1,0.08868,0.10282,1.72564,0.1436,0.0716,0.4985,0.0981,0.0913,0.9302,0.0282,0.0886,3.1418,0.0272,0.0756,2.7789,0.1463,0.187,1.2788
LOC107391200,XM_015968350.1,XP_015823836.1,0.02824,0.03614,1.77272,0.0345,0.0257,0.7451,0.0515,0.0373,0.7252,0.0171,0.0327,1.9157,0.008,0.029,3.6173,0.0301,0.056,1.8603
LOC107391207,XM_015968360.1,XP_015823846.1,0.09176,0.14822,1.69394,0.0982,0.0921,0.9376,0.0922,0.1359,1.4734,0.0496,0.1268,2.5576,0.0758,0.1289,1.7008,0.143,0.2574,1.8003
LOC107391210,XM_015968363.1,XP_015823849.1,0.05466,0.05176,1.01716,0.0532,0.0391,0.7356,0.0583,0.0462,0.7926,0.0588,0.0542,0.9222,0.0684,0.0568,0.831,0.0346,0.0625,1.8044
LOC107391219,XM_015968386.1,XP_015823872.1,0.04816,0.05874,1.33662,0.0496,0.0402,0.8108,0.0624,0.0589,0.944,0.0544,0.0482,0.8866,0.0394,0.0428,1.0867,0.035,0.1036,2.955
LOC107391220,XM_015968387.1,XP_015823873.1,0.03476,0.05482,1.6773,0.0469,0.0443,0.9445,0.0327,0.0384,1.1752,0.0318,0.0487,1.5305,0.0174,0.0442,2.5459,0.045,0.0985,2.1904
LOC107391251,XM_015968445.1,XP_015823931.1,0.03358,0.04042,1.2508,0.0461,0.0284,0.6178,0.0376,0.0306,0.8136,0.0213,0.0289,1.3603,0.0188,0.0286,1.5201,0.0441,0.0856,1.9422
LOC107391259,XM_015968457.1,XP_015823943.1,0.13866,0.16626,1.18934,0.1381,0.125,0.9054,0.1446,0.1505,1.0413,0.1284,0.1524,1.1868,0.1155,0.1479,1.2805,0.1667,0.2555,1.5327
LOC107391261,XM_015968466.1,XP_015823952.1,0.032,0.03594,1.27042,0.01,0.0112,1.1209,0.0776,0.0473,0.6097,0.023,0.0246,1.0682,0.0185,0.0197,1.0617,0.0309,0.0769,2.4916
LOC107391267,XM_015968474.1,XP_015823960.1,0.17858,0.21542,1.23612,0.1903,0.1899,0.9975,0.2205,0.1525,0.6916,0.1209,0.1878,1.5532,0.1306,0.1707,1.3069,0.2306,0.3762,1.6314
LOC107391269,XM_015968476.1,XP_015823962.1,0.04754,0.04946,1.10566,0.0538,0.0395,0.7334,0.0608,0.0512,0.8431,0.0417,0.0441,1.0563,0.0452,0.0386,0.855,0.0362,0.0739,2.0405
LOC107391272,XM_015968486.1,XP_015823972.1,0.0559,0.0634,1.11066,0.0509,0.0433,0.8504,0.0511,0.0426,0.8336,0.0392,0.0574,1.4639,0.0495,0.0503,1.0156,0.0888,0.1234,1.3898
LOC107391292,XM_015968529.1,XP_015824015.1,0.0573,0.06506,1.10978,0.0603,0.0572,0.9493,0.0511,0.0469,0.9168,0.0513,0.0552,1.0749,0.0565,0.0496,0.8776,0.0673,0.1164,1.7303
LOC107391294,XM_015968534.1,XP_015824020.1,0.03882,0.04814,1.59682,0.0621,0.0592,0.9529,0.0494,0.0402,0.8136,0.0295,0.0451,1.5291,0.0368,0.0355,0.9647,0.0163,0.0607,3.7238
LOC107391295,XM_015968535.1,XP_015824021.1,0.02286,0.02514,1.2241,0.0269,0.011,0.4087,0.0269,0.016,0.5946,0.0188,0.0129,0.6864,0.0229,0.0144,0.6288,0.0188,0.0714,3.802
LOC107391316,XM_015968570.1,XP_015824056.1,0.04082,0.05722,1.78992,0.0356,0.0352,0.988,0.0442,0.0387,0.8773,0.0566,0.0554,0.9773,0.046,0.0456,0.9915,0.0217,0.1112,5.1155
LOC107391317,XM_015968572.1,XP_015824058.1,0.04646,0.08506,2.01656,0.0513,0.0591,1.1508,0.0279,0.0568,2.0352,0.0223,0.0736,3.3042,0.0441,0.0784,1.7775,0.0867,0.1574,1.8151
LOC107391335,XM_015968606.1,XP_015824092.1,0.03516,0.03772,1.04632,0.0333,0.0231,0.6959,0.0315,0.032,1.0178,0.04,0.0287,0.7177,0.0294,0.0279,0.9505,0.0416,0.0769,1.8497
LOC107391340,XM_015968613.1,XP_015824099.1,0.0226,0.03968,1.9229,0.0395,0.0428,1.0832,0.0135,0.0323,2.394,0.0156,0.0332,2.1275,0.0192,0.0353,1.8398,0.0252,0.0548,2.17
LOC107391354,XM_015968635.1,XP_015824121.1,0.03308,0.06984,2.21618,0.0412,0.051,1.2384,0.0262,0.0471,1.7952,0.0451,0.1164,2.5808,0.0325,0.0625,1.9242,0.0204,0.0722,3.5423
LOC107391357,XM_015968637.1,XP_015824123.1,0.04272,0.06312,1.52802,0.0385,0.0474,1.2317,0.0352,0.0507,1.4408,0.0639,0.0683,1.0695,0.0287,0.0541,1.8888,0.0473,0.0951,2.0093
LOC107391358,XM_015968639.1,XP_015824125.1,0.02976,0.04978,1.76948,0.02,0.0361,1.8026,0.0294,0.0381,1.2969,0.0359,0.0629,1.75,0.0435,0.0587,1.3496,0.02,0.0531,2.6483
LOC107391427,XM_015968735.1,XP_015824221.1,0.10214,0.15132,1.48046,0.0934,0.1291,1.3821,0.1058,0.1041,0.9837,0.1023,0.1543,1.5084,0.0838,0.1481,1.7667,0.1254,0.221,1.7614
LOC107391429,XM_015968737.1,XP_015824223.1,0.0177,0.03836,2.93128,0.0304,0.0329,1.0817,0.0299,0.0422,1.4093,0.0069,0.0219,3.1971,0.0085,0.0384,4.5455,0.0128,0.0564,4.4228
LOC107391481,XM_015968802.1,XP_015824288.1,0.12514,0.26336,2.2003,0.1611,0.2586,1.6045,0.1297,0.2323,1.7908,0.134,0.2437,1.8183,0.0787,0.2268,2.8802,0.1222,0.3554,2.9077
LOC107391483,XM_015968804.1,XP_015824290.1,0.04508,0.06748,1.56424,0.0407,0.051,1.2551,0.0552,0.0638,1.155,0.0332,0.0655,1.9729,0.0287,0.0554,1.9334,0.0676,0.1017,1.5048
LOC107391502,XM_015968827.1,XP_015824313.1,0.0306,0.05578,1.87694,0.0384,0.0498,1.2968,0.0255,0.0495,1.9436,0.0353,0.0547,1.5484,0.0247,0.0503,2.0348,0.0291,0.0746,2.5611
LOC107391506,XM_015968834.1,XP_015824320.1,0.07836,0.07426,1.00506,0.0523,0.0395,0.7553,0.0913,0.06,0.6576,0.0956,0.0724,0.7573,0.0912,0.074,0.8108,0.0614,0.1254,2.0443
LOC107391527,XM_015968861.1,XP_015824347.1,0.1048,0.17498,1.66128,0.0775,0.1311,1.6915,0.1148,0.1477,1.2868,0.104,0.1712,1.6457,0.1026,0.1633,1.5919,0.1251,0.2616,2.0905
LOC107391540,XM_015968880.1,XP_015824366.1,0.1006,0.21312,2.30732,0.0792,0.1395,1.7608,0.1378,0.1399,1.0159,0.0942,0.2125,2.2558,0.0589,0.2313,3.9282,0.1329,0.3424,2.5759
LOC107391545,XM_015968892.1,XP_015824378.1,0.02994,0.0594,2.10026,0.0419,0.0511,1.22,0.017,0.0393,2.3112,0.027,0.051,1.8899,0.0193,0.0538,2.7909,0.0445,0.1018,2.2893
LOC107391546,XM_015968893.1,XP_015824379.1,0.03064,0.03036,1.0792,0.0226,0.0203,0.8947,0.0472,0.0483,1.0221,0.0337,0.0247,0.7321,0.0331,0.0261,0.7908,0.0166,0.0324,1.9563
LOC107391608,XM_015968968.1,XP_015824454.1,0.05826,0.09842,1.81344,0.0353,0.0916,2.5949,0.0434,0.0819,1.8866,0.0547,0.0872,1.5946,0.0862,0.0998,1.1575,0.0717,0.1316,1.8336
LOC107391613,XM_015968981.1,XP_015824467.1,0.19202,0.08534,0.46336,0.18,0.0725,0.4026,0.2653,0.098,0.3694,0.1815,0.0752,0.4145,0.1918,0.0807,0.4209,0.1415,0.1003,0.7094
LOC107391665,XM_015969071.1,XP_015824557.1,0.04114,0.0611,1.61368,0.0498,0.053,1.0636,0.0518,0.0695,1.3425,0.0207,0.0545,2.6376,0.0365,0.0468,1.2839,0.0469,0.0817,1.7408
LOC107391702,XM_015969119.1,XP_015824605.1,0.0305,0.07322,2.5533,0.0273,0.0745,2.7321,0.0389,0.049,1.2608,0.0367,0.0589,1.6055,0.0216,0.0566,2.6234,0.028,0.1271,4.5447
LOC107391737,XM_015969172.1,XP_015824658.1,0.01418,0.02188,1.75272,0.0073,0.0231,3.15,0.021,0.0223,1.0653,0.0104,0.0167,1.604,0.0163,0.0205,1.2563,0.0159,0.0268,1.688
LOC107391740,XM_015969185.1,XP_015824671.1,0.02294,0.04782,2.2838,0.0195,0.0413,2.1132,0.0336,0.0322,0.9582,0.0172,0.0432,2.5185,0.0246,0.0345,1.4024,0.0198,0.0879,4.4267
LOC107391762,XM_015969213.1,XP_015824699.1,0.01426,0.01634,1.52082,0.0073,0.0077,1.0427,0.0254,0.0173,0.6821,0.0046,0.0166,3.6316,0.0135,0.0118,0.8724,0.0205,0.0283,1.3753
LOC107391769,XM_015969221.1,XP_015824707.1,0.1364,0.13586,1.14974,0.0553,0.0983,1.7778,0.2051,0.0959,0.4675,0.1578,0.19,1.2038,0.1445,0.1192,0.8249,0.1193,0.1759,1.4747
LOC107391778,XM_015969224.1,XP_015824710.1,0.07066,0.07154,0.97474,0.1108,0.0819,0.7389,0.0531,0.0448,0.8428,0.0459,0.0395,0.86,0.0475,0.0409,0.8625,0.096,0.1506,1.5695
LOC107391801,XM_015969243.1,XP_015824729.1,0.0754,0.10896,1.4836,0.057,0.0869,1.5258,0.0667,0.0801,1.2015,0.0999,0.1271,1.2728,0.0893,0.1122,1.2564,0.0641,0.1385,2.1615
LOC107391814,XM_015969260.1,XP_015824746.1,0.11962,0.16118,1.35638,0.1185,0.1191,1.0051,0.126,0.1366,1.0842,0.0966,0.1563,1.6177,0.1297,0.139,1.0721,0.1273,0.2549,2.0028
LOC107391824,XM_015969275.1,XP_015824761.1,0.05564,0.13216,2.51952,0.0645,0.1243,1.928,0.0577,0.1005,1.7406,0.0644,0.1236,1.9182,0.0504,0.1274,2.5261,0.0412,0.185,4.4847
LOC107391826,XM_015969277.1,XP_015824763.1,0.06986,0.10848,1.50102,0.0593,0.0762,1.2867,0.0685,0.0815,1.1886,0.0606,0.0828,1.3656,0.055,0.093,1.6913,0.1059,0.2089,1.9729
LOC107391870,XM_015969349.1,XP_015824835.1,0.0523,0.0892,1.96586,0.0876,0.0816,0.932,0.0278,0.0551,1.9817,0.0437,0.0746,1.7091,0.0618,0.0677,1.0961,0.0406,0.167,4.1104
LOC107391873,XM_015969352.1,XP_015824838.1,0.04924,0.08552,1.78502,0.0479,0.078,1.6287,0.0595,0.0785,1.3195,0.0258,0.0601,2.3283,0.0457,0.0737,1.6101,0.0673,0.1373,2.0385
LOC107391879,XM_015969362.1,XP_015824848.1,0.02718,0.0471,1.86642,0.019,0.0472,2.4862,0.018,0.033,1.8289,0.0177,0.0383,2.1686,0.0261,0.0362,1.384,0.0551,0.0808,1.4644
LOC107391886,XM_015969378.1,XP_015824864.1,0.066,0.1377,2.07254,0.0656,0.112,1.7066,0.0312,0.0736,2.3554,0.0617,0.1301,2.1092,0.063,0.1134,1.7998,0.1085,0.2594,2.3917
LOC107391889,XM_015969384.1,XP_015824870.1,0.02424,0.03528,1.46658,0.023,0.0298,1.2923,0.0275,0.0225,0.8178,0.0211,0.0275,1.3065,0.0148,0.0296,1.9943,0.0348,0.067,1.922
LOC107391891,XM_015969388.1,XP_015824874.1,0.10988,0.17746,1.99172,0.0983,0.0942,0.9587,0.1517,0.0865,0.5704,0.0369,0.1722,4.6683,0.0679,0.1059,1.5591,0.1946,0.4285,2.2021
LOC107391895,XM_015969393.1,XP_015824879.1,0.09202,0.1205,1.53398,0.0747,0.0844,1.1288,0.1031,0.1066,1.0341,0.0382,0.1178,3.0865,0.1255,0.1199,0.9548,0.1186,0.1738,1.4657
LOC107391896,XM_015969394.1,XP_015824880.1,0.03708,0.08398,2.33676,0.0423,0.0663,1.5677,0.0249,0.0767,3.0792,0.0289,0.0699,2.4212,0.033,0.0748,2.2668,0.0563,0.1322,2.3489
LOC107391898,XM_015969401.1,XP_015824887.1,0.1354,0.15398,1.2012,0.1071,0.1279,1.1946,0.0773,0.1192,1.5416,0.1603,0.1395,0.8704,0.1875,0.1577,0.8415,0.1448,0.2256,1.5579
LOC107391916,XM_015969426.1,XP_015824912.1,0.02416,0.0408,1.69298,0.019,0.0247,1.299,0.0299,0.0495,1.6544,0.0186,0.0336,1.8051,0.0176,0.0351,1.9931,0.0357,0.0611,1.7133
LOC107391917,XM_015969428.1,XP_015824914.1,0.23056,0.21596,0.96202,0.1929,0.1238,0.6416,0.3004,0.2331,0.7759,0.2313,0.2359,1.0198,0.2482,0.2179,0.8779,0.18,0.2691,1.4949
LOC107391941,XM_015969453.1,XP_015824939.1,0.05336,0.07774,1.59014,0.0475,0.0639,1.3449,0.0648,0.0694,1.0717,0.047,0.0659,1.401,0.0707,0.0782,1.1073,0.0368,0.1113,3.0258
LOC107391944,XM_015969458.1,XP_015824944.1,0.09844,0.10676,1.43858,0.0545,0.0865,1.5862,0.1467,0.1077,0.7341,0.0764,0.0813,1.0637,0.1658,0.1028,0.6198,0.0488,0.1555,3.1891
LOC107391957,XM_015969471.1,XP_015824957.1,0.09392,0.11056,1.11786,0.0839,0.0765,0.9113,0.0957,0.076,0.7944,0.0542,0.0727,1.341,0.07,0.0686,0.9804,0.1658,0.259,1.5622
LOC107391977,XM_015969512.1,XP_015824998.1,0.02088,0.0357,1.66216,0.0165,0.026,1.5805,0.0191,0.0284,1.4885,0.0176,0.0263,1.4944,0.0236,0.0328,1.3899,0.0276,0.065,2.3575
LOC107392009,XM_015969576.1,XP_015825062.1,0.0284,0.0369,1.35552,0.0219,0.04,1.826,0.0395,0.0289,0.73,0.0191,0.0261,1.3641,0.0267,0.0323,1.2125,0.0348,0.0572,1.645
LOC107392021,XM_015969588.1,XP_015825074.1,0.04492,0.0364,0.8069,0.0406,0.0209,0.514,0.0441,0.026,0.5891,0.0386,0.0406,1.0503,0.0521,0.0357,0.6853,0.0492,0.0588,1.1958
LOC107392056,XM_015969620.1,XP_015825106.1,0.14836,0.21284,1.43526,0.1697,0.1464,0.863,0.1488,0.1613,1.0841,0.1233,0.1861,1.5092,0.129,0.2017,1.5637,0.171,0.3687,2.1563
LOC107392078,XM_015969645.1,XP_015825131.1,0.10494,0.15394,1.73648,0.21,0.2049,0.9757,0.0802,0.121,1.5078,0.1097,0.1401,1.2778,0.0648,0.1127,1.7399,0.06,0.191,3.1812
LOC107392080,XM_015969647.1,XP_015825133.1,0.04834,0.06314,1.28318,0.0559,0.0364,0.6506,0.0481,0.0382,0.7949,0.0285,0.0475,1.6698,0.0419,0.047,1.1226,0.0673,0.1466,2.178
LOC107392087,XM_015969660.1,XP_015825146.1,0.04816,0.07082,1.52804,0.0535,0.0511,0.9543,0.0494,0.059,1.1945,0.0526,0.073,1.3872,0.0277,0.0608,2.193,0.0576,0.1102,1.9112
LOC107392090,XM_015969668.1,XP_015825154.1,0.11892,0.12572,1.09936,0.161,0.1627,1.0109,0.1513,0.0984,0.6503,0.0891,0.097,1.0888,0.0684,0.0879,1.2843,0.1248,0.1826,1.4625
LOC107392093,XM_015969669.1,XP_015825155.1,0.0841,0.12384,1.47894,0.1091,0.1259,1.1534,0.0741,0.1066,1.4397,0.0747,0.1004,1.3435,0.0689,0.1052,1.5257,0.0937,0.1811,1.9324
LOC107392094,XM_015969670.1,XP_015825156.1,0.06704,0.10896,1.76566,0.0635,0.0678,1.0686,0.0572,0.0865,1.5137,0.0875,0.1092,1.2481,0.0331,0.1021,3.0897,0.0939,0.1792,1.9082
LOC107392097,XM_015969675.1,XP_015825161.1,0.02828,0.03756,1.28174,0.0217,0.0238,1.0973,0.0273,0.027,0.9895,0.0216,0.0271,1.2546,0.0177,0.0264,1.4947,0.0531,0.0835,1.5726
LOC107392099,XM_015969679.1,XP_015825165.1,0.11016,0.14474,1.38302,0.1381,0.1418,1.0265,0.0728,0.0908,1.2483,0.0955,0.1227,1.284,0.0649,0.1324,2.0414,0.1795,0.236,1.3149
LOC107392100,XM_015969680.1,XP_015825166.1,0.00888,0.01622,1.81276,0.0071,0.0124,1.7536,0.005,0.0089,1.7779,0.0048,0.0098,2.0458,0.0048,0.0079,1.6342,0.0227,0.0421,1.8523
LOC107392110,XM_015969699.1,XP_015825185.1,0.05342,0.07394,1.27254,0.0514,0.0454,0.8838,0.0496,0.0479,0.9647,0.0432,0.0469,1.0863,0.0438,0.0518,1.1821,0.0791,0.1777,2.2458
LOC107392114,XM_015969703.1,XP_015825189.1,0.05112,0.0722,1.40784,0.0616,0.0519,0.8423,0.0381,0.0475,1.2464,0.0349,0.0628,1.801,0.0493,0.0594,1.2051,0.0717,0.1394,1.9444
LOC107392117,XM_015969707.1,XP_015825193.1,0.04048,0.05936,1.59948,0.0663,0.0625,0.9419,0.0347,0.0439,1.2642,0.0255,0.054,2.1124,0.0241,0.0471,1.9538,0.0518,0.0893,1.7251
LOC107392120,XM_015969712.1,XP_015825198.1,0.07382,0.11178,1.5487,0.0651,0.0938,1.4413,0.097,0.1068,1.1014,0.0764,0.1007,1.3175,0.0608,0.0922,1.5146,0.0698,0.1654,2.3687
LOC107392123,XM_015969716.1,XP_015825202.1,0.13054,0.1668,1.32882,0.1796,0.1638,0.9121,0.13,0.1434,1.1033,0.0667,0.1192,1.7875,0.109,0.127,1.1649,0.1674,0.2806,1.6763
LOC107392129,XM_015969727.1,XP_015825213.1,0.04794,0.07486,1.42016,0.0562,0.0435,0.7732,0.0421,0.0334,0.7932,0.0281,0.0432,1.5362,0.0395,0.047,1.1912,0.0738,0.2072,2.807
LOC107392146,XM_015969759.1,XP_015825245.1,0.17382,0.16828,0.94512,0.1786,0.1255,0.7028,0.156,0.1148,0.7361,0.1706,0.1647,0.9653,0.1549,0.1396,0.9013,0.209,0.2968,1.4201
LOC107392148,XM_015969762.1,XP_015825248.1,0.09718,0.0727,0.88724,0.0981,0.0533,0.5435,0.1944,0.0969,0.4984,0.0642,0.0611,0.9525,0.0717,0.0597,0.8322,0.0575,0.0925,1.6096
LOC107392152,XM_015969770.1,XP_015825256.1,0.1976,0.10984,0.60092,0.1641,0.0804,0.4902,0.2587,0.105,0.4057,0.1927,0.0981,0.5092,0.2323,0.1045,0.4499,0.1402,0.1612,1.1496
LOC107392153,XM_015969772.1,XP_015825258.1,0.03906,0.0612,1.84356,0.0462,0.0541,1.1708,0.0502,0.0615,1.2268,0.038,0.066,1.7342,0.0426,0.0546,1.2823,0.0183,0.0698,3.8037
LOC107392157,XM_015969779.1,XP_015825265.1,0.0977,0.13194,1.3195,0.0857,0.0942,1.0986,0.0696,0.0908,1.3053,0.0926,0.1183,1.277,0.1043,0.1336,1.2812,0.1363,0.2228,1.6354
LOC107392158,XM_015969787.1,XP_015825273.1,0.08618,0.1199,1.50136,0.134,0.0898,0.6702,0.0444,0.0774,1.7423,0.0797,0.1105,1.3865,0.0784,0.1376,1.7554,0.0944,0.1842,1.9524
LOC107392162,XM_015969788.1,XP_015825274.1,0.0035,0.00724,1.7955,0.0033,0.0039,1.1783,0.0025,0.0037,1.457,0.0031,0.0039,1.2846,0.002,0.0038,1.8779,0.0066,0.0209,3.1797
LOC107392186,XM_015969832.1,XP_015825318.1,0.16086,0.2004,1.28662,0.208,0.1949,0.9371,0.1354,0.1544,1.1409,0.1603,0.1794,1.1196,0.1044,0.1839,1.761,0.1962,0.2894,1.4745
LOC107392200,XM_015969850.1,XP_015825336.1,0.0937,0.16204,1.8733,0.1108,0.1502,1.3554,0.1105,0.1725,1.5606,0.1037,0.1475,1.4224,0.0852,0.1483,1.7414,0.0583,0.1917,3.2867
LOC107392205,XM_015969862.1,XP_015825348.1,0.04602,0.029,0.71196,0.0452,0.0223,0.4939,0.0571,0.0345,0.6044,0.0477,0.0243,0.509,0.0554,0.0283,0.5116,0.0247,0.0356,1.4409
LOC107392206,XM_015969869.1,XP_015825355.1,0.078,0.12472,1.7135,0.0521,0.1047,2.011,0.09,0.1134,1.2602,0.0998,0.1199,1.2013,0.0499,0.1205,2.4135,0.0982,0.1651,1.6815
LOC107392207,XM_015969870.1,XP_015825356.1,0.11588,0.08864,0.74622,0.0744,0.0585,0.786,0.1117,0.0619,0.5546,0.0886,0.0685,0.7733,0.1088,0.078,0.7171,0.1959,0.1763,0.9001
LOC107392228,XM_015969903.1,XP_015825389.1,0.0879,0.12086,1.37068,0.0902,0.0695,0.7702,0.0726,0.0821,1.1306,0.0968,0.118,1.2193,0.0573,0.1077,1.8812,0.1226,0.227,1.8521
LOC107392250,XM_015969932.1,XP_015825418.1,0.03048,0.03816,1.29802,0.0341,0.0234,0.6867,0.0406,0.0342,0.8442,0.0215,0.0314,1.4618,0.0248,0.0304,1.2248,0.0314,0.0714,2.2726
LOC107392260,XM_015969954.1,XP_015825440.1,0.04434,0.0501,1.19952,0.0538,0.0391,0.7257,0.0593,0.0493,0.8302,0.033,0.0419,1.268,0.0291,0.0456,1.5697,0.0465,0.0746,1.604
LOC107392295,XM_015970014.1,XP_015825500.1,0.05906,0.06272,1.05296,0.0553,0.054,0.9766,0.0547,0.044,0.8036,0.0592,0.0578,0.9764,0.0635,0.0578,0.9112,0.0626,0.1,1.597
LOC107392297,XM_015970028.1,XP_015825514.1,0.03486,0.0329,0.9402,0.0283,0.0239,0.8433,0.0215,0.0174,0.8101,0.0325,0.0347,1.0658,0.0518,0.0393,0.7593,0.0402,0.0492,1.2225
LOC107392303,XM_015970035.1,XP_015825521.1,0.08116,0.12232,1.65372,0.0787,0.0968,1.2287,0.1165,0.115,0.987,0.0528,0.1398,2.6475,0.0927,0.1287,1.3884,0.0651,0.1313,2.017
LOC107392313,XM_015970051.1,XP_015825537.1,0.19548,0.24208,1.56406,0.299,0.2283,0.7638,0.26,0.1899,0.7303,0.0904,0.2453,2.7133,0.1976,0.2227,1.127,0.1304,0.3242,2.4859
LOC107392322,XM_015970063.1,XP_015825549.1,0.0508,0.078,1.58524,0.0563,0.0602,1.0706,0.0513,0.0605,1.1787,0.0474,0.0834,1.7583,0.0565,0.0787,1.3938,0.0425,0.1072,2.5248
LOC107392345,XM_015970093.1,XP_015825579.1,0.16984,0.24118,1.57374,0.1613,0.1816,1.1259,0.1951,0.2071,1.0619,0.1876,0.2484,1.3245,0.198,0.2223,1.1231,0.1072,0.3465,3.2333
LOC107392348,XM_015970099.1,XP_015825585.1,0.05832,0.08046,1.38888,0.0661,0.059,0.8931,0.0433,0.0602,1.389,0.0594,0.0778,1.3111,0.0445,0.0752,1.69,0.0783,0.1301,1.6612
LOC107392399,XM_015970188.1,XP_015825674.1,0.09478,0.08388,0.87594,0.1027,0.0593,0.5772,0.1006,0.0677,0.6731,0.0839,0.0736,0.8771,0.0788,0.0657,0.8332,0.1079,0.1531,1.4191
LOC107392400,XM_015970228.1,XP_015825714.1,0.06202,0.09432,1.7142,0.0841,0.0781,0.9283,0.0569,0.0774,1.3617,0.0287,0.0892,3.1038,0.0561,0.0818,1.4567,0.0843,0.1451,1.7205
LOC107392401,XM_015970191.1,XP_015825677.1,0.04536,0.06832,1.60572,0.0453,0.0371,0.819,0.0846,0.1114,1.3162,0.0195,0.0393,2.0119,0.0288,0.0507,1.7588,0.0486,0.1031,2.1227
LOC107392413,XM_015970208.1,XP_015825694.1,0.1235,0.09552,0.79214,0.1235,0.0647,0.5241,0.131,0.0868,0.6622,0.08,0.0753,0.9409,0.1642,0.1191,0.7252,0.1188,0.1317,1.1083
LOC107392453,XM_015970266.1,XP_015825752.1,0.0281,0.03952,1.37084,0.0491,0.0434,0.8845,0.0148,0.0142,0.959,0.0226,0.0204,0.9046,0.0227,0.0237,1.0451,0.0313,0.0959,3.061
LOC107392463,XM_015970290.1,XP_015825776.1,0.03326,0.02618,1.22004,0.0384,0.013,0.3387,0.0474,0.0143,0.3026,0.0358,0.0149,0.4155,0.028,0.0107,0.3819,0.0167,0.078,4.6615
LOC107392494,XM_015970327.1,XP_015825813.1,0.04468,0.06202,1.38312,0.0475,0.0502,1.0552,0.0486,0.066,1.3583,0.0417,0.0487,1.1698,0.0289,0.0454,1.571,0.0567,0.0998,1.7613
LOC107392519,XM_015970371.1,XP_015825857.1,0.1902,0.22026,1.16726,0.1712,0.1384,0.8086,0.1772,0.159,0.8968,0.124,0.2085,1.6809,0.1888,0.2143,1.1349,0.2898,0.3811,1.3151
LOC107392521,XM_015970374.1,XP_015825860.1,0.07404,0.08966,1.41002,0.1172,0.0806,0.6878,0.029,0.0556,1.9206,0.0697,0.0809,1.1603,0.0923,0.0847,0.9181,0.062,0.1465,2.3633
