logFC,AveExpr,t,P.Value,adj.P.Val,B,description,short.name,sub.cell,GO,GO.ID,gene.name,ID,Complex
-0.229576392,22.26259408,-0.837540328,0.435565575,0.580754101,-6.338769655,cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11),KAPCA_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18367160}. Cell membrane {ECO:0000250}. Nucleus {ECO:0000250}. Mitochondrion {ECO:0000269|PubMed:18367160}. Membrane {ECO:0000250|UniProtKB:P17612}; Lipid-anchor {ECO:0000250|UniProtKB:P17612}. Note=Translocates into the nucleus (monomeric catalytic subunit) (By similarity). The inactive holoenzyme is found in the cytoplasm. Distributed throughout the cytoplasm in meiotically incompetent oocytes. Associated to mitochondrion as meiotic competence is acquired. Aggregates around the germinal vesicles (GV) at the immature GV stage oocytes. Colocalizes with HSF1 in nuclear stress bodies (nSBs) upon heat shock (By similarity). {ECO:0000250. ECO:0000250|UniProtKB:P17612}.; SUBCELLULAR LOCATION: Isoform 2: Cell projection. cilium. flagellum {ECO:0000269|PubMed:27105888}. Cytoplasmic vesicle. secretory vesicle. acrosome {ECO:0000269|PubMed:27105888}. Note=Expressed in the midpiece region of the sperm flagellum (By similarity). Colocalizes with MROH2B and TCP11 on the acrosome and tail regions in round spermatids and spermatozoa regardless of the capacitation status of the sperm (PubMed:27105888). {ECO:0000250. ECO:0000269|PubMed:27105888}.,acrosomal vesicle [GO:0001669]; axoneme [GO:0005930]; cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; Golgi apparatus [GO:0005794]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; protein-containing complex [GO:0032991]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein domain specific binding [GO:0019904]; protein kinase A regulatory subunit binding [GO:0034237]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein-containing complex binding [GO:0044877]; Rab GTPase binding [GO:0017137]; ubiquitin protein ligase binding [GO:0031625]; cellular response to glucose stimulus [GO:0071333]; cellular response to heat [GO:0034605]; cellular response to parathyroid hormone stimulus [GO:0071374]; mesoderm formation [GO:0001707]; modulation of chemical synaptic transmission [GO:0050804]; mRNA processing [GO:0006397]; negative regulation of meiotic cell cycle [GO:0051447]; negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901621]; neural tube closure [GO:0001843]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of cell proliferation [GO:0008284]; positive regulation of protein export from nucleus [GO:0046827]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of bicellular tight junction assembly [GO:2000810]; regulation of cellular respiration [GO:0043457]; regulation of osteoblast differentiation [GO:0045667]; regulation of proteasomal protein catabolic process [GO:0061136]; regulation of protein processing [GO:0070613]; regulation of synaptic transmission. glutamatergic [GO:0051966]; sperm capacitation [GO:0048240],GO:0000287; GO:0001669; GO:0001707; GO:0001843; GO:0004672; GO:0004674; GO:0004691; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005794; GO:0005813; GO:0005829; GO:0005886; GO:0005930; GO:0005952; GO:0006397; GO:0006468; GO:0008284; GO:0016020; GO:0016607; GO:0017137; GO:0018105; GO:0018107; GO:0019901; GO:0019904; GO:0030145; GO:0031588; GO:0031594; GO:0031625; GO:0032991; GO:0034237; GO:0034605; GO:0036126; GO:0043005; GO:0043197; GO:0043457; GO:0044853; GO:0044877; GO:0045171; GO:0045667; GO:0046777; GO:0046827; GO:0048240; GO:0048471; GO:0050804; GO:0051447; GO:0051966; GO:0061136; GO:0070613; GO:0071158; GO:0071333; GO:0071374; GO:0097225; GO:0097546; GO:1901621; GO:2000810,Prkaca,P05132,cAMP-dependent protein kinase
0.323015332,22.78071586,0.834564251,0.437110101,0.580773314,-6.341332008,Sorting nexin-12 (SDP8 protein),SNX12_MOUSE,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.,early endosome [GO:0005769]; endosome [GO:0005768]; extrinsic component of membrane [GO:0019898]; enzyme binding [GO:0019899]; phosphatidylinositol binding [GO:0035091]; endocytosis [GO:0006897]; negative regulation of early endosome to late endosome transport [GO:2000642]; negative regulation of gene expression [GO:0010629]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein processing [GO:0010955]; negative regulation of protein transport [GO:0051224]; protein transport [GO:0015031]; regulation of endocytosis [GO:0030100]; vesicle organization [GO:0016050],GO:0005768; GO:0005769; GO:0006897; GO:0010629; GO:0010955; GO:0015031; GO:0016050; GO:0019898; GO:0019899; GO:0030100; GO:0035091; GO:0042177; GO:0051224; GO:2000642,Snx12,O70493,NA
-0.341741321,21.33499098,-0.834030811,0.437387372,0.580773314,-6.341790538,5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase),NT5D3_MOUSE,,cytosol [GO:0005829]; mitochondrion [GO:0005739]; receptor complex [GO:0043235]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872],GO:0005739; GO:0005829; GO:0008253; GO:0043235; GO:0046872,Nt5dc3,Q3UHB1,NA
-0.575011406,25.42074739,-0.825321851,0.437275189,0.580773314,-6.463434359,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit),NDUAD_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12628925}; Single-pass membrane protein {ECO:0000305|PubMed:12628925}; Matrix side {ECO:0000305|PubMed:12628925}. Nucleus {ECO:0000269|PubMed:12628925}. Note=Localizes mainly in the mitochondrion. May be translocated into the nucleus upon IFN/RA treatment. {ECO:0000250|UniProtKB:Q9P0J0}.,cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain [GO:0005746]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; apoptotic signaling pathway [GO:0097190]; cellular response to interferon-beta [GO:0035458]; cellular response to retinoic acid [GO:0071300]; extrinsic apoptotic signaling pathway [GO:0097191]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of cell growth [GO:0030308]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of transcription. DNA-templated [GO:0045892]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of protein catabolic process [GO:0045732]; protein import into mitochondrial inner membrane [GO:0045039]; reactive oxygen species metabolic process [GO:0072593],GO:0003954; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005743; GO:0005746; GO:0005747; GO:0008137; GO:0016021; GO:0030308; GO:0031966; GO:0032981; GO:0035458; GO:0043280; GO:0045039; GO:0045732; GO:0045892; GO:0071300; GO:0072593; GO:0097190; GO:0097191; GO:2001243,Ndufa13,Q9ERS2,NA
-0.309303218,27.65503048,-0.806898367,0.447116037,0.592874634,-6.478947708,Cofilin-1 (Cofilin. non-muscle isoform),COF1_MOUSE,SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000250|UniProtKB:P10668}. Cytoplasm. cytoskeleton {ECO:0000250|UniProtKB:P10668}. Cell projection. ruffle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10668}; Cytoplasmic side {ECO:0000250|UniProtKB:P10668}. Cell projection. lamellipodium membrane {ECO:0000250|UniProtKB:P10668}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10668}; Cytoplasmic side {ECO:0000250|UniProtKB:P10668}. Cell projection. lamellipodium {ECO:0000269|PubMed:25107909}. Note=Colocalizes with the actin cytoskeleton in membrane ruffles and lamellipodia. Detected at the cleavage furrow and contractile ring during cytokinesis. Almost completely in nucleus in cells exposed to heat shock (By similarity). {ECO:0000250|UniProtKB:P10668}.,cell leading edge [GO:0031252]; cell-cell junction [GO:0005911]; cofilin-actin rod [GO:0090732]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; lamellipodium membrane [GO:0031258]; mitochondrial membrane [GO:0031966]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear matrix [GO:0016363]; ruffle membrane [GO:0032587]; synaptic membrane [GO:0097060]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; phosphatidylinositol bisphosphate binding [GO:1902936]; protein phosphatase binding [GO:0019903]; signaling receptor binding [GO:0005102]; actin filament depolymerization [GO:0030042]; actin filament fragmentation [GO:0030043]; actin filament organization [GO:0007015]; cell projection organization [GO:0030030]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to ether [GO:0071362]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to tumor necrosis factor [GO:0071356]; cytoskeleton organization [GO:0007010]; establishment of cell polarity [GO:0030010]; hippocampus development [GO:0021766]; mitotic cytokinesis [GO:0000281]; negative regulation of actin filament bundle assembly [GO:0032232]; negative regulation of actin filament depolymerization [GO:0030835]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell motility [GO:2000146]; negative regulation of cell size [GO:0045792]; negative regulation of dendritic spine maintenance [GO:1902951]; negative regulation of lamellipodium assembly [GO:0010593]; negative regulation of postsynaptic density organization [GO:1905875]; negative regulation of unidimensional cell growth [GO:0051511]; neural crest cell migration [GO:0001755]; neural fold formation [GO:0001842]; positive regulation by host of viral process [GO:0044794]; positive regulation of actin filament depolymerization [GO:0030836]; positive regulation of barbed-end actin filament capping [GO:2000814]; positive regulation of cell growth [GO:0030307]; positive regulation of cell motility [GO:2000147]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of establishment of cell polarity regulating cell shape [GO:2000784]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of NMDA glutamate receptor activity [GO:1904783]; positive regulation of protein localization to cell leading edge [GO:1905873]; positive regulation of proteolysis [GO:0045862]; positive regulation of synaptic plasticity [GO:0031915]; protein import into nucleus [GO:0006606]; protein phosphorylation [GO:0006468]; regulation of cell morphogenesis [GO:0022604]; regulation of dendritic spine morphogenesis [GO:0061001]; response to activity [GO:0014823]; response to amino acid [GO:0043200]; response to organic cyclic compound [GO:0014070]; response to virus [GO:0009615],GO:0000281; GO:0001755; GO:0001842; GO:0003779; GO:0005102; GO:0005576; GO:0005615; GO:0005737; GO:0005829; GO:0005911; GO:0006468; GO:0006606; GO:0007010; GO:0007015; GO:0007162; GO:0009615; GO:0010592; GO:0010593; GO:0014070; GO:0014823; GO:0016363; GO:0019903; GO:0021766; GO:0022604; GO:0030010; GO:0030027; GO:0030030; GO:0030042; GO:0030043; GO:0030175; GO:0030307; GO:0030426; GO:0030835; GO:0030836; GO:0030864; GO:0031252; GO:0031258; GO:0031915; GO:0031966; GO:0032232; GO:0032587; GO:0043005; GO:0043025; GO:0043197; GO:0043200; GO:0044794; GO:0045792; GO:0045862; GO:0051015; GO:0051511; GO:0051894; GO:0060999; GO:0061001; GO:0070301; GO:0071347; GO:0071354; GO:0071356; GO:0071362; GO:0071364; GO:0090732; GO:0097060; GO:1902936; GO:1902951; GO:1904783; GO:1905873; GO:1905875; GO:1990314; GO:2000146; GO:2000147; GO:2000784; GO:2000814,Cfl1,P18760,NA
-0.235018248,26.13821312,-0.810134994,0.449940303,0.595800072,-6.362094072,DnaJ homolog subfamily C member 5 (Cysteine string protein) (CSP),DNJC5_MOUSE,SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:17034881}; Lipid-anchor {ECO:0000269|PubMed:17034881}. Melanosome {ECO:0000250|UniProtKB:Q9H3Z4}. Cell membrane {ECO:0000250|UniProtKB:Q9H3Z4}. Note=Colocalizes with insulin granules. when overexpressed in a islet cell line. {ECO:0000269|PubMed:17034881}.,melanosome [GO:0042470]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]; ATP-dependent protein binding [GO:0043008]; negative regulation of neuron apoptotic process [GO:0043524],GO:0005886; GO:0008021; GO:0042470; GO:0043008; GO:0043195; GO:0043524,Dnajc5,P60904,NA
0.242119701,20.52300345,0.80666706,0.451783583,0.597420267,-6.365001896,SPARC-like protein 1 (Extracellular matrix protein 2) (Matrix glycoprotein Sc1),SPRL1_MOUSE,SUBCELLULAR LOCATION: Secreted. extracellular space. extracellular matrix.,extracellular region [GO:0005576]; extracellular space [GO:0005615]; synapse [GO:0045202]; calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; anatomical structure development [GO:0048856]; signal transduction [GO:0007165],GO:0005509; GO:0005518; GO:0005576; GO:0005615; GO:0007165; GO:0045202; GO:0048856; GO:0050840,Sparcl1,P70663,NA
0.228989276,22.90607053,0.800077439,0.455301106,0.598786174,-6.370499881,LanC-like protein 2 (Testis-specific adriamycin sensitivity protein),LANC2_MOUSE,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9NS86}. Cytoplasm {ECO:0000250|UniProtKB:Q9NS86}. Cell membrane {ECO:0000250|UniProtKB:Q9NS86}. Note=Localizes to the juxta-nuclear vesicles. Associates with the cortical actin cytoskeleton. Cholesterol depletion by methyl-beta-cyclodextrin causes partial dissociation from the cell membrane in vitro and an enhanced cell detachment from the matrix in vivo. {ECO:0000250|UniProtKB:Q9NS86}.,cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; catalytic activity [GO:0003824]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; negative regulation of transcription. DNA-templated [GO:0045892]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789]; signal transduction [GO:0007165],GO:0003824; GO:0005634; GO:0005829; GO:0005886; GO:0007165; GO:0009789; GO:0010314; GO:0030864; GO:0032266; GO:0045892; GO:0070273,Lancl2,Q9JJK2,NA
-0.253096131,28.40548059,-0.793162645,0.454553399,0.598786174,-6.490326158,ADP/ATP translocase 1 (ADP.ATP carrier protein 1) (ADP.ATP carrier protein. heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4) (mANC1),ADT1_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein. Note=The complex formed with ARL2BP. ARL2 and SLC25A4 is expressed in mitochondria.,integral component of membrane [GO:0016021]; integral component of mitochondrial membrane [GO:0032592]; membrane raft [GO:0045121]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; ATP:ADP antiporter activity [GO:0005471]; enzyme binding [GO:0019899]; ADP transport [GO:0015866]; apoptotic mitochondrial changes [GO:0008637]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of necroptotic process [GO:0060546]; positive regulation of cell growth involved in cardiac muscle cell development [GO:0061051]; positive regulation of oxidative phosphorylation uncoupler activity [GO:2000277]; regulation of mitochondrial membrane permeability [GO:0046902],GO:0005471; GO:0005739; GO:0005741; GO:0005743; GO:0008637; GO:0010667; GO:0015866; GO:0016021; GO:0019899; GO:0032592; GO:0043209; GO:0045121; GO:0046902; GO:0060546; GO:0061051; GO:1902109; GO:2000277,Slc25a4,P48962,NA
-0.336575638,24.61765332,-0.79179264,0.455299901,0.598786174,-6.491452189,Sideroflexin-5,SFXN5_MOUSE,SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; citrate transmembrane transporter activity [GO:0015137]; citrate transport [GO:0015746]; iron ion homeostasis [GO:0055072],GO:0005739; GO:0005743; GO:0015137; GO:0015746; GO:0016021; GO:0055072,Sfxn5,Q925N0,NA
-0.340282859,28.59209638,-0.794076544,0.454055898,0.598786174,-6.489574112,2'.3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37),CN37_MOUSE,SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18076147}; Lipid-anchor {ECO:0000269|PubMed:18076147}. Melanosome {ECO:0000250}. Note=Firmly bound to membrane structures of brain white matter.,cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; melanosome [GO:0042470]; membrane [GO:0016020]; microtubule [GO:0005874]; microvillus [GO:0005902]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; myelin sheath [GO:0043209]; myelin sheath abaxonal region [GO:0035748]; myelin sheath adaxonal region [GO:0035749]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]; 2'.3'-cyclic-nucleotide 3'-phosphodiesterase activity [GO:0004113]; cyclic nucleotide binding [GO:0030551]; RNA binding [GO:0003723]; adult locomotory behavior [GO:0008344]; aging [GO:0007568]; axonogenesis [GO:0007409]; cyclic nucleotide catabolic process [GO:0009214]; forebrain development [GO:0030900]; microtubule cytoskeleton organization [GO:0000226]; oligodendrocyte differentiation [GO:0048709]; regulation of mitochondrial membrane permeability [GO:0046902]; response to lipopolysaccharide [GO:0032496]; response to toxic substance [GO:0009636],GO:0000226; GO:0003723; GO:0004113; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005741; GO:0005743; GO:0005829; GO:0005874; GO:0005886; GO:0005902; GO:0007409; GO:0007568; GO:0008344; GO:0009214; GO:0009636; GO:0016020; GO:0030551; GO:0030900; GO:0031143; GO:0032496; GO:0035748; GO:0035749; GO:0042470; GO:0042995; GO:0043209; GO:0046902; GO:0048471; GO:0048709,Cnp,P16330,NA
