N. furzeri symbol,N. furzeri Gene Id,N. furzeri Protein Id,Human,Mouse,Chicken,Rat,Spotted Gar,Zebrafish,Medaka,Stickleback,Tetarodon,Fugu,Worm,Fly,N. furzeri Final Symbol
LOC107386131,XM_015960328.1,XP_015815814.1,PARP14,Parp14,ENSGALG00000012072,Parp14,ENSLOCG00000003463,PARP14,,si:ch211-219a4.3,Parp14,ENSTRUG00000003423,B0035.3,CG18812,parp14 (4 of 5)
LOC107377056,XM_015946446.1,XP_015801932.1,PARP14,Parp14,ENSGALG00000012072,Parp14,si:cabz01030277.1,si:cabz01030277.1,,ENSGACG00000018943,Parp14,ENSTRUG00000003423,pme-5,Tnks,parp14 (5 of 5)
urb1,XM_015951359.1,XP_015806845.1,URB1,Urb1,URB1,Urb1,urb1,urb1,,urb1,Urb1,urb1,T05H4.10,CG12499,urb1
spidr,XM_015956742.1,XP_015812228.1,SPIDR,Spidr,ENSGALG00000015226,Spidr,SPIDR,,SPIDR,SPIDR,Spidr,SPIDR,,,spidr
dpep1,XM_015953350.1,XP_015808836.1,DPEP1,Dpep1,ENSGALG00000003433,Dpep1,DPEP2,dpep1,dpep1,dpep1,Dpep1,dpep1,,CG6154,dpep1
LOC107383143,XM_015955615.1,XP_015811101.1,TUBB6,Tubb6,TUBB6,Tubb6,tubb6,tubb6,tubb6,zgc:65894,Tubb6,tubb6,tbb-4,betaTub85D,tubb6
cyfip2,XM_015956350.1,XP_015811836.1,CYFIP2,Cyfip2,CYFIP2,Cyfip1,cyfip2,cyfip2,cyfip2,cyfip2,Cyfip1,cyfip2,gex-2,Sra-1,cyfip2
ddo,XM_015969526.1,XP_015825012.1,DDO,Ddo,DDO,Ddo,dao.3,DDO,,zgc:172341,Ddo,zgc:172341,daao-1,CG12338,ddo
hypk,XM_015953965.1,XP_015809451.1,,Hypk,HYPK,Hypk,hypk,hypk,,hypk,Hypk,hypk,F13G3.10,CG9922,hypk
LOC107386407,XM_015960776.1,XP_015816262.1,AMER2,Amer2,AMER2,Amer2,,si:ch211-244c8.4,amer2,amer2,Amer2,,,,amer2 (1 of 2)
amer2,XM_015955391.1,XP_015810877.1,AMER2,Amer2,AMER2,Amer2,amer1,amer2,,amer2,Amer2,amer2,,,amer2 (2 of 2)
riok1,XM_015956473.1,XP_015811959.1,RIOK1,Riok1,RIOK1,Riok1,riok1,riok1,riok1,riok1,Riok1,riok1_1_many,riok-1,RIOK1,riok1
ass1,XM_015942515.1,XP_015798001.1,ASS1,Ass1,ASS1,Ass1,ass1,ass1,ass1,ass1,Ass1,ass1,,CG1315,ass1
mal2,XM_015949089.1,XP_015804575.1,MAL2,Mal2,MAL2,Mal2,mal2,mal2,mal2,mal2,Mal2,mal2,,,mal2
xylb,XM_015941753.1,XP_015797239.1,XYLB,Xylb,XYLB,Xylb,xylb,xylb,xylb,xylb,Xylb,xylb,R08D7.7,CG3534,xylb
plxna1,XM_015959444.1,XP_015814930.1,PLXNA1,Plxna1,PLXNA1,Plxna1,plxna1a,plxna3,PLXNA1_1_many,PLXNA1_1_many,Plxna1,PLXNA1_1_many,plx-1,PlexA,plxna1 (1 of 2)
LOC107391329,XM_015968593.1,XP_015824079.1,PLXNA1,Plxna1,PLXNA1,Plxna1,plxna1a,plxna3,plxna1a,plxna1a,Plxna1,plxna1a,plx-1,PlexA,plxna1 (2 of 2)
slc28a1,XM_015964491.1,XP_015819977.1,SLC28A1,Slc28a2,ENSGALG00000002522,Slc28a1,slc28a1,slc28a1,,slc28a1,Slc28a1,slc28a1,slc-28.1,CG8083,slc28a1
LOC107378277,XM_015948399.1,XP_015803885.1,,,,,,,,,,,,,LOC107378277
tmem67,XM_015950610.1,XP_015806096.1,TMEM67,Tmem67,TMEM67,Tmem67,tmem67,tmem67,,tmem67,Tmem67,tmem67,mks-3,CG15923,tmem67
LOC107378688,XM_015949033.1,XP_015804519.1,TWIST2,Twist2,cdermo-1,Twist2,twist1b,twist1b,twist2,twist2,Twist2,twist2,hlh-8,twi,twist2 (1 of 5)
twist1,XM_015955871.1,XP_015811357.1,TWIST2,Twist2,cdermo-1,Twist2,twist1b,twist1a,ENSORLG00000004012,ENSGACG00000006420,Twist2,twist2,hlh-8,twi,twist2 (2 of 5)
LOC107385538,XM_015959487.1,XP_015814973.1,TWIST2,Twist2,TWIST3,Twist2,twist3,twist3,,twist3_1_many,Twist2,twist3_1_many,hlh-8,twi,twist2 (3 of 5)
twist2,XM_015965514.1,XP_015821000.1,TWIST2,Twist2,cdermo-1,Twist2,ENSLOCG00000017835,twist2,,ENSGACG00000002227,Twist2,ENSTRUG00000006090,hlh-8,twi,twist2 (4 of 5)
LOC107391324,XM_015968588.1,XP_015824074.1,TWIST2,Twist2,TWIST3,Twist2,twist3,twist3,,twist3b,Twist2,twist3_1_many,hlh-8,twi,twist2 (5 of 5)
dhcr7,XM_015975082.1,XP_015830568.1,DHCR7,Dhcr7,DHCR7,Dhcr7,dhcr7,dhcr7,,dhcr7,Dhcr7,dhcr7,dhcr-7,,dhcr7
cops4,XM_015943093.1,XP_015798579.1,COPS4,Cops4,COPS4,Cops4,cops4,cops4,,cops4,Cops4,cops4,csn-4,CSN4,cops4
pdap1,XM_015945383.1,XP_015800869.1,PDAP1,Pdap1,PDAP1,Pdap1,pdap1b,pdap1b,pdap1b,pdap1a,Pdap1,pdap1b,,CG4438,pdap1 (1 of 2)
LOC107395150,XM_015974459.1,XP_015829945.1,PDAP1,Pdap1,PDAP1,Pdap1,pdap1b,pdap1a,,pdap1a,Pdap1,pdap1b,,CG4438,pdap1 (2 of 2)
arl15,XM_015973177.1,XP_015828663.1,ARL15,Arl15,ARL15,Arl15,arl15a,arl15b,,arl15a,Arl15,arl15a,arf-3,Arf51F,arl15
LOC107378580,XM_015948884.1,XP_015804370.1,METTL2A,Mettl2,METTL2A,Mettl2b,mettl2a,mettl2a,mettl2a,mettl2a,Mettl2b,mettl2a,Y53F4B.42,metl,mettl2a
LOC107376071,XM_015945012.1,XP_015800498.1,ETAA1,Etaa1,ETAA1,Etaa1,si:dkey-78p8.1,ETAA1_1_many,etaa1,ENSGACG00000019668,Etaa1,,,,etaa1 (1 of 2)
etaa1,XM_015972895.1,XP_015828381.1,ETAA1,Etaa1,,Etaa1,si:dkey-78p8.1,etaa1,,ENSGACG00000019668,Etaa1,,,,etaa1 (2 of 2)
tmem74b,XM_015958722.1,XP_015814208.1,TMEM74B,Tmem74b,TMEM74,Tmem74b,tmem74b,tmem74b,,TMEM74,Tmem74b,TMEM74_1_many,T27C4.1,,tmem74b
LOC107387766,XM_015962928.1,XP_015818414.1,GCH1,Gch1,GCH1,Gch1,gch2,gch2,gch2,gch2,Gch1,gch2_1_many,cat-4,Pu,gch1 (1 of 2)
gch1,XM_015953726.1,XP_015809212.1,GCH1,Gch1,GCH1,Gch1,gch1,gch1,gch2,gch1,Gch1,gch1,cat-4,Pu,gch1 (2 of 2)
LOC107379328,XM_015950040.1,XP_015805526.1,,,,,,,,,,,,,LOC107379328
phpt1,XM_015943500.1,XP_015798986.1,PHPT1,Phpt1,PHPT1,Phpt1,phpt1,phpt1,phpt1,phpt1,Phpt1,si:dkey-51e6.1,phip-1,janA,phpt1 (1 of 2)
LOC107393216,XM_015971433.1,XP_015826919.1,PHPT1,Phpt1,PHPT1,Phpt1,si:dkey-51e6.1,si:dkey-51e6.1,,si:dkey-51e6.1,Phpt1,si:dkey-51e6.1,phip-1,janA,phpt1 (2 of 2)
lrrc30,XM_015956271.1,XP_015811757.1,LRRC30,Lrrc30,LRRC30,Lrrc30,LRRC30,lrrc30a,,LRRC30_1_many,Lrrc30,LRRC30_1_many,rsu-1,scrib,lrrc30
cul5,XM_015962008.1,XP_015817494.1,CUL5,Cul5,CUL5,Cul5,cul5a,cul5b,,cul5b,Cul5,cul5b,cul-5,Cul5,cul5
adgrv1,XM_015972410.1,XP_015827896.1,ADGRV1,Adgrv1,ADGRV1,Adgrv1,adgrv1,adgrv1,,adgrv1,Adgrv1,adgrv1,lat-2,Calx,adgrv1
znhit3,XM_015961810.1,XP_015817296.1,ZNHIT3,Znhit3,ZNHIT3,Znhit3,znhit3,znhit3,znhit3,znhit3,Znhit3,znhit3,zhit-3,CG8204,znhit3
adamts5,XM_015952592.1,XP_015808078.1,ADAMTS5,Adamts5,ADAMTS5,Adamts5,ADAMTS5,adamts5,,ADAMTS5,Adamts5,ADAMTS5,gon-1,AdamTS-A,adamts5
LOC107376166,XM_015945118.1,XP_015800604.1,AC233755.1,Vpreb2,ENSGALG00000005941,AABR07065705.3,ENSLOCG00000001196,ighv4-3,,ENSGACG00000000566,AABR07065705.3,ENSTRUG00000010299,,,ac233755.1
pck2,XM_015954954.1,XP_015810440.1,PCK2,Pck1,PEPCK,Pck1,pck1,pck2,pck2,pck2,Pck1,pck2,pck-2,Pepck,pck2
rpusd1,XM_015945451.1,XP_015800937.1,RPUSD1,Rpusd1,RPUSD1,Rpusd1,rpusd1,rpusd1,rpusd1,rpusd1,Rpusd1,rpusd1,K07E8.7,RluA-1,rpusd1
galnt14,XM_015947783.1,XP_015803269.1,GALNT14,Galnt14,GALNT14,Galnt14,galnt14,galnt14,,galnt14,Galnt14,galnt14,gly-4,pgant2,galnt14
LOC107385629,XM_015959627.1,XP_015815113.1,C1QL4,C1ql4,C1QL1,C1ql4,c1ql4a,c1ql4a,c1ql4b,c1ql4b,C1ql4,c1ql4b,col-129,Mp,c1ql4 (1 of 3)
LOC107373492,XM_015941620.1,XP_015797106.1,C1QL4,C1ql4,ENSGALG00000027887,C1ql4,si:rp71-1g18.7,si:rp71-1g18.7,,cbln17_1_many,C1ql4,ENSTRUG00000015176,,,c1ql4 (2 of 3)
LOC107374047,XM_015942188.1,XP_015797674.1,C1QL4,C1ql4,CAPRIN2,C1ql4,cbln18,cbln18,,ENSGACG00000019849,C1ql4,ENSTRUG00000015176,,,c1ql4 (3 of 3)
mcee,XM_015953372.1,XP_015808858.1,MCEE,Mcee,MCEE,Mcee,mcee,mcee,mcee,mcee,Mcee,mcee,mce-1,,mcee
LOC107381213,XM_015952784.1,XP_015808270.1,NRBP1,Nrbp1,NRBP1,Nrbp1,nrbp1,nrbp1,NRBP1_1_many,NRBP1_1_many,Nrbp1,NRBP1_1_many,hpo-11,Madm,nrbp1 (1 of 2)
nrbp1,XM_015947445.1,XP_015802931.1,NRBP1,Nrbp1,NRBP1,Nrbp1,nrbp1,nrbp1,,nrbp1,Nrbp1,nrbp1,hpo-11,Madm,nrbp1 (2 of 2)
pibf1,XM_015944814.1,XP_015800300.1,PIBF1,Pibf1,PIBF1,Pibf1,pibf1,pibf1,,pibf1,Pibf1,pibf1,,,pibf1
LOC107396700,XM_015976514.1,XP_015832000.1,MYO15B,Myo15b,ENSGALG00000002444,Myo15a,myo15b,myo15b,myo15b,myo15b,Myo15a,myo15b,hum-4,Myo10A,myo15b (1 of 2)
LOC107374439,XM_015942588.1,XP_015798074.1,MYO15B,Myo15b,MYO15A,Myo15a,myo15b,myo15b,myo15b,myo15b,Myo15a,myo15b,hum-4,Myo10A,myo15b (2 of 2)
LOC107381711,XM_015953536.1,XP_015809022.1,SLC27A2,Slc27a2,SLC27A6,Slc27a2,slc27a2a,slc27a2a,,slc27a2a,Slc27a2,slc27a2a,acs-20,Fatp,slc27a2 (1 of 3)
LOC107388623,XM_015964223.1,XP_015819709.1,SLC27A2,Slc27a2,SLC27A6,Slc27a2,slc27a2a,slc27a2b,,ENSGACG00000006219,Slc27a2,ENSTRUG00000009755,acs-20,Fatp,slc27a2 (2 of 3)
LOC107381710,XM_015953534.1,XP_015809020.1,SLC27A2,Slc27a2,SLC27A6,Slc27a2,zgc:158482,zgc:158482,,zgc:158482,Slc27a2,zgc:158482,acs-20,Fatp,slc27a2 (3 of 3)
gldc,XM_015973242.1,XP_015828728.1,GLDC,Gldc,GLDC,Gldc,GLDC,GLDC,,GLDC,Gldc,GLDC,R12C12.1,CG3999,gldc
LOC107375739,XM_015944442.1,XP_015799928.1,NDST1,Ndst1,NDST1,Ndst1,ndst1a,NDST1_1_many,,ndst1a,Ndst1,ndst1a,hst-1,sfl,ndst1
LOC107381331,XM_015952938.1,XP_015808424.1,FURIN,Furin,FURIN,Furin,furina,furina,furina,furina,Furin,furina,bli-4,Fur1,furin (1 of 2)
furin,XM_015964813.1,XP_015820299.1,FURIN,Furin,FURIN,Furin,furina,furinb,furinb,furinb,Furin,furinb,kpc-1,Fur1,furin (2 of 2)
chmp2a,XM_015962434.1,XP_015817920.1,CHMP2A,Chmp2a,ENSGALG00000026929,Chmp2a,chmp2bb,bc2,,bc2,Chmp2a,bc2,vps-2,Vps2,chmp2a
utrn,XM_015947252.1,XP_015802738.1,UTRN,Utrn,UTRN,Utrn,UTRN,utrn,,UTRN,Utrn,UTRN,dys-1,Dys,utrn
LOC107385790,XM_015959895.1,XP_015815381.1,SEMA3F,Sema3f,Sema3F,Sema3f,sema3fb,sema3fb,sema3fb,sema3fb,Sema3f,sema3fb,smp-1,Sema-1a,sema3f (1 of 3)
sema3f,XM_015958934.1,XP_015814420.1,SEMA3F,Sema3f,Sema3F,Sema3f,sema3fb,sema3fa,sema3fb,sema3fa,Sema3f,sema3fa,smp-1,Sema-2a,sema3f (2 of 3)
LOC107390520,XM_015967281.1,XP_015822767.1,SEMA3F,Sema3f,Sema3F,Sema3f,sema3fb,sema3ga,,sema3ga,Sema3f,sema3ga,smp-1,Sema-2a,sema3f (3 of 3)
polr2a,XM_015946940.1,XP_015802426.1,POLR2A,Polr2a,POLR3A,Polr2a,polr3a,polr2a,,polr2a,Polr2a,polr2a,ama-1,RpII215,polr2a
tmem221,XM_015976233.1,XP_015831719.1,TMEM221,Tmem221,ENSGALG00000025766,Tmem221,si:ch211-125m10.6,TMEM221,,si:ch211-125m10.6,Tmem221,ENSTRUG00000018159,,,tmem221
LOC107394547,XM_015973523.1,XP_015829009.1,OSBPL10,Osbpl10,OSBPL10,Osbpl10,osbpl10,osbpl10,OSBPL10,OSBPL10_1_many,Osbpl10,OSBPL10,obr-4,CG1513,osbpl10
csgr17h8orf82,XM_015971182.1,XP_015826668.1,C8orf82,,,MGC94207,si:ch1073-287p18.1,si:ch1073-287p18.1,,si:ch1073-287p18.1,MGC94207,si:ch1073-287p18.1,F59C6.12,CG30010,c8orf82
LOC107382639,XM_015954865.1,XP_015810351.1,IL15RA,Il15ra,,Il15ra,,zgc:195175,,il-15ra,Il15ra,,,,il15ra
LOC107388365,XM_015963851.1,XP_015819337.1,PNPLA2,Pnpla2,PNPLA2,LOC100911615,pnpla3,pnpla3,pnpla3,pnpla3,LOC100911615,ENSTRUG00000015186,atgl-1,bmm,pnpla2 (1 of 5)
LOC107388367,XM_015963854.1,XP_015819340.1,PNPLA2,Pnpla2,PNPLA2,LOC100911615,pnpla3,pnpla3,,pnpla3,LOC100911615,ENSTRUG00000015186,atgl-1,bmm,pnpla2 (2 of 5)
LOC107390959,XM_015967982.1,XP_015823468.1,PNPLA2,Pnpla2,ENSGALG00000000483,LOC100911615,PNPLA1,pnpla3,,pnpla3,LOC100911615,pnpla3,atgl-1,bmm,pnpla2 (3 of 5)
LOC107388678,XM_015964308.1,XP_015819794.1,PNPLA2,Pnpla2,PNPLA2,LOC100911615,PNPLA2,PNPLA2,,PNPLA2,LOC100911615,PNPLA2,atgl-1,bmm,pnpla2 (4 of 5)
LOC107381587,XM_015953334.1,XP_015808820.1,PNPLA2,Pnpla2,PNPLA2,LOC100911615,pnpla3,pnpla3,,pnpla3,LOC100911615,pnpla3,atgl-1,bmm,pnpla2 (5 of 5)
osbpl11,XM_015946731.1,XP_015802217.1,OSBPL11,Osbpl11,OSBPL11,Osbpl11,osbpl11,osbpl11,osbpl11,osbpl11,Osbpl11,osbpl11,obr-4,CG1513,osbpl11
LOC107394530,XM_015973502.1,XP_015828988.1,PSCA,,,Ly6g6e,,si:ch73-156o22.2,,si:ch73-156o22.2,Ly6g6e,,,,psca
smpd1,XM_015961678.1,XP_015817164.1,SMPD1,Smpd1,SMPD1,Smpd1,smpd1,smpd1,,smpd1,Smpd1,smpd1,asm-3,CG3376,smpd1
LOC107391774,XM_015969222.1,XP_015824708.1,HOXC4,Hoxb4,HOXD4,Hoxb4,HOXA3,hoxb4a,hoxb4a,hoxb4a,Hoxb4,HOXA3,lin-39,Dfd,hoxc4 (1 of 4)
LOC107383364,XM_015955930.1,XP_015811416.1,HOXC4,Hoxc4,HOXD4,Hoxc4,hoxd4a,hoxc4a,hoxa9,HOXA4_1_many,Hoxc4,hoxa2b,lin-39,Dfd,hoxc4 (2 of 4)
hoxc4,XM_015967921.1,XP_015823407.1,HOXC4,Hoxc4,HOXD4,Hoxc4,hoxc4a,hoxc4a,,hoxc4a,Hoxc4,hoxc4a,lin-39,Dfd,hoxc4 (3 of 4)
LOC107381909,XM_015953844.1,XP_015809330.1,HOXC4,Hoxc4,MNX1,Mnx1,mnx2b,mnx2b,,ENSGACG00000015160,Mnx1,ENSTRUG00000004181,ceh-12,exex,hoxc4 (4 of 4)
mov10l1,XM_015964128.1,XP_015819614.1,MOV10L1,Mov10l1,MOV10L1,Mov10l1,MOV10L1,MOV10L1,MOV10L1,MOV10L1,Mov10l1,MOV10L1,smg-2,armi,mov10l1
mboat1,XM_015949100.1,XP_015804586.1,MBOAT1,Mboat1,MBOAT1,Mboat1,mboat1,mboat1,,mboat2b,Mboat1,mboat1,mboa-3,oys,mboat1
csgr02h18orf32,XM_015942875.1,XP_015798361.1,C18orf32,BC031181,C18orf32,RGD1562987,C18orf32,,C18orf32,C18orf32,RGD1562987,C18orf32,,CG18508,c18orf32
rpn1,XM_015959268.1,XP_015814754.1,RPN1,Rpn1,RPN1,Rpn1,rpn1,rpn1,,rpn1,Rpn1,rpn1,ribo-1,CG33303,rpn1
chst14,XM_015971733.1,XP_015827219.1,CHST14,Chst14,CHST14,Chst14,chst14,chst14,,chst14,Chst14,chst14,,CG31743,chst14
sf3a2,XM_015957169.1,XP_015812655.1,SF3A2,Sf3a2,SF3A2,Sf3a2,sf3a2,sf3a2,sf3a2,sf3a2,Sf3a2,sf3a2,repo-1,CG10754,sf3a2 (1 of 2)
LOC107375562,XM_015944160.1,XP_015799646.1,SF3A2,,,Sf3a2,,CABZ01029822.1,,ENSGACG00000017978,Sf3a2,si:dkeyp-77h1.4,,,sf3a2 (2 of 2)
LOC107376719,XM_015945982.1,XP_015801468.1,,,,,,,,ENSGACG00000008059,,ENSTRUG00000012750,,,LOC107376719
LOC107389280,XM_015965344.1,XP_015820830.1,CHST5,Chst5,ENSGALG00000000913,Chst5,zgc:194879,CHST6,chst2b,zgc:194879,Chst5,zgc:194879,,CG31637,chst5
tmem243,XM_015961538.1,XP_015817024.1,TMEM243,Tmem243,TMEM243,Tmem243,tmem243a,tmem243b,,tmem243a,Tmem243,tmem243a,,,tmem243
wdyhv1,XM_015973445.1,XP_015828931.1,WDYHV1,Wdyhv1,WDYHV1,Wdyhv1,,wdyhv1,wdyhv1,wdyhv1,Wdyhv1,wdyhv1,R06C7.6,tun,wdyhv1
LOC107391794,XM_015969235.1,XP_015824721.1,,,,,,,ENSORLG00000019689,,,,,,LOC107391794
she,XM_015973692.1,XP_015829178.1,SHE,She,SHE,She,she,she,she,SHE_1_many,She,she,,,she (1 of 2)
LOC107379617,XM_015950447.1,XP_015805933.1,SHE,She,SHE,She,she,she,she,she,She,she,nck-1,CG43921,she (2 of 2)
card9,XM_015960332.1,XP_015815818.1,CARD9,Card9,CARD9,Card9,card9,card9,CARD10,card9,Card9,card11,,,card9
impad1,XM_015957280.1,XP_015812766.1,IMPAD1,Impad1,IMPAD1,Impad1,impad1,impad1,,impad1,Impad1,impad1,Y6B3B.5,CG15743,impad1
LOC107381603,XM_015953349.1,XP_015808835.1,,Rock2,,Rock2,,,,,Rock2,,,,LOC107381603
axin2,XM_015966641.1,XP_015822127.1,AXIN2,Axin2,AXIN2,Axin2,axin2,axin2,AXIN2_1_many,AXIN2_1_many,Axin2,AXIN2_1_many,rgs-3,Axn,axin2 (1 of 2)
LOC107376523,XM_015945653.1,XP_015801139.1,AXIN2,Axin2,AXIN2,Axin2,axin2,axin2,axin2,axin2,Axin2,axin2,rgs-3,Axn,axin2 (2 of 2)
commd1,XM_015954372.1,XP_015809858.1,COMMD1,Commd1,COMMD1,Commd1,commd1,commd1,,,Commd1,commd1,,,commd1
lfng,XM_015948632.1,XP_015804118.1,LFNG,Lfng,LFNG,Lfng,lfng,lfng,lfng,lfng,Lfng,lfng,ZC250.2,fng,lfng (1 of 2)
LOC107389966,XM_015966408.1,XP_015821894.1,LFNG,Lfng,LFNG,Lfng,lfng,lfng,,lfng,Lfng,ENSTRUG00000015064,C16D9.6,fng,lfng (2 of 2)
LOC107380947,XM_015952372.1,XP_015807858.1,TMEM151B,Tmem151b,ENSGALG00000010169,Tmem151b,tmem151a,TMEM151A_1_many,tmem151a,tmem151a,Tmem151b,tmem151a,ZK1067.4,,tmem151b (1 of 3)
tmem151b,XM_015947484.1,XP_015802970.1,TMEM151B,Tmem151b,ENSGALG00000010169,Tmem151b,tmem151bb,tmem151ba,,tmem151ba,Tmem151b,tmem151bb,ZK1067.4,,tmem151b (2 of 3)
LOC107396117,XM_015975667.1,XP_015831153.1,TMEM151B,Tmem151b,ENSGALG00000010169,Tmem151b,tmem151bb,tmem151bb,,tmem151bb,Tmem151b,tmem151bb,ZK1067.4,,tmem151b (3 of 3)
LOC107396746,XM_015976580.1,XP_015832066.1,NMT1,Nmt1,NMT1,Nmt1,nmt1a,nmt1a,,nmt1b,Nmt1,nmt1b,nmt-1,Nmt,nmt1 (1 of 2)
nmt1,XM_015948833.1,XP_015804319.1,NMT1,Nmt1,NMT1,Nmt1,nmt1a,nmt1a,,nmt1a,Nmt1,nmt1a,nmt-1,Nmt,nmt1 (2 of 2)
wdr26,XM_015948060.1,XP_015803546.1,WDR26,Wdr26,WDR26,Wdr26,wdr26b,wdr26b,,wdr26b,Wdr26,WDR26,Y39H10A.6,CG7611,wdr26
LOC107378348,XM_015948514.1,XP_015804000.1,ATL3,Atl3,ATL2,Atl3,atl3,atl3,atl3,atl3,Atl3,atl3,atln-1,atl,atl3
rnf139,XM_015973330.1,XP_015828816.1,RNF139,Rnf139,RNF139,Rnf139,rnf139,rnf139,,rnf139,Rnf139,rnf139,Y119C1B.5,Trc8,rnf139
lypla2,XM_015974145.1,XP_015829631.1,LYPLA2,Lypla2,LYPLA2,Lypla2,lypla2,lypla2,,lypla2,Lypla2,lypla1,ath-1,CG18815,lypla2
rnaseh2a,XM_015954413.1,XP_015809899.1,RNASEH2A,Rnaseh2a,,Rnaseh2a,rnaseh2a,rnaseh2a,rnaseh2a,rnaseh2a,Rnaseh2a,rnaseh2a,rnh-2,CG13690,rnaseh2a
rad54b,XM_015950466.1,XP_015805952.1,RAD54B,Rad54b,RAD54B,Rad54b,rad54b,rad54b,rad54b,rad54b,Rad54b,rad54b,rad-54,okr,rad54b
LOC107373075,XM_015941252.1,XP_015796738.1,,Magel2,,,,,,,,,,,LOC107373075
LOC107396487,XM_015976244.1,XP_015831730.1,MEF2B,Mef2c,ENSGALG00000024292,Mef2c,mef2b,mef2b,mef2cb,mef2b,Mef2c,mef2b,mef-2,Mef2,mef2b
LOC107383782,XM_015956576.1,XP_015812062.1,LPIN2,Lpin2,LPIN2,Lpin2,lipin2,lipin2,lipin2,lipin2,Lpin2,lipin2,lpin-1,Lpin,lpin2 (1 of 3)
LOC107382518,XM_015954679.1,XP_015810165.1,LPIN2,Lpin2,LPIN2,Lpin2,lipin2,lipin2,LPIN2_1_many,LPIN2_1_many,Lpin2,LPIN2_1_many,lpin-1,Lpin,lpin2 (2 of 3)
LOC107385524,XM_015959456.1,XP_015814942.1,LPIN2,Lpin2,LPIN2,Lpin2,zgc:123305,LPIN3,,zgc:123305,Lpin2,zgc:123305,lpin-1,Lpin,lpin2 (3 of 3)
LOC107377518,XM_015947165.1,XP_015802651.1,TGFB3,Tgfb3,TGFB3,Tgfb3,tgfb3,tgfb3,TGFB3_1_many,TGFB3_1_many,Tgfb3,TGFB3_1_many,dbl-1,gbb,tgfb3 (1 of 2)
tgfb3,XM_015970193.1,XP_015825679.1,TGFB3,Tgfb3,TGFB3,Tgfb3,tgfb3,tgfb3,,tgfb3,Tgfb3,tgfb3,dbl-1,gbb,tgfb3 (2 of 2)
LOC107383694,XM_015956468.1,XP_015811954.1,ZNF41,Zfp873,ENSGALG00000027204,Zfp873,ENSLOCG00000003025,BX510909.3,ENSORLG00000013283,ENSGACG00000001523,Zfp873,ENSTRUG00000005057,Y55F3AM.14,crol,znf41
LOC107386809,XM_015961436.1,XP_015816922.1,EBF1,Ebf1,EBF1,Ebf1,ebf1b,ebf1b,EBF1_1_many,EBF1_1_many,Ebf1,EBF1_1_many,unc-3,kn,ebf1 (1 of 2)
ebf1,XM_015975904.1,XP_015831390.1,EBF1,Ebf1,EBF1,Ebf1,ebf1b,ebf1a,,EBF1_1_many,Ebf1,EBF1_1_many,unc-3,kn,ebf1 (2 of 2)
catip,XM_015957464.1,XP_015812950.1,CATIP,Catip,CATIP,Catip,catip,catip,catip,catip,Catip,catip,,CG13243,catip
tceanc2,XM_015956308.1,XP_015811794.1,TCEANC2,Tceanc2,TCEANC2,Tceanc2,tceanc2,tceanc2,tceanc2,tceanc2,Tceanc2,tceanc2,,,tceanc2
LOC107394454,XM_015973384.1,XP_015828870.1,,,,,,,,,,,,,LOC107394454
LOC107376814,XM_015946097.1,XP_015801583.1,INPP4B,Inpp4b,INPP4B,Inpp4b,inpp4b,inpp4b,inpp4aa,inpp4b,Inpp4b,inpp4b,R01H10.7,CG42271,inpp4b (1 of 2)
inpp4b,XM_015965572.1,XP_015821058.1,INPP4B,Inpp4b,INPP4B,Inpp4b,inpp4b,inpp4b,inpp4ab,inpp4b,Inpp4b,inpp4b,R01H10.7,CG42271,inpp4b (2 of 2)
znf593,XM_015969920.1,XP_015825406.1,ZNF593,Zfp593,ZNF593,Zfp593,znf593,znf593,,znf593,Zfp593,znf593,Y56A3A.18,CG3224,znf593
ung,XM_015972650.1,XP_015828136.1,UNG,Ung,UNG,Ung,unga,unga,,unga,Ung,,ung-1,,ung
LOC107395637,XM_015975057.1,XP_015830543.1,ZNF879,Zfp235,ENSGALG00000018597,AC118165.1,ENSLOCG00000000191,BX511215.1,zgc:171901_1_many,ENSGACG00000014395,AC118165.1,ENSTRUG00000014168,fezf-1,crol,znf879 (1 of 2)
LOC107373493,XM_015941622.1,XP_015797108.1,ZNF879,Zfp931,ENSGALG00000027978,Zscan22,ENSLOCG00000000020,si:dkey-56m15.8,ZNF620,ENSGACG00000009653,Zscan22,ENSTRUG00000013906,che-1,gl,znf879 (2 of 2)
LOC107396995,XM_015976850.1,XP_015832336.1,PDCD7,Pdcd7,PDCD7,Pdcd7,pdcd7,pdcd7,pdcd7,pdcd7,Pdcd7,pdcd7,,,pdcd7
clcc1,XM_015970594.1,XP_015826080.1,CLCC1,Clcc1,CLCC1,Clcc1,CLCC1,CLCC1,CLCC1,CLCC1,Clcc1,CLCC1,,,clcc1 (1 of 2)
LOC107392616,XM_015970512.1,XP_015825998.1,CLCC1,Clcc1,CLCC1,Clcc1,CLCC1,CLCC1,CLCC1,CLCC1,Clcc1,CLCC1,,,clcc1 (2 of 2)
LOC107396996,XM_015976851.1,XP_015832337.1,CPZ,Cpz,CPZ,Cpz,cpz,cpz,CPZ_1_many,CPZ_1_many,Cpz,CPZ_1_many,egl-21,svr,cpz (1 of 2)
LOC107393301,XM_015971564.1,XP_015827050.1,CPZ,Cpz,CPZ,Cpz,cpz,cpz,cpz,cpz,Cpz,cpz,egl-21,CG4678,cpz (2 of 2)
